Department Area,,Service Area,,Description,,,Line,,HBC Ref No.,,Name:  ,,,Payment Date,,Amount Paid
RESO - Resources,,AAF - Finance,,Fire Ctax Deficit 24/25,,,6,,CRINV0015144,,Lancashire County Council (Direct Debit Payments),,,27/11/25,,"1,996.00-"
RESO - Resources,,AAF - Finance,,Fire NDR Precept November 25,,,7,,CRINV0015144,,Lancashire County Council (Direct Debit Payments),,,27/11/25,,"25,003.00"
RESO - Resources,,AAF - Finance,,Fire NDR Surplus 24/25,,,8,,CRINV0015144,,Lancashire County Council (Direct Debit Payments),,,27/11/25,,"1,425.00"
RESO - Resources,,AAF - Finance,,Police Ctax Precept November 25,,,9,,CRINV0015144,,Lancashire County Council (Direct Debit Payments),,,27/11/25,,"614,802.00"
RESO - Resources,,AAF - Finance,,Police Ctax Deficit 24/25,,,10,,CRINV0015144,,Lancashire County Council (Direct Debit Payments),,,27/11/25,,"6,203.00-"
REGN - Regeneration & Housing,,FAD - Housing Advice,,Accommodation ,,,1,,CRINV0015164,,Hill View (Private) Hotel,,,25/11/25,,"1,386.00"
REGN - Regeneration & Housing,,FAD - Housing Advice,,Accommodation 1,,,1,,CRINV0015165,,Hill View (Private) Hotel,,,25/11/25,,840.00
REGN - Regeneration & Housing,,FAD - Housing Advice,,Accommodation ,,,1,,CRINV0015166,,Hill View (Private) Hotel,,,25/11/25,,980.00
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Protective Clothing,,,1,,CRINV0015170,,"Bubbles, Brushes & Wiper Co Ltd",,,27/11/25,,820.78
RESO - Resources,,AAF - Finance,,CAY Recharge Oct 25,,,1,,CRINV0015172,,Lancashire County Council (Direct Debit Payments),,,27/11/25,,"43,204.56"
PLAN - Planning & Transportation,,EAD - Planning,,Subs 2025,,,1,,CRINV0015173,,Royal Town Planning Institute (RTPI),,,27/11/25,,390.00
RESO - Resources,,AAF - Finance,,Commercial Insurance,,,1,,CRINV0015177,,AON Uk Limited,,,27/11/25,,"3,616.37"
REGN - Regeneration & Housing,,FAC - Haworth Art Gallery,,Weddings Nov / Dec 2025,,,1,,CRINV0015190,,S.R.S. Catering Ltd,,,27/11/25,,"4,550.00"
ENVS - Environmental Services,,CAA - Environmental Maintenance,,Dutton St Road and Footpath Closures / Diversion Signs,,,1,,CRINV0015214,,Chevron Traffic Management Ltd,,,27/11/25,,594.00
REGN - Regeneration & Housing,,FAF - Strategic Housing,,CCTV tower Installation.,,,1,,CRPOI0013872,,BauWatch UK,,,11/11/25,,"1,476.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,2 day hire of a chain harrow ,,,1,,CRPOI0014109,,Balmers Garden Machinery,,,04/11/25,,360.00
PLAN - Planning & Transportation,,EAD - Planning,,Press Notice - Accrington Observer,,,1,,CRPOI0014133,,People Scout Limited,,,04/11/25,,422.21
PLAN - Planning & Transportation,,EAD - Planning,,Project Management Days - Sept 25,,,1,,CRPOI0014194,,Nec Software Solutions Uk Ltd,,,04/11/25,,"1,200.00"
RESO - Resources,,AAH - Facilities,,"Callouts, breakdowns, make safe, small general repairs, helpdesk repairs QTR 3",,,1,,CRPOI0014207,,Pilkington Bros (Church) Ltd,,,06/11/25,,533.76
PLAN - Planning & Transportation,,EAD - Planning,,Fees in conjunction with Local Plan Examination,,,1,,CRPOI0014284,,The planning Inspectorate,,,06/11/25,,"16,497.48"
RESO - Resources,,AAF - Finance,,Temp Staff,,,1,,CRPOI0014288,,G2 Recruitment Solutions,,,06/11/25,,"5,850.00"
LEGL - Legal & Democratic,,DAH - Licencing,,Temp Staff,,,1,,CRPOI0014290,,G2 Recruitment Solutions,,,06/11/25,,"2,092.80"
ENVH - Environmental Health,,BAC - Food & Safety,,Written expert report.  ,,,1,,CRPOI0014292,,Lockgate Animal Forensics Ltd,,,06/11/25,,"6,494.40"
PLAN - Planning & Transportation,,EAC - Green Infrastructure,,Pond creation,,,1,,CRPOI0014310,,Lancashire Wildlife Trust,,,11/11/25,,"3,060.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,3500 Polyanthus Crescendo Spring Fever Mixed,,,1,,CRPOI0014318,,Les Halman Nurseries Ltd,,,06/11/25,,"1,428.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,2 x CS38 Climbing & Ariel Rescue training course ,,,1,,CRPOI0014329,,Myerscough College,,,06/11/25,,"1,450.00"
ENVS - Environmental Services,,CAB - Other Environmental Services,,1 X CS30 5 day chainsaw course ,,,1,,CRPOI0014331,,Myerscough College,,,06/11/25,,880.00
PLAN - Planning & Transportation,,EAD - Planning,,Annual subscription to DCP Online,,,1,,CRPOI0014332,,Haymarket Media Group Ltd,,,11/11/25,,"8,750.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,1 X CS30 5 day chainsaw course ,,,1,,CRPOI0014333,,Myerscough College,,,06/11/25,,880.00
ENVS - Environmental Services,,CAB - Other Environmental Services,,18 X  - RodentFix Secure Outdoor Box Tethers,,,1,,CRPOI0014338,,Pestfix,,,11/11/25,,288.79
REGN - Regeneration & Housing,,FAG - Regeneration,,Temp Staff,,,1,,CRPOI0014371,,Vivid Resourcing,,,13/11/25,,"1,800.00"
RESO - Resources,,AAF - Finance,,Temp Staff,,,1,,CRPOI0014374,,G2 Recruitment Solutions,,,13/11/25,,"5,850.00"
ENVS - Environmental Services,,CAB - Other Environmental Services,,Training Starter pack,,,1,,CRPOI0014377,,PeddyMark,,,13/11/25,,300.84
ENVS - Environmental Services,,CAE - Waste Services,,Willows Lane Stationary Order October 2025,,,1,,CRPOI0014383,,Paragon Customer Communications Limited,,,11/11/25,,295.09
ENVS - Environmental Services,,CAE - Waste Services,,100 x green 240 litre wheeled bins ,,,1,,CRPOI0014396,,Ipl Plastics (Uk) Ltd,,,04/11/25,,"2,262.00"
RESO - Resources,,AAF - Finance,,Introduction to business rates training (30/31 October),,,1,,CRPOI0014423,,CIPFA Business Limited,,,13/11/25,,378.00
LEGL - Legal & Democratic,,DAA - Democratic Services,,13 Flags for across the Borough,,,1,,CRPOI0014428,,Hampshire Flag Company,,,13/11/25,,"1,424.90"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Bulbs ,,,1,,CRPOI0014433,,Lubbe & Sons (Bulbs) Ltd,,,13/11/25,,"1,379.16"
PLAN - Planning & Transportation,,EAC - Green Infrastructure,,Community support and project management Fees,,,1,,CRPOI0014451,,Proffitts Investing In Communities,,,04/11/25,,"1,920.05"
RESO - Resources,,AAH - Facilities,,PPM - Annual servicing and maintenance passenger/goods lifts,,,1,,CRPOI0014452,,E A Foulds Ltd,,,18/11/25,,280.80
RESO - Resources,,AAH - Facilities,,Install a new gas suppression cylinder,,,1,,CRPOI0014453,,Protec Fire Detection Plc,,,18/11/25,,"2,768.71"
ENVS - Environmental Services,,CAB - Other Environmental Services,," 50 Rotech Monos, x 50 Rotech Mouse Traps, x 2 Rotech Attractants",,,1,,CRPOI0014462,,1env Solutions Ltd,,,18/11/25,,96.00
ENVS - Environmental Services,,CAB - Other Environmental Services,," X 50 Rotech Solos, x 50 Rotech Rat Traps, x 2 Rotech Attractants",,,2,,CRPOI0014462,,1env Solutions Ltd,,,18/11/25,,204.00
ENVS - Environmental Services,,CAF - CVMU,,"23,000 Lts HVO ",,,1,,CRPOI0014463,,Certas Energy,,,18/11/25,,"36,170.46"
REGN - Regeneration & Housing,,FAG - Regeneration,,Temp staff,,,1,,CRPOI0014465,,Vivid Resourcing,,,20/11/25,,"1,200.00"
PLAN - Planning & Transportation,,EAC - Green Infrastructure,,Japanese Knotweed treatment ,,,1,,CRPOI0014466,,Lancashire Wildlife Trust,,,11/11/25,,"3,180.00"
RESO - Resources,,AAH - Facilities,,Supply and install 13 Christmas trees ,,,1,,CRPOI0014474,,Bolton Christmas Trees,,,06/11/25,,"10,096.80"
RESO - Resources,,AAH - Facilities,,"Callouts, breakdowns, make safe, small general repairs, helpdesk repairs QTR 3",,,1,,CRPOI0014475,,Pilkington Bros (Church) Ltd,,,20/11/25,,"1,471.60"
PLAN - Planning & Transportation,,EAC - Green Infrastructure,,Balsam management work at Brookside ,,,1,,CRPOI0014476,,Dlc Tree Services,,,20/11/25,,"1,680.00"
RESO - Resources,,AAD - ICT,,10 x M365 E3 Original Sub Per User Custom,,,1,,CRPOI0014484,,Bytes Software Services Ltd,,,25/11/25,,"1,601.28"
RESO - Resources,,AAD - ICT,,1 x Consumable Kit for fi-6770 scanner ,,,1,,CRPOI0014486,,E File Uk Ltd,,,04/11/25,,661.20
RESO - Resources,,AAD - ICT,,Contract Charges,,,1,,CRPOI0014490,,Nominet Uk,,,20/11/25,,405.05
LEGL - Legal & Democratic,,DAH - Licencing,,Temp staff,,,1,,CRPOI0014497,,G2 Recruitment Solutions,,,20/11/25,,"2,212.80"
RESO - Resources,,AAD - ICT,,Consultancy Fees,,,1,,CRPOI0014505,,Softcat Ltd,,,11/11/25,,"9,600.00"
RESO - Resources,,AAD - ICT,,4 x Lenovo ThinkPad Universal USB-C Dock,,,1,,CRPOI0014506,,XMA Limited,,,18/11/25,,592.80
RESO - Resources,,AAF - Finance,, Introduction to Collection Fund training ,,,1,,CRPOI0014509,,CIPFA Business Limited,,,13/11/25,,450.00
ENVS - Environmental Services,,CAB - Other Environmental Services,,"40 x  Rotech SiteGuard rat boxes 
Free with the above offer
. x 2 RaxWool Rodent Barrier
. x 1 10kg Rascal Brodi Whole Wheat",,,1,,CRPOI0014514,,1env Solutions Ltd,,,04/11/25,,264.00
PLAN - Planning & Transportation,,EAC - Green Infrastructure,,Architect feesCommunity support and project management,,,1,,CRPOI0014534,,Proffitts Investing In Communities,,,04/11/25,,"1,920.05"
PLAN - Planning & Transportation,,EAC - Green Infrastructure,,Architect feesCommunity support and project management,,,1,,CRPOI0014535,,Proffitts Investing In Communities,,,04/11/25,,"1,920.05"
ENVS - Environmental Services,,CAF - CVMU,,Lider 33630 trailer c/w ramp tailgate and hydraulic tilt,,,1,,CRPOI0014552,,T H Motors,,,04/11/25,,"3,264.00"
ENVS - Environmental Services,,CAF - CVMU,,Winch assembly,,,2,,CRPOI0014552,,T H Motors,,,04/11/25,,282.00
LEGL - Legal & Democratic,,DAG - Elections,,Annual Conference Admissions,,,1,,CRPOI0014553,,Assoc. Of Electoral Administrators,,,20/11/25,,834.00
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Nominated store keeper course for Daniel Plimmer ,,,1,,CRPOI0014561,,Basis (Registration) Ltd,,,18/11/25,,569.00
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Provide and fit a plaque to the existing Accrington Pals memorial stone,,,1,,CRPOI0014562,,Brent Stevenson Memorials,,,25/11/25,,695.00
ENVS - Environmental Services,,CAB - Other Environmental Services,,14 X - Sakarat Bromabait 10kg ,,,1,,CRPOI0014583,,Killgerm Chemicals Ltd,,,25/11/25,,264.60
ENVS - Environmental Services,,CAB - Other Environmental Services,,4 X - Rascal Brodifacoum 50 Multi Blocks 5kg,,,1,,CRPOI0014597,,1env Solutions Ltd,,,25/11/25,,236.23
ENVS - Environmental Services,,CAB - Other Environmental Services,,1 X - Plastic Mole Trap Markers (Pack50) ,,,2,,CRPOI0014597,,1env Solutions Ltd,,,25/11/25,,25.50
ENVS - Environmental Services,,CAB - Other Environmental Services,,19 X- Medium Bait Rods SiteGuard (10 pack),,,3,,CRPOI0014597,,1env Solutions Ltd,,,25/11/25,,36.83
ENVS - Environmental Services,,CAB - Other Environmental Services,,5 X  - Rascal Brodifacoum 50 Multi Blocks 5kg ,,,1,,CRPOI0014598,,1env Solutions Ltd,,,25/11/25,,295.30
LEGL - Legal & Democratic,,DAH - Licencing,,CarVeto Vehicle Checks - 200,,,1,,CRPOI0014599,,Used Car Guy,,,11/11/25,,544.00
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,5 X Himalayan Black Barrow with Puncture Free Tyre 3 ,,,1,,CRPOI0014606,,Landscape Supply Company,,,25/11/25,,419.70
LEGL - Legal & Democratic,,DAH - Licencing,,Temp Staff,,,1,,CRPOI0014624,,G2 Recruitment Solutions,,,27/11/25,,"2,145.60"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,1 X Verti-Drain 10 x bowling greens around the borough ,,,1,,CRPOI0014630,,KPM Groundworks Ltd,,,06/11/25,,"2,700.00"
REGN - Regeneration & Housing,,FAF - Strategic Housing,,Please supply and install CCTV tower at location ,,,1,,CRPOI0014649,,BauWatch UK,,,25/11/25,,"1,525.20"
LEGL - Legal & Democratic,,DAB - Human Resources,,Drug wipes & mouth Pieces,,,1,,CRPOI0014660,,D Tec International,,,25/11/25,,"2,013.60"
LEGL - Legal & Democratic,,DAA - Democratic Services,,RBL Wreaths x 15,,,1,,CRPOI0014667,,Royal British Poppy Appeal,,,11/11/25,,300.00
ENVS - Environmental Services,,CAD - Town Centre & Markets,,Risk Assessments and Legionella testing ,,,1,,CRPOI0014671,,HSL Compliance,,,25/11/25,,840.00
RESO - Resources,,AAH - Facilities,,"Remove all existing rotten fascia boards and gable end plywood 
and replace with new white UPVC fascia?s and soffit boards. Re instate existing gutter",,,1,,CRPOI0014677,,Buildeasi Nw Ltd,,,11/11/25,,"4,008.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,1 x CS39 Chainsaw from Rope & Harness 3 days including assessment,,,1,,CRPOI0014678,,Myerscough College,,,06/11/25,,550.00
LEGL - Legal & Democratic,,DAA - Democratic Services,,Remembrance Sunday Service Sheets,,,1,,CRPOI0014679,,The Small Sign Company,,,27/11/25,,846.00
RESO - Resources,,AAF - Finance,,Lease Advisory Service from 19th April 2025 to 18th April 2026,,,1,,CRPOI0014688,,MUFG Corporate Markets UK Ltd,,,11/11/25,,"1,200.00"
RESO - Resources,,AAH - Facilities,,"New 10L counter top water heater
Amend pipework if required
Test and commission",,,1,,CRPOI0014689,,Lancashire Gas Services,,,27/11/25,,"1,244.47"
REGN - Regeneration & Housing,,FAA - Economic Development,,Venue Hire,,,1,,CRPOI0014694,,Community Solutions North West Ltd,,,13/11/25,,332.50
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,1 X 100ft reel of chainsaw chain 325,,,2,,CRPOI0014701,,Dick Leigh LLP,,,11/11/25,,496.61
RESO - Resources,,AAH - Facilities,, Domestic water system compliance April 2025 - March 2026,,,1,,CRPOI0014711,,HSL Compliance,,,25/11/25,,"1,445.34"
ENVS - Environmental Services,,CAB - Other Environmental Services,,Parts,,,1,,CRPOI0014730,,Northern Jack Specialists,,,11/11/25,,381.60
ENVS - Environmental Services,,CAB - Other Environmental Services,,Skip Hire,,,1,,CRPOI0014740,,Stanley Brothers (Tippers) Ltd,,,25/11/25,,570.00
REGN - Regeneration & Housing,,FAA - Economic Development,,Advertising space to promote business newsletter,,,1,,CRPOI0014748,,Acorn Community News,,,11/11/25,,400.00
RESO - Resources,,AAD - ICT,,1 x eVO GMS    1 X Data Migration to eVO GMS ,,,1,,CRPOI0014754,,StatMap Limited,,,18/11/25,,"16,080.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,80 x The King`s Rose bare rooted,,,1,,CRPOI0014761,,David Austin Roses Ltd,,,27/11/25,,"1,146.35"
REGN - Regeneration & Housing,,FAA - Economic Development,,Room Hire,,,1,,CRPOI0014788,,Providence Hotels Midco SPV3 Ltd,,,18/11/25,,600.00
LEGL - Legal & Democratic,,DAB - Human Resources,,Evaluation Consultants Fees,,,1,,CRPOI0014804,,David Waterfall Enterprise Consultant,,,11/11/25,,"10,000.00"
RESO - Resources,,AAF - Finance,,Temp Staff,,,1,,CRPOI0014807,,G2 Recruitment Solutions,,,20/11/25,,"5,850.00"
RESO - Resources,,AAH - Facilities,,"Callouts, breakdowns, make safe, small general repairs, helpdesk repairs QTR 3",,,1,,CRPOI0014842,,Full Circuit Fire & Security Ltd,,,18/11/25,,254.02
LEGL - Legal & Democratic,,DAA - Democratic Services,,Remembrance Sunday Nov-2025 Booking - Darwen Brass Band,,,1,,CRPOI0014859,,Darwen Brass Band,,,18/11/25,,500.00
LEGL - Legal & Democratic,,DAA - Democratic Services,,Remembrance Sunday Band for Oak Hill,,,1,,CRPOI0014860,,Accrington Pipe Band,,,13/11/25,,330.00
ENVS - Environmental Services,,CAA - Environmental Maintenance,," Accrington Town Square Phase 2 Contract.
",,,1,,CRPOI0014870,,Rihbell Ltd,,,13/11/25,,"10,785.00"
ENVS - Environmental Services,,CAA - Environmental Maintenance,,Accrington Town Square Phase 2 Contract,,,2,,CRPOI0014870,,Rihbell Ltd,,,13/11/25,,"10,785.00"
REGN - Regeneration & Housing,,FAD - Housing Advice,,Property works/cleaning ,,,1,,CRPOI0014878,,JPS Property Services Limited,,,18/11/25,,"1,620.00"
ENVS - Environmental Services,,CAE - Waste Services,,1 X HDS 17/20 Tr1 De trailer ,,,1,,CRPOI0014971,,Karcher UK Limited,,,25/11/25,,"3,098.23"
ENVS - Environmental Services,,CAE - Waste Services,,1 X  surface cleaner  for 12 weeks,,,2,,CRPOI0014971,,Karcher UK Limited,,,25/11/25,,260.40
LEGL - Legal & Democratic,,DAA - Democratic Services,,Armistice Day - Flare,,,1,,CRPOI0014995,,Phenomenal Fireworks Ltd,,,20/11/25,,300.00
RESO - Resources,,AAH - Facilities,,Installation of 3 x IP cameras and 3 x cages,,,1,,CRPOI0015013,,Full Circuit Fire & Security Ltd,,,25/11/25,,956.99
ENVS - Environmental Services,,CAE - Waste Services,,1 Box X Ultrafit Low Attenuation Ear Plugs ,,,1,,CRPOI0015025,,"Bubbles, Brushes & Wiper Co Ltd",,,25/11/25,,83.98
ENVS - Environmental Services,,CAE - Waste Services,,10 X Disposable Delight PF Vinyl Gloves ,,,2,,CRPOI0015025,,"Bubbles, Brushes & Wiper Co Ltd",,,25/11/25,,34.20
ENVS - Environmental Services,,CAE - Waste Services,,100 X  Sumo X5 Gloves ,,,3,,CRPOI0015025,,"Bubbles, Brushes & Wiper Co Ltd",,,25/11/25,,573.60
ENVS - Environmental Services,,CAE - Waste Services,,50 X Sumo Fully Covered Gloves Size 9 ,,,4,,CRPOI0015025,,"Bubbles, Brushes & Wiper Co Ltd",,,25/11/25,,312.00
ENVS - Environmental Services,,CAE - Waste Services,,50 X Sumo Fully Covered Gloves Size 10,,,5,,CRPOI0015025,,"Bubbles, Brushes & Wiper Co Ltd",,,25/11/25,,312.00
ENVS - Environmental Services,,CAE - Waste Services,,3 X Sioen Monoray Hi Vis Waterproof Jacket Size L ,,,6,,CRPOI0015025,,"Bubbles, Brushes & Wiper Co Ltd",,,25/11/25,,131.98
ENVS - Environmental Services,,CAE - Waste Services,,4 X  Portwest Hi Vis Ballistic Trousers Orange/Navy Size M ,,,7,,CRPOI0015025,,"Bubbles, Brushes & Wiper Co Ltd",,,25/11/25,,152.98
ENVS - Environmental Services,,CAE - Waste Services,,1 X Polo T-Shirt - Light Blue Size 3XL ,,,8,,CRPOI0015025,,"Bubbles, Brushes & Wiper Co Ltd",,,25/11/25,,14.30
ENVS - Environmental Services,,CAE - Waste Services,,1 XPolo T-Shirt - Burgundy Size 3XL,,,9,,CRPOI0015025,,"Bubbles, Brushes & Wiper Co Ltd",,,25/11/25,,14.30
ENVS - Environmental Services,,CAE - Waste Services,,1 X Himalayan Safety Boot Size 8 ,,,10,,CRPOI0015025,,"Bubbles, Brushes & Wiper Co Ltd",,,25/11/25,,52.57
ENVS - Environmental Services,,CAE - Waste Services,,2 X Himalayan Safety Boot Size 9,,,11,,CRPOI0015025,,"Bubbles, Brushes & Wiper Co Ltd",,,25/11/25,,105.15
ENVS - Environmental Services,,CAE - Waste Services,,2 X Himalayan Safety Boot Size 10 ,,,12,,CRPOI0015025,,"Bubbles, Brushes & Wiper Co Ltd",,,25/11/25,,105.14
ENVS - Environmental Services,,CAA - Environmental Maintenance,,Professinal Charges,,,1,,CRPOI0015030,,Krol Corlett Construction Limited,,,18/11/25,,"105,103.59"
ENVS - Environmental Services,,CAA - Environmental Maintenance,,Professional Charges ,,,2,,CRPOI0015030,,Krol Corlett Construction Limited,,,18/11/25,,"86,858.98"
PLAN - Planning & Transportation,,EAD - Planning,,Stationery Order - Planning & Transportation,,,1,,CRPOI0015040,,Paragon Customer Communications Limited,,,27/11/25,,279.08
PLAN - Planning & Transportation,,EAD - Planning,,Stationery Order - Planning & Transportation,,,2,,CRPOI0015040,,Paragon Customer Communications Limited,,,27/11/25,,144.50
PLAN - Planning & Transportation,,EAD - Planning,,Stationery Order - Planning & Transportation,,,3,,CRPOI0015040,,Paragon Customer Communications Limited,,,27/11/25,,70.51
PLAN - Planning & Transportation,,EAD - Planning,,Stationery Order - Planning & Transportation,,,4,,CRPOI0015040,,Paragon Customer Communications Limited,,,27/11/25,,25.27
PLAN - Planning & Transportation,,EAD - Planning,,Stationery Order - Planning & Transportation,,,5,,CRPOI0015040,,Paragon Customer Communications Limited,,,27/11/25,,64.44
PLAN - Planning & Transportation,,EAD - Planning,,Stationery Order - Planning & Transportation,,,6,,CRPOI0015040,,Paragon Customer Communications Limited,,,27/11/25,,21.48
PLAN - Planning & Transportation,,EAD - Planning,,Stationery Order - Planning & Transportation,,,7,,CRPOI0015040,,Paragon Customer Communications Limited,,,27/11/25,,21.48
PLAN - Planning & Transportation,,EAD - Planning,,Stationery Order - Planning & Transportation,,,8,,CRPOI0015040,,Paragon Customer Communications Limited,,,27/11/25,,21.48
PLAN - Planning & Transportation,,EAD - Planning,,Stationery Order - Planning & Transportation,,,9,,CRPOI0015040,,Paragon Customer Communications Limited,,,27/11/25,,21.48
RESO - Resources,,AAB - Benefits & Customer Contact,,E-vouchers for HSF,,,1,,CRPOI0015046,,Blackhawk Network EMEA Ltd,,,25/11/25,,"19,000.00"
RESO - Resources,,AAH - Facilities,,"Callouts, breakdowns, make safe, small general repairs, helpdesk repairs QTR 3",,,1,,CRPOI0015097,,Full Circuit Fire & Security Ltd,,,27/11/25,,415.28
PLAN - Planning & Transportation,,EAC - Green Infrastructure,,Vegetation management works at Nook Lane and Brookside.,,,1,,CRPOI0015099,,Northern Forestry & Arb,,,27/11/25,,660.00
RESO - Resources,,AAD - ICT,,"999 x SWA MX-One UC Advantage 
60 x UCCv4.0 Basic stnd for MiVoice MX-One @ £200 each +VAT",,,1,,CRPOI0015116,,Aspire Technology Solutions Limited,,,25/11/25,,"18,439.96"
RESO - Resources,,AAH - Facilities,,Supply & Fit Autodllar,,,1,,CRPOI0015119,,E A Foulds Ltd,,,20/11/25,,"2,515.72"
ENVS - Environmental Services,,CAE - Waste Services,,4 X  Bleach (1 x 5 Ltr) ,,,1,,CRPOI0015141,,Systems Hygiene Ltd,,,25/11/25,,13.10
ENVS - Environmental Services,,CAE - Waste Services,,12 X  Evans Toilet Cleaner (1 x 1ltr) ,,,2,,CRPOI0015141,,Systems Hygiene Ltd,,,25/11/25,,22.89
ENVS - Environmental Services,,CAE - Waste Services,,5 X LA Cloths Red (1 x 5) ,,,3,,CRPOI0015141,,Systems Hygiene Ltd,,,25/11/25,,10.92
ENVS - Environmental Services,,CAE - Waste Services,,5 X LA Cloths Blue (1 x 5) ,,,4,,CRPOI0015141,,Systems Hygiene Ltd,,,25/11/25,,10.93
ENVS - Environmental Services,,CAE - Waste Services,,2 X  140 Jumbo Toilet Rolls (1 X 6) ,,,5,,CRPOI0015141,,Systems Hygiene Ltd,,,25/11/25,,37.92
ENVS - Environmental Services,,CAE - Waste Services,,4 X  Premier Toilet Rolls (1 X 36) ,,,6,,CRPOI0015141,,Systems Hygiene Ltd,,,25/11/25,,54.00
ENVS - Environmental Services,,CAE - Waste Services,,1 X  Green hand Rolls (1 x 16),,,7,,CRPOI0015141,,Systems Hygiene Ltd,,,25/11/25,,26.12
ENVS - Environmental Services,,CAE - Waste Services,,4 X Pine Disinfectant (1 x 5ltr) ,,,8,,CRPOI0015141,,Systems Hygiene Ltd,,,25/11/25,,10.51
ENVS - Environmental Services,,CAE - Waste Services,,6 X  1ltr Washing-up Liquid ,,,9,,CRPOI0015141,,Systems Hygiene Ltd,,,25/11/25,,21.89
ENVS - Environmental Services,,CAE - Waste Services,,2 X  Pearlised Hand Soap (1 x 5Litre),,,10,,CRPOI0015141,,Systems Hygiene Ltd,,,25/11/25,,18.02
ENVS - Environmental Services,,CAE - Waste Services,,2 X Yellow Channel Cubes Tub 3KG ,,,11,,CRPOI0015141,,Systems Hygiene Ltd,,,25/11/25,,29.56
ENVS - Environmental Services,,CAE - Waste Services,,1 X Astonish dishwasher tablets (tub of 100) ,,,12,,CRPOI0015141,,Systems Hygiene Ltd,,,25/11/25,,13.41
ENVH - Environmental Health,,BAB - Environmental Protection,,Consultancy Services,,,1,,CRPOI0015152,,Hann Tucker Associates,,,25/11/25,,"3,600.00"
RESO - Resources,,AAD - ICT,,"1 x WatchGuard Total Security Suite Renewal upgrade 1 year
1 x WatchGuard Standard Support Renewal 1 year for M470 @£684.73 +VAT",,,1,,CRPOI0015158,,Claranet Limited,,,25/11/25,,821.68
ENVS - Environmental Services,,CAA - Environmental Maintenance,,Removal of the cement debris and removal of the cement pipe/s to the wall ,,,1,,CRPOI0015168,,Anglo Asbestos Ltd,,,27/11/25,,"1,636.80"
RESO - Resources,,AAD - ICT,,2 x Red Hat Enterprise Linus Server Renewal 8/7/25-7/7/26 ,,,1,,CRPOI0015195,,Bytes Software Services Ltd,,,25/11/25,,"2,112.74"
RESO - Resources,,AAD - ICT,,It Eqpt,,,1,,CRPOI0015196,,Insight Direct (Uk) Ltd,,,25/11/25,,467.98
REGN - Regeneration & Housing,,FAF - Strategic Housing,," Fees in respect of Highams Playing Fields, Thorneyholme Road, Accrington BB5 6BD

Application Processing - £150
New Lease to existing club - £400
Total - £550 + VAT

Contact Officer: Phil Haslam",,,1,,CRPOI0015200,,Fields In Trust,,,27/11/25,,960.00
RESO - Resources,,AAB - Benefits & Customer Contact,,"£20,000 Tesco E-Vouchers for HSF",,,1,,CRPOI0015201,,Blackhawk Network EMEA Ltd,,,27/11/25,,"19,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,"£20,000 Tesco E- Vouchers for HSF",,,1,,CRPOI0015202,,Blackhawk Network EMEA Ltd,,,27/11/25,,"19,000.00"
