Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
COVID BACKFILL,AGENCY STAFF,TEMP STAFF W/C 7.2.22,B000023175/58852,OYSTER PARTNERSHIP,29-Mar-22,2650
COVID BACKFILL,AGENCY STAFF,TEMP STAFF W/C 31.1.22,B000023175/58852,OYSTER PARTNERSHIP,29-Mar-22,2650
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/C 31.1.22 - 7.2.22,B000023175/58852,OYSTER PARTNERSHIP,29-Mar-22,3180.24
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,SERVICES 4.2..22 TO 22.3.22,B000023175/66097,HILL DICKINSON LLP,29-Mar-22,3764
STREET CLEANSING,DOG BAGS,DOG POO BAGS,B000023170/63519,DURASAK LIMITED,29-Mar-22,5753.52
DEVELOPMENT,CONTBN HYNDBURN HOMEWISE,AWGS JAN-MAR 22,B000023175/63869,HYNDBURN HOMEWISE SOCIETY LIMITED,29-Mar-22,6233.13
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,SMALL HAND TOWELS,B000023171/54462,TUDOR ENVIRONMENTAL,29-Mar-22,6426.74
STREET CLEANSING,DOG BAGS,RED DOG WASTE BAGS ,B000023171/19799,DURASAK,29-Mar-22,6956.1
LOWER WOODNOOK HSING RENEW SCH,CONTRACTOR OTHER,WOODNOOK REGEN SCHEME,B000023175/7524,ROSS LEE CONSTRUCTION LTD,29-Mar-22,9079.52
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023175/17577,WESSEX LIFT CO LTD,29-Mar-22,15325
LOWERFOLD PARK PLAY AREA REFUR,CONTRACTOR OTHER,PROVIDE GROUNDWORKS TO INCLUDE ACCESS,B000023171/67236,GROUNDINC,29-Mar-22,29485.61
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,V RANGER BACKUP MTCE,B000023177/67587,QUEST SOFTWARE INTERNATIONAL LIMITED,30-Mar-22,318.98
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,ASBESTOS REMOVAL,B000023177/40686,ASSIST FM LTD,30-Mar-22,400
SCAITCLIFFE HOUSE RECEPTION,CONTRACTOR OTHER,NEW READER ON RECEPTION,B000023177/23402,AUTO TIME SYSTEMS NORTHERN,30-Mar-22,472
PAVING IMPROVEMENTS,CONTRACTOR OTHER,RELAY FLAGGING IN THE TOWN CENTRE,B000023177/14998,STERLING CONSTRUCTION (SERVICES) LTD,30-Mar-22,520
ACCOUNTANCY,TRAINING EXPENSES,ACCOUNTS CLOSEDOWN WORKSHOP,B000023177/58814,CIPFA,30-Mar-22,590
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,RETENTION FEE,B000023177/61278,A Y A ACCOUNTANTS,30-Mar-22,619.7
ADMINISTRATION SERVICES,OFFICE CONSUMABLES,40 BOXES PAPER,B000023177/781,CANON (UK) LTD,30-Mar-22,622
COMPUTER SERVICES,DISASTER PLANNING,CITRIX RENEWAL 18/03/2022 - 17/03/2023,B000023176/62379,PROACT IT UK LIMITED,30-Mar-22,1031.14
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,RETENTION FEE,B000023177/58004,B MCDERMOTT & SON (LANCS) LTD,30-Mar-22,1154.64
Asbestos removal various sites,CONTRACTOR OTHER,AIB REMOVAL - LEISURE CENTRE,B000023177/40686,ASSIST FM LTD,30-Mar-22,1450
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023176/21792,H & M BUILDING & JOINERY LTD,30-Mar-22,1575
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,RETENTION FEE,B000023177/58004,B MCDERMOTT & SON (LANCS) LTD,30-Mar-22,1661.8
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,INSTALL NEW FENCING AT WARMDEN WOODS,B000023177/14998,STERLING CONSTRUCTION (SERVICES) LTD,30-Mar-22,1720
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023176/61433,JCM STEEL FABRICATIONS LTD,30-Mar-22,2646
SCAITCLIFFE HOUSE,WATER CHARGES,WATER SCAITCLIFFE 15.11.21 - 24.01.22,B000023181/8325,WATER PLUS LTD,30-Mar-22,2735.41
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,ADDITIONAL DRAINAGE AT RHYDDINGS PARK,B000023177/14998,STERLING CONSTRUCTION (SERVICES) LTD,30-Mar-22,3000
HAG POTTING SHED PAIP,CONTRACTOR OTHER,POTTING SHED PROJECT - HAG,B000023177/67590,COCKER & PROCTOR LTD,30-Mar-22,3140
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023176/25868,HYNDBURN PLUMBING & HEATING SERVICES,30-Mar-22,3422
PSDS Scaitcliffe,CONTRACTOR OTHER,SCAITCLIFFE DECARB WOTK - VAL 2,B000023177/67586,GREEN ENERGY TOGETHER LIMITED,30-Mar-22,4323.59
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023176/59806,GREENWOOD PLUMBERS,30-Mar-22,4740
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,CAR LEASE ,B000023177/55818,LEX AUTOLEASE LTD,30-Mar-22,4854.84
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
