Department Area,,Service Area,,Description,,,Line,,HBC Ref No.,,Name:  ,,,Payment Date,,Amount Paid
ENVS - Environmental Services,,CAD - Town Centre & Markets,,Haloween Trail 2025,,,1,,CRINV0014322,,Scott Dawson Advertising Ltd,,,23/10/2025,,"2,400.00"
REGN - Regeneration & Housing,,FAA - Economic Development,,UKSPF Grant 25/26,,,1,,CRINV0014326,,Sarah Jane Ali - Maqha Café,,,23/10/2025,,"2,500.00"
RESO - Resources,,AAF - Finance,,LCC C/Tax Precept Oct 25,,,1,,CRINV0014342,,Lancashire County Council (Direct Debit Payments),,,23/10/2025,,"3,847,031.00"
RESO - Resources,,AAF - Finance,,LCC C/Tax Deficit 24/25,,,2,,CRINV0014342,,Lancashire County Council (Direct Debit Payments),,,23/10/2025,,"38,937.00-"
RESO - Resources,,AAF - Finance,,LCC NDR Precept Oct 25,,,3,,CRINV0014342,,Lancashire County Council (Direct Debit Payments),,,23/10/2025,,"225,024.00"
RESO - Resources,,AAF - Finance,,LCC NDR Surplus 24/25,,,4,,CRINV0014342,,Lancashire County Council (Direct Debit Payments),,,23/10/2025,,"12,820.00"
RESO - Resources,,AAF - Finance,,Fire C/TAx Precept Oct 25,,,5,,CRINV0014342,,Lancashire County Council (Direct Debit Payments),,,23/10/2025,,"198,869.00"
RESO - Resources,,AAF - Finance,,Fire C/Tax Deficit 24/25,,,6,,CRINV0014342,,Lancashire County Council (Direct Debit Payments),,,23/10/2025,,"1,996.00-"
RESO - Resources,,AAF - Finance,,Fire NDR Precept Oct 25,,,7,,CRINV0014342,,Lancashire County Council (Direct Debit Payments),,,23/10/2025,,"25,003.00"
RESO - Resources,,AAF - Finance,,Fire NDR Surplus 24/25,,,8,,CRINV0014342,,Lancashire County Council (Direct Debit Payments),,,23/10/2025,,"1,425.00"
RESO - Resources,,AAF - Finance,,Police C/Tax Precept Oct 25,,,9,,CRINV0014342,,Lancashire County Council (Direct Debit Payments),,,23/10/2025,,"614,802.00"
RESO - Resources,,AAF - Finance,,Police C/Tax Deficit 24/25,,,10,,CRINV0014342,,Lancashire County Council (Direct Debit Payments),,,23/10/2025,,"6,203.00-"
RESO - Resources,,AAF - Finance,,Tariff Due Oct 25,,,1,,CRINV0014349,,(DD ONLY) Ribble Valley Borough Council,,,23/10/2025,,"407,534.00"
RESO - Resources,,AAF - Finance,,BRR & RSG Oct 25,,,1,,CRINV0014350,,"(DD) Department of Levelling Up, Housing & Comm...",,,23/10/2025,,"165,546.00-"
RESO - Resources,,AAF - Finance,,BRR & RSG Central Share Oct 25,,,2,,CRINV0014350,,"(DD) Department of Levelling Up, Housing & Comm...",,,23/10/2025,,"1,000,107.00"
RESO - Resources,,AAF - Finance,,BRR & RSG TR Payments Oct 25,,,3,,CRINV0014350,,"(DD) Department of Levelling Up, Housing & Comm...",,,23/10/2025,,"8,048.00-"
RESO - Resources,,AAF - Finance,,BRR & RSG Surplus for 24-25 Oct 25,,,4,,CRINV0014350,,"(DD) Department of Levelling Up, Housing & Comm...",,,23/10/2025,,"58,995.00"
RESO - Resources,,AAF - Finance,,Final deficit for 23-24 Oct 25,,,5,,CRINV0014350,,"(DD) Department of Levelling Up, Housing & Comm...",,,23/10/2025,,"2,016.00-"
RESO - Resources,,AAB - Benefits & Customer Contact,,Agency Costs T/S End 05/10/2025,,,1,,CRINV0014353,,Eden Brown Limited,,,23/10/2025,,"1,212.12"
LEGL - Legal & Democratic,,DAB - Human Resources,,Job Listing,,,1,,CRINV0014359,,Redactive Publishing Ltd,,,23/10/2025,,"1,198.80"
ENVS - Environmental Services,,CAA - Environmental Maintenance,,Accrington Town Square Payment Cert 1,,,1,,CRINV0014387,,Krol Corlett Construction Limited,,,23/10/2025,,"40,214.13"
ENVS - Environmental Services,,CAA - Environmental Maintenance,,Accrington Town Square Payment Cert 1,,,2,,CRINV0014387,,Krol Corlett Construction Limited,,,23/10/2025,,"15,665.56"
ENVS - Environmental Services,,CAF - CVMU,,Agency Costs P/E 19/10/2025,,,1,,CRINV0014390,,Autotech Recruit,,,23/10/2025,,"1,287.60"
REGN - Regeneration & Housing,,FAD - Housing Advice,,Housing Advice Deposit Bond,,,1,,CRINV0014393,,Alan Duffy Properties,,,23/10/2025,,450.00
REGN - Regeneration & Housing,,FAF - Strategic Housing,,Huncoat Garden Village,,,1,,CRINV0014408,,Lea Hough And Co,,,23/10/2025,,"2,100.00"
REGN - Regeneration & Housing,,FAF - Strategic Housing,,Huncoat Garden Village,,,1,,CRINV0014409,,Arcadis Consulting (Uk) Ltd,,,23/10/2025,,"93,150.00"
REGN - Regeneration & Housing,,FAF - Strategic Housing,,Huncoat Garden Village,,,1,,CRINV0014410,,Pinsent Masons LLP,,,23/10/2025,,"18,352.81"
REGN - Regeneration & Housing,,FAD - Housing Advice,,Deposit on property,,,1,,CRINV0014411,,Eafield & Maple,,,23/10/2025,,550.00
LEGL - Legal & Democratic,,DAH - Licencing,,Temp staff w/e 27.9.25,,,1,,CRPOI0013786,,G2 Recruitment Solutions,,,23/10/2025,,"2,040.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Grass Cutting Contract in Hyndburn for Season 2025,,,1,,CRPOI0013809,,Grounds Gardens & Trees Ltd,,,23/10/2025,,"21,631.20"
ENVS - Environmental Services,,CAE - Waste Services,,100 X  4 HOSE CLIPS 70 90,,,1,,CRPOI0013837,,R M Williams (Accrington) Ltd,,,23/10/2025,,168.96
ENVS - Environmental Services,,CAE - Waste Services,,50 X 5 HOSE CLIPS 90 120,,,2,,CRPOI0013837,,R M Williams (Accrington) Ltd,,,23/10/2025,,105.60
REGN - Regeneration & Housing,,FAB - Facilities,,Board up Windows - Osw Civic,,,1,,CRPOI0013851,,Pilkington Bros (Church) Ltd,,,23/10/2025,,336.36
REGN - Regeneration & Housing,,FAB - Facilities,,Repairs to Gents toilets - Willows Lane,,,1,,CRPOI0013853,,Pilkington Bros (Church) Ltd,,,23/10/2025,,670.01
REGN - Regeneration & Housing,,FAB - Facilities,,"Meter removal and account closure for temporary electricity supply 
MPAN - 3400000559581",,,1,,CRPOI0013874,,Briar Consulting Engineers Ltd,,,23/10/2025,,660.00
REGN - Regeneration & Housing,,FAG - Regeneration,p,Temp staff w/e 28.9.25,,,1,,CRPOI0013882,,Vivid Resourcing,,,23/10/2025,,"1,800.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,20 Vehicle / Equipment Record Books ,,,1,,CRPOI0013978,,Ellison Printing Co.,,,23/10/2025,,681.60
REGN - Regeneration & Housing,,FAB - Facilities,,PPM - Domestic water system compliance April 2025 - March 2026,,,1,,CRPOI0013997,,HSL Compliance,,,23/10/2025,,"1,411.74"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Supply and install 2 goal ends ,,,1,,CRPOI0014077,,Groundwork & Leisure Services Limited,,,23/10/2025,,528.00
ENVS - Environmental Services,,CAE - Waste Services,,1 X 5120 Himalayan Safety Boots Size 7 ,,,1,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,52.57
ENVS - Environmental Services,,CAE - Waste Services,,3 X 5120 Himalayan Safety Boots Size 8 ,,,2,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,157.71
ENVS - Environmental Services,,CAE - Waste Services,,1 X 5120 Himalayan Safety Boots Size 9 ,,,3,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,52.57
ENVS - Environmental Services,,CAE - Waste Services,,4 X 5120 Himalayan Safety Boots Size 10 ,,,4,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,52.57
ENVS - Environmental Services,,CAE - Waste Services,,2 X SF96 Blackrock Safety Trainer Size 7 ,,,5,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,56.69
ENVS - Environmental Services,,CAE - Waste Services,,2 X SF96 Blackrock Safety Trainer Size 8 ,,,6,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,56.69
ENVS - Environmental Services,,CAE - Waste Services,,2 X SF96 Blackrock Safety Trainer Size 9 ,,,7,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,56.69
ENVS - Environmental Services,,CAE - Waste Services,,2 X SF96 Blackrock Safety Trainer Size 10 ,,,8,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,56.69
ENVS - Environmental Services,,CAE - Waste Services,,10 X RT22 Portwest Hi Vis Polo Size M ,,,9,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,119.88
ENVS - Environmental Services,,CAE - Waste Services,,6 X RT22 Portwest Hi Vis Polo Size L,,,10,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,71.93
ENVS - Environmental Services,,CAE - Waste Services,,50 X X5 Sumo X5 Gloves Size 9 ,,,11,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,286.79
ENVS - Environmental Services,,CAE - Waste Services,,50 X X5 Sumo X5 Gloves Size 10 ,,,12,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,286.79
ENVS - Environmental Services,,CAE - Waste Services,,6 X  Supertouch Sweatshirt Orange/Navy Size M ,,,13,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,93.53
ENVS - Environmental Services,,CAE - Waste Services,,6 X Supertouch Sweatshirt Orange/Navy Size L,,,14,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,93.53
ENVS - Environmental Services,,CAE - Waste Services,,3 X  Supertouch Sweatshirt Orange/Navy Size XL ,,,15,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,46.76
ENVS - Environmental Services,,CAE - Waste Services,,5 X Yoko Hi Vis Vest Size M ,,,16,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,11.94
ENVS - Environmental Services,,CAE - Waste Services,,5 X  Yoko Hi Vis Vest Size L ,,,17,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,11.94
ENVS - Environmental Services,,CAE - Waste Services,,4 X  Portwest Hi Vis Ballistic Trousers Orange/Navy Size S ,,,18,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,152.98
ENVS - Environmental Services,,CAE - Waste Services,,2 X  Portwest Hi Vis Ballistic Trousers Orange/Navy Size M ,,,19,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,76.49
ENVS - Environmental Services,,CAE - Waste Services,,3 X  Portwest Hi Vis Ballistic Trousers Orange/Navy Size XL,,,20,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,114.73
ENVS - Environmental Services,,CAE - Waste Services,,1 X  Warrior Memphis Hi Vis Bomber Jacket Orange Size M ,,,21,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,28.43
ENVS - Environmental Services,,CAE - Waste Services,,1 X  Warrior Memphis Hi Vis Bomber Jacket Orange Size L ,,,22,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,28.43
ENVS - Environmental Services,,CAE - Waste Services,,1 X  Warrior Nevada Hi Vis Highways Jackets - Orange Size M,,,23,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,27.58
ENVS - Environmental Services,,CAE - Waste Services,,6 X Hand Gel 500ml Pump Bottle ,,,24,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,21.24
ENVS - Environmental Services,,CAE - Waste Services,,12 X  Sanitising Handwipes (200 wipes) ,,,25,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,57.46
ENVS - Environmental Services,,CAE - Waste Services,,1 Box X  Ultrafit Low Attenuation Ear Plugs SNR 20 ,,,26,,CRPOI0014301,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,83.98
ENVS - Environmental Services,,CAE - Waste Services,,1 X  Executive Safety Shoe Size 10 ,,,1,,CRPOI0014302,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,59.98
ENVS - Environmental Services,,CAE - Waste Services,,1 X Executive Safety Shoe Size 8 ,,,2,,CRPOI0014302,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,47.12
ENVS - Environmental Services,,CAE - Waste Services,,50 X X5 Sumo X5 Gloves Size 9 ,,,3,,CRPOI0014302,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,286.81
ENVS - Environmental Services,,CAE - Waste Services,,50 X X5 Sumo X5 Gloves Size 10 ,,,4,,CRPOI0014302,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,286.80
ENVS - Environmental Services,,CAE - Waste Services,,5 X  Yoko Hi Vis Vest Size XL ,,,5,,CRPOI0014302,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,11.94
ENVS - Environmental Services,,CAE - Waste Services,,4 X Portwest Hi Vis Ballistic Trousers Orange/Navy Size M ,,,6,,CRPOI0014302,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,152.98
ENVS - Environmental Services,,CAE - Waste Services,,1 X  Polo T-Shirt - Yellow Size XXL ,,,7,,CRPOI0014302,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,14.30
ENVS - Environmental Services,,CAE - Waste Services,,1 X Polo T-Shirt - Light Blue Size XXL ,,,8,,CRPOI0014302,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,14.30
ENVS - Environmental Services,,CAE - Waste Services,,1 X  Polo T-Shirt - Burgundy Size XXL ,,,9,,CRPOI0014302,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,14.30
ENVS - Environmental Services,,CAE - Waste Services,,6 X Toilet Brushes & Holders ,,,10,,CRPOI0014302,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,13.61
ENVS - Environmental Services,,CAE - Waste Services,,1 X  Himalayan Safety Boot Size 4 ,,,11,,CRPOI0014302,,"Bubbles, Brushes & Wiper Co Ltd",,,23/10/2025,,52.57
RESO - Resources,,AAF - Finance,,Temp Staff W/e 28.9.25,,,1,,CRPOI0014309,,G2 Recruitment Solutions,,,23/10/2025,,"5,850.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Vouchers for HSF,,,1,,CRPOI0014327,,Aldi Stores Ltd,,,23/10/2025,,"20,000.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,2 x -50 Garden Hyacinth White Pearl,,,1,,CRPOI0014339,,P Dejager & Sons Ltd,,,23/10/2025,,92.16
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,2 x -50 Garden Hyacinth ,,,2,,CRPOI0014339,,P Dejager & Sons Ltd,,,23/10/2025,,96.00
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,2 x -100 Allium Purple Mix,,,3,,CRPOI0014339,,P Dejager & Sons Ltd,,,23/10/2025,,107.16
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,1 x -150 Allium Cowanii,,,4,,CRPOI0014339,,P Dejager & Sons Ltd,,,23/10/2025,,17.76
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,2 x - 100 Allium Purple Sensation,,,5,,CRPOI0014339,,P Dejager & Sons Ltd,,,23/10/2025,,126.60
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,2 x -150 Allium GracefuBeauty,,,6,,CRPOI0014339,,P Dejager & Sons Ltd,,,23/10/2025,,63.30
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,2 x -150 Fritillaria Meleagris Mixed,,,7,,CRPOI0014339,,P Dejager & Sons Ltd,,,23/10/2025,,82.20
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,2 x -100 Leucojum Aestivum,,,8,,CRPOI0014339,,P Dejager & Sons Ltd,,,23/10/2025,,84.36
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,1 x -250 Scilla Bifolia,,,9,,CRPOI0014339,,P Dejager & Sons Ltd,,,23/10/2025,,38.04
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,1 x -250 Scilla Alba,,,10,,CRPOI0014339,,P Dejager & Sons Ltd,,,23/10/2025,,58.02
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Delivery Charge,,,11,,CRPOI0014339,,P Dejager & Sons Ltd,,,23/10/2025,,8.34
REGN - Regeneration & Housing,,FAB - Facilities,,"Callouts, breakdowns, make safe, small general repairs",,,1,,CRPOI0014340,,Full Circuit Fire & Security Ltd,,,23/10/2025,,279.85
REGN - Regeneration & Housing,,FAB - Facilities,,Replace Batteries in Fire Alarms,,,1,,CRPOI0014341,,Full Circuit Fire & Security Ltd,,,23/10/2025,,695.96
ENVS - Environmental Services,,CAE - Waste Services,,1 X HDS 17/20 Tr1 De trailer Hire,,,1,,CRPOI0014375,,Karcher UK Limited,,,23/10/2025,,"2,598.52"
ENVS - Environmental Services,,CAE - Waste Services,,"1 X  surface cleaner Hire
The nozzle kit will be included when you hire the FRV.",,,2,,CRPOI0014375,,Karcher UK Limited,,,23/10/2025,,252.00
ENVS - Environmental Services,,CAE - Waste Services,,12 X 6.295-651.0 Rm69 Eco basic cleaner ,,,1,,CRPOI0014378,,Karcher UK Limited,,,23/10/2025,,365.76
ENVH - Environmental Health,,BAA - Housing Standards,,Agency Costs 15/09/25 - 21/09/25,,,1,,CRINV0013881,,Oyster Partnership,,,28/10/2025,,686.40
ENVH - Environmental Health,,BAA - Housing Standards,,Agency Costs Period: 22/09/25 - 28/09/25,,,1,,CRINV0013890,,Oyster Partnership,,,28/10/2025,,"1,189.97"
ENVH - Environmental Health,,BAA - Housing Standards,,Agency Costs 22/09/25 - 28/09/25,,,1,,CRINV0013891,,Oyster Partnership,,,28/10/2025,,"1,304.78"
RESO - Resources,,AAB - Benefits & Customer Contact,,Debt Collection Fees,,,1,,CRINV0013899,,Marston (Holdings) Ltd,,,28/10/2025,,985.13
ENVS - Environmental Services,,CAF - CVMU,,Replace computer on Nussbaum brake,,,1,,CRINV0013904,,Mrb Workshop Services,,,28/10/2025,,954.00
RESO - Resources,,AAB - Benefits & Customer Contact,,2x Process Server and Avocacy Fee`s,,,1,,CRINV0013917,,Stephensons Solicitors LLP,,,28/10/2025,,"1,440.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Court Fees,,,2,,CRINV0013917,,Stephensons Solicitors LLP,,,28/10/2025,,"3,664.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Game Street Carpark,,,1,,CRINV0013919,,John Wade Groundworks Ltd,,,28/10/2025,,444.00
PLAN - Planning & Transportation,,EAB - Engineers & Transportation,,Car park maintenance and drainage works,,,1,,CRINV0013920,,Sterling Construction (Services) Ltd,,,28/10/2025,,"8,292.00"
PLAN - Planning & Transportation,,EAB - Engineers & Transportation,,"Works on Car Park surface, kerbs, edgings",,,1,,CRINV0013921,,Sterling Construction (Services) Ltd,,,28/10/2025,,"7,200.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Fees,,,1,,CRINV0013934,,Stephensons Solicitors LLP,,,28/10/2025,,"1,843.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Fees,,,2,,CRINV0013934,,Stephensons Solicitors LLP,,,28/10/2025,,720.00
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Fees,,,1,,CRINV0013936,,Stephensons Solicitors LLP,,,28/10/2025,,"1,843.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Fees,,,2,,CRINV0013936,,Stephensons Solicitors LLP,,,28/10/2025,,720.00
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Fees,,,1,,CRINV0013937,,Stephensons Solicitors LLP,,,28/10/2025,,"1,843.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Fees,,,2,,CRINV0013937,,Stephensons Solicitors LLP,,,28/10/2025,,720.00
PLAN - Planning & Transportation,,EAD - Planning,,Agency staff - p/e 24.08.25,,,1,,CRINV0013938,,Carrington West Limited,,,28/10/2025,,"1,045.50"
PLAN - Planning & Transportation,,EAD - Planning,,Agency staff - p/e 07.09.25,,,1,,CRINV0013939,,Carrington West Limited,,,28/10/2025,,"1,568.26"
PLAN - Planning & Transportation,,EAD - Planning,,Agency staff - p/e 14.09.25,,,1,,CRINV0013940,,Carrington West Limited,,,28/10/2025,,"1,568.26"
PLAN - Planning & Transportation,,EAD - Planning,,Agency staff - p/e 21.09.25,,,1,,CRINV0013941,,Carrington West Limited,,,28/10/2025,,"1,568.26"
PLAN - Planning & Transportation,,EAD - Planning,,Agency staff - p/e 28.09.25,,,1,,CRINV0013942,,Carrington West Limited,,,28/10/2025,,"1,568.26"
ENVS - Environmental Services,,CAF - CVMU,,Parts,,,1,,CRINV0013945,,Dennis Eagle Limited,,,28/10/2025,,468.60
ENVS - Environmental Services,,CAF - CVMU,,End XB Filter Service,,,1,,CRINV0013948,,Lancashire DAF Ltd,,,28/10/2025,,425.66
ENVH - Environmental Health,,BAA - Housing Standards,,Understanding and Applying HHSRS,,,1,,CRINV0013949,,Chartered Inst. Of Environmental Health,,,28/10/2025,,495.00
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Monthly Doc Charges,,,1,,CRINV0013959,,Minster Cleaning Services,,,28/10/2025,,"1,621.61"
PLAN - Planning & Transportation,,EAD - Planning,,Professional Fees re: Hyndburn Local Plans,,,1,,CRINV0013961,,Mr Philip Robson (Kings Chambers),,,28/10/2025,,"43,200.00"
REGN - Regeneration & Housing,,FAB - Facilities,,Lowerfold Pavilion Cleaning,,,1,,CRINV0013983,,ServiceMaster Clean Contract Services AAA,,,28/10/2025,,264.23
REGN - Regeneration & Housing,,FAB - Facilities,,annual services,,,1,,CRINV0013986,,Lancashire Clockmakers,,,28/10/2025,,648.00
REGN - Regeneration & Housing,,FAB - Facilities,,Bowling Pavilion Cleaning,,,1,,CRINV0013987,,ServiceMaster Clean Contract Services AAA,,,28/10/2025,,264.23
REGN - Regeneration & Housing,,FAB - Facilities,,Cleaning October 2025,,,1,,CRINV0013989,,ServiceMaster Clean Contract Services AAA,,,28/10/2025,,407.76
REGN - Regeneration & Housing,,FAB - Facilities,,Cleaning month of October 2025,,,1,,CRINV0013991,,ServiceMaster Clean Contract Services AAA,,,28/10/2025,,264.23
REGN - Regeneration & Housing,,FAB - Facilities,,Cleaning month of October 2025,,,1,,CRINV0013992,,ServiceMaster Clean Contract Services AAA,,,28/10/2025,,264.23
REGN - Regeneration & Housing,,FAB - Facilities,,Cleaning month of October 2025,,,1,,CRINV0013995,,ServiceMaster Clean Contract Services AAA,,,28/10/2025,,264.23
LEGL - Legal & Democratic,,DAG - Elections,,Election Law Publication,,,1,,CRINV0014028,,Thomson Reuters Professional Uk Ltd,,,28/10/2025,,407.00
LEGL - Legal & Democratic,,DAB - Human Resources,,Project Mgt Support - Sept 25,,,1,,CRINV0014040,,Naomi Atherton Ltd,,,28/10/2025,,"3,952.50"
RESO - Resources,,AAB - Benefits & Customer Contact,,Agency Costs W/E 28/09/2025,,,1,,CRINV0014058,,Venn Group Limited,,,28/10/2025,,"1,278.28"
PLAN - Planning & Transportation,,EAB - Engineers & Transportation,,Town Centre Tree Guard Repairs,,,1,,CRINV0014060,,Sterling Construction (Services) Ltd,,,28/10/2025,,576.00
ENVS - Environmental Services,,CAF - CVMU,,CVMU Supplementary cleaning October 2025,,,1,,CRINV0014068,,ServiceMaster Clean Contract Services AAA,,,28/10/2025,,"1,070.47"
RESO - Resources,,AAB - Benefits & Customer Contact,,Software Product License October 2025 - September 2026,,,1,,CRINV0014074,,Ovaltech Ltd,,,28/10/2025,,"1,092.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Temp staff w/e  28.9.25,,,1,,CRINV0014079,,Proman Supply Chain Ltd,,,28/10/2025,,"2,025.91"
ENVS - Environmental Services,,CAB - Other Environmental Services,,Supplementary Cleaning - Willows Lane October 2025,,,1,,CRINV0014081,,ServiceMaster Clean Contract Services AAA,,,28/10/2025,,"1,391.64"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Supplementary Cleaning - Rhyddings - October 2025,,,1,,CRINV0014085,,ServiceMaster Clean Contract Services AAA,,,28/10/2025,,722.53
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Supplementary Cleaning - Wilsons - October 2025,,,1,,CRINV0014087,,ServiceMaster Clean Contract Services AAA,,,28/10/2025,,802.84
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Weekly Cleaning to Changing Rooms - Whiteash - October 2025,,,1,,CRINV0014089,,ServiceMaster Clean Contract Services AAA,,,28/10/2025,,294.18
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Weekly Clean - Mercer Park Bowls - October 2025,,,1,,CRINV0014090,,ServiceMaster Clean Contract Services AAA,,,28/10/2025,,264.23
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Ctrack Fleet 30 month renewal,,,1,,CRINV0014096,,CTrack UK Ltd,,,28/10/2025,,302.40
RESO - Resources,,AAF - Finance,,LS Consultancy for Hyndburn Leisure Transformation Project Q2,,,1,,CRINV0014111,,Hyndburn Leisure,,,28/10/2025,,"8,844.00"
RESO - Resources,,AAG - Management Resources,,chairs,,,1,,CRINV0014127,,Senator International Ltd,,,28/10/2025,,"10,940.64"
ENVS - Environmental Services,,CAE - Waste Services,,Temp staff w/e 5.10.25,,,1,,CRINV0014142,,Rapid Recruitment Ltd,,,28/10/2025,,"1,571.76"
ENVS - Environmental Services,,CAE - Waste Services,,Temp staff w/e 5.10.25,,,2,,CRINV0014142,,Rapid Recruitment Ltd,,,28/10/2025,,471.53
RESO - Resources,,AAG - Management Resources,,Office Equipment,,,1,,CRINV0014174,,Senator International Ltd,,,28/10/2025,,"9,297.71"
RESO - Resources,,AAD - ICT,,Period 01/10/2025 - 31/10/2025,,,1,,CRINV0014188,,Aspire Technology Solutions Limited,,,28/10/2025,,973.05
LEGL - Legal & Democratic,,DAF - Policy,,Heritage Grant 2025,,,1,,CRINV0014274,,Amazing Accrington,,,28/10/2025,,"9,700.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Agency Costs W/E 05/10/2025,,,1,,CRINV0014307,,Rapid Recruitment Ltd,,,28/10/2025,,804.02
PLAN - Planning & Transportation,,EAC - Green Infrastructure,,Works at Jackhouse nature reserve,,,1,,CRINV0014314,,Sterling Construction (Services) Ltd,,,28/10/2025,,420.00
PLAN - Planning & Transportation,,EAD - Planning,,Whitebirk Masterplan,,,1,,CRINV0014321,,Nexus Planning,,,28/10/2025,,"14,700.00"
PLAN - Planning & Transportation,,EAA - Building Control,,Agency Staff Expenses,,,1,,CRINV0014352,,Deekay Tech Recruitment Ltd,,,28/10/2025,,"1,505.59"
RESO - Resources,,AAB - Benefits & Customer Contact,,Agency Costs W/E 12/10/2025,,,1,,CRINV0014372,,Eden Brown Limited,,,28/10/2025,,"1,212.12"
PLAN - Planning & Transportation,,EAD - Planning,,Staff 19.10.25,,,1,,CRINV0014401,,Macdonald & Company,,,28/10/2025,,873.30
PLAN - Planning & Transportation,,EAD - Planning,,Staff 19.10.25,,,2,,CRINV0014401,,Macdonald & Company,,,28/10/2025,,873.30
PLAN - Planning & Transportation,,EAA - Building Control,,Former Pioneer Club,,,1,,CRINV0014418,,John Hogg Cleaning,,,28/10/2025,,264.00
PLAN - Planning & Transportation,,EAA - Building Control,,Staff 17.10.25,,,1,,CRINV0014420,,Deekay Tech Recruitment Ltd,,,28/10/2025,,"1,517.65"
