Department Area,Service Area,Description,Line,HBC Ref No.,Name:  ,Payment Date,Amount Paid
RESO - Resources,AAF - Finance,April Land Registry Fee,190,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,191,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,192,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,193,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,194,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,195,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,196,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,197,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,198,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,199,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,200,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,201,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,202,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,203,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,204,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,205,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,206,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,207,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,208,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,209,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,210,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,211,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,212,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,213,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,214,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,215,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,216,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,217,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,218,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,219,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,220,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,221,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,222,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,223,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,224,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,225,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,226,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,227,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,228,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,229,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,230,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,231,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,232,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,233,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,234,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,235,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,236,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,237,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,238,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,239,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,240,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,241,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,242,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,243,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,244,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,245,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,246,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,247,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,248,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,249,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,250,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,251,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,252,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,253,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,254,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,255,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,256,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,257,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,258,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,259,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,260,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,261,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,262,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,263,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,264,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,265,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,266,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,267,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,268,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,269,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,270,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,271,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,272,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,273,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,274,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,275,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,276,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,277,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,278,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,279,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,280,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,281,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,282,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,283,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,284,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,285,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,286,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,287,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,Monthly charges ,1,CRINV0001995,G4S Cash Solutions (UK) Limited,16/05/2024,577.16
REGN - Regeneration & Housing,FAB - Facilities,Various Building works ,1,CRCIS0001988,Sterling Construction (Services) Ltd,17/05/2024,"3,708.00"
REGN - Regeneration & Housing,FAB - Facilities,Various Fencing works ,1,CRCIS0001990,Sterling Construction (Services) Ltd,17/05/2024,"3,769.00"
REGN - Regeneration & Housing,FAB - Facilities,Replaced damaged flags on seating area in Rhyddings Park.,1,CRCIS0001994,Sterling Construction (Services) Ltd,17/05/2024,"1,992.00"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,"Road signs, Install 4 x Ariel signs  Install ground fitted signs ",1,CRCIS0001997,Sterling Construction (Services) Ltd,17/05/2024,"3,246.00"
RESO - Resources,AAC - Chief Executive,District Councils Network Annual Membership Fee 2024/2025,1,CRINV0001255,District Councils Network,17/05/2024,"2,827.20"
ENVS - Environmental Services,CAB - Other Environmental Services,Advert,1,CRINV0001494,People Scout Limited,17/05/2024,406.73
ENVS - Environmental Services,CAB - Other Environmental Services,Accrington Observer Advert,1,CRINV0001495,People Scout Limited,17/05/2024,504.29
RESO - Resources,AAD - ICT,Telephone Charges 01.04.24 to 30.04.24,1,CRINV0001501,Cloudcoco Limited,17/05/2024,"1,445.99"
PLAN - Planning & Transportation,EAD - Planning,Waste Removal ,1,CRINV0001524,Waste Busters Waste Removal,17/05/2024,300.00
ENVH - Environmental Health,BAA - Housing Standards,Agency staff - w/c 08.04.24 ,1,CRINV0001531,Oyster Partnership,17/05/2024,"1,435.20"
ENVH - Environmental Health,BAA - Housing Standards,Agency Staff - w/c 15.04.24,1,CRINV0001532,Oyster Partnership,17/05/2024,"1,154.40"
ENVH - Environmental Health,BAA - Housing Standards,Agency staff - w/c 15.04.24,1,CRINV0001533,Oyster Partnership,17/05/2024,"1,653.60"
ENVH - Environmental Health,BAB - Environmental Protection,Agency staff - w/e 21.04.24 ,1,CRINV0001543,Vivid Resourcing,17/05/2024,362.88
ENVH - Environmental Health,BAB - Environmental Protection,Agency staff - w/e 21.04.24 ,1,CRINV0001544,Vivid Resourcing,17/05/2024,"2,220.00"
PLAN - Planning & Transportation,EAD - Planning,Planning Refund,1,CRINV0001548,Portal Plan Quest Ltd,17/05/2024,462.00
ENVS - Environmental Services,CAF - CVMU,"Pivots, seals and bearings",1,CRINV0001550,Gunn Jcb Ltd,17/05/2024,283.40
PLAN - Planning & Transportation,EAD - Planning,Temp staff w/c 15.4.24 ,1,CRINV0001569,Oyster Partnership,17/05/2024,"2,428.20"
REGN - Regeneration & Housing,FAB - Facilities,Various works,1,CRINV0001604,Stone Central,17/05/2024,"6,076.78"
ENVS - Environmental Services,CAB - Other Environmental Services,Box of 4 x 30gm Advion Ant Gel / 600ml DIGRAIN Wasp Destroyet C2,1,CRINV0001623,Killgerm Chemicals Ltd,17/05/2024,289.92
ENVS - Environmental Services,CAE - Waste Services,Spaceliner Double Lid & Front Set - Light Green,1,CRINV0001624,Glasdon Uk Ltd,17/05/2024,"1,346.09"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Call out to take down dangerous Ash tree ,1,CRINV0001628,Roy Cattermole (Tree Surgeon),17/05/2024,780.00
ENVS - Environmental Services,CAF - CVMU,22.04.24 - Refuse Vehicles  Steam cleaned ,1,CRINV0001639,Keep Em Clean,17/05/2024,262.50
ENVS - Environmental Services,CAF - CVMU,16.04.24 - Refuse Vehicles Steam cleaned,1,CRINV0001640,Keep Em Clean,17/05/2024,262.50
ENVS - Environmental Services,CAF - CVMU,08.04.24 - Refuse Vehicles Steam cleaned ,1,CRINV0001641,Keep Em Clean,17/05/2024,262.50
ENVS - Environmental Services,CAF - CVMU,Lamp side repeater / Led Lamp Assembly / Wing RH,1,CRINV0001644,Dennis Eagle Limited,17/05/2024,561.40
ENVS - Environmental Services,CAF - CVMU,"Fault reported - open driver door, activiting immobiliser",1,CRINV0001647,Maple Fleet Services Limited,17/05/2024,317.28
REGN - Regeneration & Housing,FAB - Facilities,A.T.H - Replacement of HR void wireless smoke detector,1,CRINV0001649,Full Circuit Fire & Security Ltd,17/05/2024,334.98
ENVS - Environmental Services,CAF - CVMU,Atlas Copco Sales,1,CRINV0001652,Pennine Pneumatic Services Ltd,17/05/2024,"6,900.00"
RESO - Resources,AAD - ICT,Call off Charges / Community Charge / Individual Quarterly Invoice Charge,1,CRINV0001653,Nominet Uk,17/05/2024,388.06
ENVS - Environmental Services,CAC - Parks & Cemeteries,Maintenance - Feb 24,1,CRINV0001655,Proludic Ltd,17/05/2024,"1,672.51"
REGN - Regeneration & Housing,FAB - Facilities,Oakhill Park - Bowling Pavilion Cleaning/Tennis Pavilion Cleaning,1,CRINV0001658,ServiceMaster Clean Contract Services AAA,17/05/2024,368.52
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/e 21.04.24 ,1,CRINV0001670,Macdonald & Company,17/05/2024,624.00
PLAN - Planning & Transportation,EAD - Planning,Agency staff -w/e 28.04.24 ,1,CRINV0001671,Macdonald & Company,17/05/2024,"1,742.50"
PLAN - Planning & Transportation,EAA - Building Control,Temp Staff w/e 12/04/24 & 19/04/24 ,1,CRINV0001688,Deekay Tech Recruitment Ltd,17/05/2024,"2,245.30"
ENVS - Environmental Services,CAA - Environmental Maintenance,work and advice re Accrington Acre project,1,CRINV0001703,Womble Bond Dickinson (Uk) LLP,17/05/2024,"1,596.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,work and advice re Accrington Acre project,2,CRINV0001703,Womble Bond Dickinson (Uk) LLP,17/05/2024,"1,596.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,work and advice re Accrington Acre project,3,CRINV0001703,Womble Bond Dickinson (Uk) LLP,17/05/2024,"1,596.00"
PLAN - Planning & Transportation,EAD - Planning,One year membership to the Planning Jungle website,1,CRINV0001705,Planning Jungle Ltd,17/05/2024,300.00
ENVS - Environmental Services,CAF - CVMU,"Bumper Corner L/H, Plastic Rivet, Side Marker Lamp and Gas ",1,CRINV0001707,Dennis Eagle Limited,17/05/2024,307.66
ENVS - Environmental Services,CAF - CVMU,Loading Ramp Hobby x 2,1,CRINV0001708,Spaldings Uk Ltd,17/05/2024,990.00
PLAN - Planning & Transportation,EAA - Building Control,Temp Staff  w.e 26/04/24 ,1,CRINV0001713,Deekay Tech Recruitment Ltd,17/05/2024,"1,134.72"
RESO - Resources,AAB - Benefits & Customer Contact,"Court, agents and land registry fees ",1,CRINV0001718,Greenhalgh Kerr,17/05/2024,"2,529.20"
RESO - Resources,AAB - Benefits & Customer Contact,"Court, agents and land registry fees. ",1,CRINV0001719,Greenhalgh Kerr,17/05/2024,"4,128.40"
RESO - Resources,AAB - Benefits & Customer Contact,"court, agents and land registry fees ",1,CRINV0001720,Greenhalgh Kerr,17/05/2024,"1,996.40"
RESO - Resources,AAB - Benefits & Customer Contact,"Court, agent and land registry fees",1,CRINV0001723,Greenhalgh Kerr,17/05/2024,"3,131.03"
RESO - Resources,AAB - Benefits & Customer Contact,Professional Charges ,2,CRINV0001723,Greenhalgh Kerr,17/05/2024,"1,140.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 25 ,1,CRINV0001724,Rhea Projects,17/05/2024,"2,068.50"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Works at Acc Pals Cemetery,1,CRINV0001740,John Wade Groundworks Ltd,17/05/2024,"23,039.36"
ENVS - Environmental Services,CAB - Other Environmental Services,26.04.24 - Hire of 8 Wheeler daywork,1,CRINV0001745,Stanley Brothers (Tippers) Ltd,17/05/2024,648.00
RESO - Resources,AAB - Benefits & Customer Contact,Agency Staff - w/e 21.04.24 ,1,CRINV0001746,Eden Brown Limited,17/05/2024,"1,212.12"
RESO - Resources,AAB - Benefits & Customer Contact,Recharge Costs of Cleaning @ Broadway Offices - Period 01.04.24 - 30.04.24,1,CRINV0001749,Hyndburn Leisure,17/05/2024,"1,813.60"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Agency staff - w/c 18.03.24 ,1,CRINV0001785,Proman Supply Chain Ltd,17/05/2024,550.76
ENVS - Environmental Services,CAC - Parks & Cemeteries,Agency staff - w/c 24.03.24 ,2,CRINV0001785,Proman Supply Chain Ltd,17/05/2024,275.39
ENVS - Environmental Services,CAC - Parks & Cemeteries,Agency staff - w/c 01.04.24,1,CRINV0001801,Proman Supply Chain Ltd,17/05/2024,610.73
ENVS - Environmental Services,CAC - Parks & Cemeteries,Agency staff - w/c 01.04.24 ,2,CRINV0001801,Proman Supply Chain Ltd,17/05/2024,305.36
RESO - Resources,AAF - Finance,40 Boxes copier paper,1,CRINV0001807,Canon (Uk) Ltd,17/05/2024,868.80
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/e 05.05.24 ,1,CRINV0001838,Macdonald & Company,17/05/2024,"1,553.90"
ENVS - Environmental Services,CAB - Other Environmental Services,Attend and replace contactor,1,CRINV0001880,Garic Ltd,17/05/2024,494.89
ENVS - Environmental Services,CAC - Parks & Cemeteries,Clear all rain water gullies,1,CRINV0001887,L D Dirt Warriors Ltd,17/05/2024,700.00
ENVS - Environmental Services,CAC - Parks & Cemeteries,Hymm Lyrics - May 24 to Apr 25,1,CRINV0001888,Obitus (Vivedia Ltd),17/05/2024,637.63
ENVS - Environmental Services,CAC - Parks & Cemeteries,Services - April 24,1,CRINV0001889,Obitus (Vivedia Ltd),17/05/2024,"2,007.60"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Frontline compact and Nomix,1,CRINV0001890,Nomix Enviro Limited,17/05/2024,566.78
ENVS - Environmental Services,CAE - Waste Services,"PP Matt (High Tack) 100x200mm 1ac NEL, 4 Cols & Spot Var ",1,CRINV0001893,Dura Id Solutions Limited,17/05/2024,"1,525.50"
ENVS - Environmental Services,CAE - Waste Services,Vehicle Rental  from 01.04.24 - 01.05.24,1,CRINV0001898,Leeds Commercial Vehicle Hire,17/05/2024,"2,032.80"
ENVS - Environmental Services,CAE - Waste Services,Vehicle Hire  - 01.04.24 - 01.05.24,1,CRINV0001899,Leeds Commercial Vehicle Hire,17/05/2024,"2,032.80"
ENVS - Environmental Services,CAE - Waste Services,Agency staff - w/e 28.04.24 ,1,CRINV0001901,Rapid Recruitment Ltd,17/05/2024,697.97
LEGL - Legal & Democratic,DAB - Human Resources,"Bollywood Dance Entertainment, Connecting Cultures",1,CRINV0001946,Ri Ris Dance Academy,17/05/2024,400.00
ENVS - Environmental Services,CAF - CVMU,20 books - Taxi test certificates,1,CRINV0001947,Ellison Printing Co.,17/05/2024,367.20
ENVS - Environmental Services,CAF - CVMU,Parts and materials,1,CRINV0001958,Terberg Matec Uk,17/05/2024,472.82
RESO - Resources,AAG - Management Resources,Wilson Field Leisure Centre,1,CRINV0001993,Alliance Leisure Services Limited,17/05/2024,"761,024.67"
RESO - Resources,AAG - Management Resources,Wilson Field Leisure Centre,2,CRINV0001993,Alliance Leisure Services Limited,17/05/2024,"3,765.25"
RESO - Resources,AAG - Management Resources,Wilson Fields Leisure Centre,3,CRINV0001993,Alliance Leisure Services Limited,17/05/2024,"3,067.51"
RESO - Resources,AAG - Management Resources,Wilson Field Leisure Centre PM Fees,4,CRINV0001993,Alliance Leisure Services Limited,17/05/2024,"5,228.57"
RESO - Resources,AAG - Management Resources,Wilson Field Leisure Centre ALS Fees,5,CRINV0001993,Alliance Leisure Services Limited,17/05/2024,"5,400.00"
RESO - Resources,AAF - Finance,Vat on fees collected,1,CRINV0002006,Marston (Holdings) Ltd,17/05/2024,"1,231.68"
RESO - Resources,AAF - Finance,Recharge of Utility Costs @ ATH Broadway Officers - 01.04.24 - 30.04.24 - Electricity,1,CRINV0002008,Hyndburn Leisure,17/05/2024,"1,985.86"
RESO - Resources,AAF - Finance,Recharge of Utility Costs @ ATH Broadway Offices - 01.04.24 - 30.04.24 - Gas,2,CRINV0002008,Hyndburn Leisure,17/05/2024,"1,301.17"
RESO - Resources,AAF - Finance,Recharge of Utility Costs @ ATH Broadway Offices - 01.04.24 - 30.04.24 - Water,3,CRINV0002008,Hyndburn Leisure,17/05/2024,32.99
ENVS - Environmental Services,CAD - Town Centre & Markets,Hygiene units / Products,1,CRINV0002028,Shorrock Trichem,17/05/2024,316.06
ENVS - Environmental Services,CAB - Other Environmental Services,3 X MESTO1.5FLEX - Mesto 1.5 Flex Sprayer,1,CRPOI0001941,1env Solutions Ltd,17/05/2024,119.34
ENVS - Environmental Services,CAB - Other Environmental Services,3 X ERADISECTFOGGERS - Mini Foggers (Pk 20),2,CRPOI0001941,1env Solutions Ltd,17/05/2024,170.14
RESO - Resources,AAB - Benefits & Customer Contact,Secondary Period Rental -Photocopier,1,CRINV0001676,Rigby Capital Ltd,21/05/2024,471.86
ENVH - Environmental Health,BAA - Housing Standards,Temp Staff w/c 22/04/24 ,1,CRINV0001697,Oyster Partnership,21/05/2024,"1,216.80"
ENVH - Environmental Health,BAA - Housing Standards,Temp Staff w/c 22/04/24 ,1,CRINV0001698,Oyster Partnership,21/05/2024,"1,435.20"
PLAN - Planning & Transportation,EAD - Planning,Temp Staff w/c 22/04/24 ,1,CRINV0001699,Oyster Partnership,21/05/2024,"2,086.20"
ENVH - Environmental Health,BAA - Housing Standards,Temp staff w/e 28/04/24 ,1,CRINV0001702,G2 Recruitment Solutions,21/05/2024,"2,393.72"
RESO - Resources,AAB - Benefits & Customer Contact,Agency Staff - w/e 28.04.24  ,1,CRINV0001750,Eden Brown Limited,21/05/2024,"1,212.12"
REGN - Regeneration & Housing,FAB - Facilities,Period: 01-Apr-24 to 30-Apr-24,1,CRINV0001754,EDF - 682823573 Vehicle Maintenance Depot,21/05/2024,"4,292.20"
ENVH - Environmental Health,BAB - Environmental Protection,Temp staff W/E 28.4.24 ,1,CRINV0001786,Vivid Resourcing,21/05/2024,632.21
ENVH - Environmental Health,BAB - Environmental Protection,Temp Staff W/E 28.4.24 ,1,CRINV0001787,Vivid Resourcing,21/05/2024,"2,220.00"
REGN - Regeneration & Housing,FAB - Facilities,Period: 1.4.24 to 30.4.24,1,CRINV0001799,EDF - 7368808979 Accrington Town Hall,21/05/2024,"4,706.17"
REGN - Regeneration & Housing,FAB - Facilities,Charges 01.04.24 - 30.04.24,1,CRINV0001833,EDF - 5091617368 Accrington Market Blackburn Rd,21/05/2024,"6,599.06"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 01.04.24 - 30.04.24,1,CRINV0001834,EDF - 9083492488 Mercer Hall Leisure Centre,21/05/2024,"5,750.26"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 01.04.24 - 30.04.24,1,CRINV0001835,EDF - 3671768478 Scaitcliffe House Ormerod St,21/05/2024,"10,541.30"
LEGL - Legal & Democratic,DAG - Elections,Election stationery printing and supply - Poll Cards,1,CRINV0001845,Civica Election Services,21/05/2024,"1,360.32"
LEGL - Legal & Democratic,DAG - Elections,Election stationery printing and supply - Pollcards,2,CRINV0001845,Civica Election Services,21/05/2024,"13,475.51"
LEGL - Legal & Democratic,DAG - Elections,Election stationery printing and supply - Pollcards,3,CRINV0001845,Civica Election Services,21/05/2024,"2,072.87"
LEGL - Legal & Democratic,DAG - Elections,Election stationery printing and supply - Poll cards,4,CRINV0001845,Civica Election Services,21/05/2024,"20,534.11"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 01.04.24 - 30.04.24,1,CRINV0001866,EDF - 8950977786 Community Hub Fielding Ln,21/05/2024,"1,205.73"
ENVS - Environmental Services,CAC - Parks & Cemeteries,CCTV Hire - 30.03.24 - 26.04.24,1,CRINV0001892,Ross Lee Construction Ltd,21/05/2024,"1,056.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Oil / Parts,1,CRINV0001909,Teleshore (Uk) Ltd,21/05/2024,"3,948.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Monthly Doc Charges,1,CRINV0001910,Minster Cleaning Services,21/05/2024,"1,478.22"
ENVS - Environmental Services,CAF - CVMU,Supplementary Cleaning - May 2024,1,CRINV0001956,ServiceMaster Clean Contract Services AAA,21/05/2024,967.44
RESO - Resources,AAF - Finance,Debt collection fees,1,CRINV0001963,Marston (Holdings) Ltd,21/05/2024,398.16
ENVS - Environmental Services,CAE - Waste Services,Trakm8 service charge - 1 month from 08.05.24,1,CRINV0001971,Trakm8 Holdings Plc,21/05/2024,320.16
REGN - Regeneration & Housing,FAB - Facilities,"Civic Theatre, Town Hall - Energy 01/04/2024 - 30/04/2024",1,CRINV0002010,Corona Energy - 60161120 Oswaldtwistle Civic Theat,21/05/2024,"1,311.43"
ENVS - Environmental Services,CAD - Town Centre & Markets,Invoice period 12/08/23 - 11/11/23 waste removal,1,CRINV0002036,Shorrock Trichem,21/05/2024,316.06
ENVS - Environmental Services,CAE - Waste Services,Service period 01/05/24 - 31/05/24 ,1,CRINV0002038,Rentokil Initial Uk Ltd,21/05/2024,304.24
