Department Area,Service Area,Description,Line,HBC Ref No.,Name:  ,Payment Date,Amount Paid
REGN - Regeneration & Housing,FAB - Facilities,HBC - Annual Gas Safety Inspections,11,CRINV0000457,Lancashire Gas Services,28/03/2024,£133.20
REGN - Regeneration & Housing,FAB - Facilities,HBC - Annual Gas safety inspections,12,CRINV0000457,Lancashire Gas Services,28/03/2024,£187.20
REGN - Regeneration & Housing,FAB - Facilities,HBC - Annual Gas safety inspections,13,CRINV0000457,Lancashire Gas Services,28/03/2024,£230.40
REGN - Regeneration & Housing,FAB - Facilities,HBC - Annual Gas Safety Inspections,14,CRINV0000457,Lancashire Gas Services,28/03/2024,£93.60
REGN - Regeneration & Housing,FAB - Facilities,HBC - Annual Gas safety inspections,15,CRINV0000457,Lancashire Gas Services,28/03/2024,£133.20
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,1,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,£105.51
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,2,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,"£1,272.20"
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,3,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,"£5,248.33"
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,4,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,£207.77
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,5,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,"£2,921.27"
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,6,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,£69.46
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,7,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,"£8,150.78"
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 -29.02.24,8,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,£113.89
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,9,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,"£4,291.14"
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,10,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,"£3,092.48"
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,11,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,£8.40
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,12,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,£493.63
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,13,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,£109.02
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,14,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,"£1,146.80"
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,15,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,£912.12
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,16,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,"£3,467.53"
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 2204,17,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,"£1,606.73"
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,18,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,£636.33
REGN - Regeneration & Housing,FAB - Facilities,Gas 31.01.24 - 29.02.24,19,CRINV0000458,"SEFE Energy - 10174064 Mercer Park, CLM",28/03/2024,£16.10
ENVS - Environmental Services,CAC - Parks & Cemeteries,Tree work carried out in woodlands to rear of Wilsons playing fields.,1,CRINV0000459,Roy Cattermole (Tree Surgeon),28/03/2024,"£1,920.00"
ENVS - Environmental Services,CAE - Waste Services,To supply tarmac footpath ,1,CRINV0000460,John Wade Groundworks Ltd,28/03/2024,"£1,920.00"
PLAN - Planning & Transportation,EAA - Building Control,LABC Services Fee -2024/25,1,CRINV0000467,Labc Services,28/03/2024,"£2,645.47"
RESO - Resources,AAD - ICT,My Council Services annual renewal  10-Jan-24 to 09-Jan-25,1,CRINV0000477,Abavus Ltd,28/03/2024,"£63,120.00"
PLAN - Planning & Transportation,EAD - Planning,Temp staff w/c 11.3.24,1,CRINV0000479,Oyster Partnership,28/03/2024,"£2,348.17"
PLAN - Planning & Transportation,EAD - Planning,Temp Satff W/C 11.3.24,1,CRINV0000488,Oyster Partnership,28/03/2024,£555.84
PLAN - Planning & Transportation,EAA - Building Control,Temp staff W/E 17.3.24 ,1,CRINV0000491,Matchtech Group (UK) Limited,28/03/2024,"£1,116.00"
PLAN - Planning & Transportation,EAC - Green Infrastructure,Works at Hollins Wood,1,CRINV0000493,Sterling Construction (Services) Ltd,28/03/2024,£864.00
RESO - Resources,AAD - ICT,"11-inch iPad Pro, Compulocks iPad Air, OtterBox Defender Protective Case",1,CRINV0000520,Insight Direct (Uk) Ltd,28/03/2024,"£1,192.46"
REGN - Regeneration & Housing,FAB - Facilities,"Prune living trees, supply P lights for living trees",1,CRINV0000523,Lighting And Building Services Ltd,28/03/2024,"£1,675.20"
RESO - Resources,AAB - Benefits & Customer Contact,AB Services - all apps,1,CRINV0000526,Critiqom,28/03/2024,"£2,827.52"
RESO - Resources,AAB - Benefits & Customer Contact,AB Services - all apps,2,CRINV0000526,Critiqom,28/03/2024,"£2,827.52"
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/c 04.03.24 ,1,CRINV0000529,Oyster Partnership,28/03/2024,"£2,405.63"
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/e 10.03.24 ,1,CRINV0000531,Macdonald & Company,28/03/2024,"£1,310.40"
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/e 03.03.24 ,2,CRINV0000531,Macdonald & Company,28/03/2024,£436.80
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/e 10.03.24 ,1,CRINV0000534,Macdonald & Company,28/03/2024,"£1,836.80"
REGN - Regeneration & Housing,FAD - Housing Advice,Cost for blinds,1,CRINV0000536,Onward Homes,28/03/2024,£892.80
LEGL - Legal & Democratic,DAB - Human Resources,100 ATS Tote bags reorder,1,CRINV0000537,Media Village,28/03/2024,£900.00
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,1,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£725.24
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,2,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,"£2,558.78"
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,3,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£613.65
REGN - Regeneration & Housing,FAB - Facilities,Elecric bill monthly - 16.02.24 - 15.03.24,4,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£246.41
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,5,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£761.85
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,6,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£27.57
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,7,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,"£77,871.73"
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,8,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£40.71
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,9,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£54.71
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,10,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£51.82
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,11,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£109.83
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,12,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£14.86
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,13,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£55.81
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,14,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£47.13
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,15,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,"£1,151.37"
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,16,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£176.04
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,17,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£616.21
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,18,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,"£1,323.91"
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,19,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£26.99
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 -15.03.24,20,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£968.09
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,21,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,"£2,714.87"
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,22,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,"£3,335.95"
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,23,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£189.69
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,24,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£23.90
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,25,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£72.31
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,26,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£362.06
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,27,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£581.71
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,28,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£72.63
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,29,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£48.56
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,30,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£39.74
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.02.24 - 15.03.24,31,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£979.99
REGN - Regeneration & Housing,FAB - Facilities,Electric monthly bill - 16.02.24 - 15.03.24,33,CRINV0000545,EDF Energy - 9044031649 Consolidated Invoice,28/03/2024,£42.26
ENVS - Environmental Services,CAF - CVMU,Various MOT Tests,1,CRINV0000548,Blackburn With Darwen Borough Council,28/03/2024,£172.80
ENVS - Environmental Services,CAF - CVMU,Various MOT tests,2,CRINV0000548,Blackburn With Darwen Borough Council,28/03/2024,£452.00
ENVS - Environmental Services,CAF - CVMU,Parts and materials,1,CRINV0000550,Terberg Matec Uk,28/03/2024,£478.06
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 183 ,1,CRINV0000556,Artisan Windows,28/03/2024,"£5,215.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable warmth Grant 155 ,1,CRINV0000557,Trade Windows (Preston) Limited,28/03/2024,"£5,995.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable warmth Grant 181 ,1,CRINV0000558,Allforone& Oneforall,28/03/2024,£720.00
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 185 ,1,CRINV0000559,Artisan Windows,28/03/2024,"£2,025.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 190 ,1,CRINV0000560,Harris Heating (Nw) Ltd,28/03/2024,£462.00
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 29 ,1,CRINV0000562,Rhea Projects,28/03/2024,"£2,949.10"
PLAN - Planning & Transportation,EAC - Green Infrastructure,Professional Fees ,1,CRINV0000564,Buttress Architects Limited,28/03/2024,"£1,461.00"
PLAN - Planning & Transportation,EAC - Green Infrastructure,Contribution to Management of Foxhill Bank,1,CRINV0000566,Lancashire Wildlife Trust,28/03/2024,"£2,000.00"
REGN - Regeneration & Housing,FAB - Facilities,"Repair & Mtce programme - Church Lane, G-H",1,CRINV0000568,BES Group Electrical Limited,28/03/2024,£278.18
REGN - Regeneration & Housing,FAB - Facilities,Reapir & Mtce programme - Lowerfold Park,1,CRINV0000570,BES Group Electrical Limited,28/03/2024,£563.82
REGN - Regeneration & Housing,FAB - Facilities,Asbestos re-Inspections & Mgt surveys,1,CRINV0000575,Consultants & Specialist Surveyors Ltd,28/03/2024,£498.00
REGN - Regeneration & Housing,FAB - Facilities,Asbestos re-inspection & Mgt Surveys,2,CRINV0000575,Consultants & Specialist Surveyors Ltd,28/03/2024,£786.00
REGN - Regeneration & Housing,FAB - Facilities,Asbestos re-inspections & Mgt surveys,3,CRINV0000575,Consultants & Specialist Surveyors Ltd,28/03/2024,£702.00
REGN - Regeneration & Housing,FAB - Facilities,Asbestos re-inspections & Mgt surveys,4,CRINV0000575,Consultants & Specialist Surveyors Ltd,28/03/2024,£468.00
REGN - Regeneration & Housing,FAB - Facilities,Asbestos re-inpsections & Mgt surveys,5,CRINV0000575,Consultants & Specialist Surveyors Ltd,28/03/2024,£576.00
REGN - Regeneration & Housing,FAB - Facilities,Asbestos re-inspections & Mgt surveys,6,CRINV0000575,Consultants & Specialist Surveyors Ltd,28/03/2024,£426.00
REGN - Regeneration & Housing,FAB - Facilities,Asbestos re-inspections & Mgt surveys,7,CRINV0000575,Consultants & Specialist Surveyors Ltd,28/03/2024,"£2,124.00"
REGN - Regeneration & Housing,FAB - Facilities,Asbestos re-inspections & Mgt surveys,8,CRINV0000575,Consultants & Specialist Surveyors Ltd,28/03/2024,£432.00
REGN - Regeneration & Housing,FAB - Facilities,Asbestos re-inpsections & Mgt surveys,9,CRINV0000575,Consultants & Specialist Surveyors Ltd,28/03/2024,£432.00
REGN - Regeneration & Housing,FAB - Facilities,Asbestos re-inspections & Mgt Surveys,10,CRINV0000575,Consultants & Specialist Surveyors Ltd,28/03/2024,£516.00
REGN - Regeneration & Housing,FAB - Facilities,Asbestos re-inspections  & Mgt surveys,11,CRINV0000575,Consultants & Specialist Surveyors Ltd,28/03/2024,£426.00
REGN - Regeneration & Housing,FAB - Facilities,Asbestos re-inspections & Mgt surveys,12,CRINV0000575,Consultants & Specialist Surveyors Ltd,28/03/2024,£426.00
REGN - Regeneration & Housing,FAB - Facilities,Asbestos re-inspections & Mgt surveys,13,CRINV0000575,Consultants & Specialist Surveyors Ltd,28/03/2024,£426.00
REGN - Regeneration & Housing,FAB - Facilities,Brainage to front balcony - Broadway offices,1,CRINV0000576,Pilkington Bros (Church) Ltd,28/03/2024,"£1,566.33"
REGN - Regeneration & Housing,FAB - Facilities,Display Energy Certificate,1,CRINV0000579,Briar Consulting Engineers Ltd,28/03/2024,£180.00
REGN - Regeneration & Housing,FAB - Facilities,Display Energy Certificate,2,CRINV0000579,Briar Consulting Engineers Ltd,28/03/2024,£540.00
REGN - Regeneration & Housing,FAB - Facilities,Display Energy Certificate,3,CRINV0000579,Briar Consulting Engineers Ltd,28/03/2024,£180.00
REGN - Regeneration & Housing,FAB - Facilities,Display Energy Certificate,4,CRINV0000579,Briar Consulting Engineers Ltd,28/03/2024,£180.00
REGN - Regeneration & Housing,FAB - Facilities,Gutter replacement & boundary wall repairs,1,CRINV0000580,Pilkington Bros (Church) Ltd,28/03/2024,"£44,227.01"
REGN - Regeneration & Housing,FAB - Facilities,Replace Ignition electrodes and proving probes on the Hamworthy boilders.,1,CRINV0000589,Lancashire Gas Services,28/03/2024,£528.84
ENVS - Environmental Services,CAE - Waste Services,Temp staff W/E 17/03/24,1,CRINV0000591,Rapid Recruitment Ltd,28/03/2024,£697.52
ENVS - Environmental Services,CAC - Parks & Cemeteries,Groundworks at Memorial Park,1,CRINV0000593,John Wade Groundworks Ltd,28/03/2024,"£4,042.80"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Groundworks at Memorial Park,2,CRINV0000593,John Wade Groundworks Ltd,28/03/2024,"£4,244.40"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Groundworks at Memorial park,3,CRINV0000593,John Wade Groundworks Ltd,28/03/2024,£996.60
ENVS - Environmental Services,CAC - Parks & Cemeteries,Groundworks at Memorial Park,4,CRINV0000593,John Wade Groundworks Ltd,28/03/2024,"£2,340.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Groundworks at Memorial Park,5,CRINV0000593,John Wade Groundworks Ltd,28/03/2024,"£11,684.22"
ENVS - Environmental Services,CAA - Environmental Maintenance,5kg Ratimor Blocks - Kill Germ,1,CRINV0000599,Killgerm Chemicals Ltd,28/03/2024,£528.77
ENVS - Environmental Services,CAC - Parks & Cemeteries,Deposit for Accrington PALs Memorial Sculpture,1,CRINV0000602,John Everiss Design,28/03/2024,"£2,400.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Installation of 12 inground static colour fixtures in existing locations,1,CRINV0000603,L I T E,28/03/2024,"£24,204.00"
REGN - Regeneration & Housing,FAB - Facilities,"Installation of replacment heads, set up and test",1,CRINV0000608,Full Circuit Fire & Security Ltd,28/03/2024,"£1,268.76"
ENVS - Environmental Services,CAD - Town Centre & Markets,Hire of Rides and Food,1,CRINV0000609,Michael Gallagher,28/03/2024,"£2,300.00"
ENVS - Environmental Services,CAF - CVMU,18/03/24 - Refuse vehicles steam cleaned,1,CRINV0000610,Keep Em Clean,28/03/2024,£262.50
ENVH - Environmental Health,BAB - Environmental Protection,Temp staff W/E 17.3.24 ,1,CRINV0000616,Vivid Resourcing,28/03/2024,"£2,220.00"
ENVH - Environmental Health,BAB - Environmental Protection,Temp Satff W/C 17.3.24,1,CRINV0000617,Vivid Resourcing,28/03/2024,£588.73
REGN - Regeneration & Housing,FAB - Facilities,"Combustion fan, electrodes and siphon condense ",1,CRINV0000618,Lancashire Gas Services,28/03/2024,£593.58
REGN - Regeneration & Housing,FAB - Facilities,Call out 20/03/24 Accrington Market Door 1 Key switch not working,1,CRINV0000620,Roller Shutter Services Ltd,28/03/2024,£312.00
ENVH - Environmental Health,BAA - Housing Standards,Temp staff 11/03/24 ,1,CRINV0000623,Oyster Partnership,28/03/2024,"£1,653.60"
ENVH - Environmental Health,BAA - Housing Standards,Temp staff W/C 11/03/2024 ,1,CRINV0000624,Oyster Partnership,28/03/2024,"£1,388.40"
ENVH - Environmental Health,BAA - Housing Standards,Temp Staff W/C 17.3.24,1,CRINV0000625,G2 Recruitment Solutions,28/03/2024,"£2,279.26"
REGN - Regeneration & Housing,FAB - Facilities,Disabled Facilities Grant,1,CRINV0000629,P A Cookson Ltd,28/03/2024,"£5,436.00"
REGN - Regeneration & Housing,FAB - Facilities,Disabled Facilites Grant,1,CRINV0000630,B3p Services Ltd,28/03/2024,"£1,000.00"
REGN - Regeneration & Housing,FAB - Facilities,Disabled Facilities Grant,1,CRINV0000631,Smart Building Solutions Blackburn Ltd,28/03/2024,"£12,500.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,HPA2 Costs Oct 23 - Dec 23,1,CRINV0000632,Locata Housing Services Ltd,28/03/2024,"£3,300.00"
ENVS - Environmental Services,CAE - Waste Services,Hire of 8 Wheeler Daywork - Job no 61523 - 15.03.24,1,CRINV0000640,Stanley Brothers (Tippers) Ltd,28/03/2024,£648.00
ENVS - Environmental Services,CAC - Parks & Cemeteries,Second 25% payment for G-H Memorial Park project ,1,CRINV0000642,Prospects Foundation Ltd,28/03/2024,"£4,281.25"
ENVS - Environmental Services,CAF - CVMU,"bumper ASM: FRT, Bar, FRT bumper, Fog Lamp, Turn Signal, Cover: Radar, Radiator Grille.",1,CRINV0000648,JDS Trucks Ltd,28/03/2024,"£1,422.95"
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring
  March 2024 10099 - (Crematorium)",1,CRINV0000651,HSL Compliance,28/03/2024,£43.20
REGN - Regeneration & Housing,FAB - Facilities,HSL Water Compliance - Monthly Monitoring March 2024 (Cemetery Office),2,CRINV0000651,HSL Compliance,28/03/2024,£43.20
REGN - Regeneration & Housing,FAB - Facilities,HSL Water Compliance - Monthly Monitoring March 2024  (Acc Cem Service Building),3,CRINV0000651,HSL Compliance,28/03/2024,£42.00
REGN - Regeneration & Housing,FAB - Facilities,HSL Water Compliance - Monthly Monitoring March 2024(Acc Town Hall),4,CRINV0000651,HSL Compliance,28/03/2024,£99.60
REGN - Regeneration & Housing,FAB - Facilities,HSL Water Compliance - Monthly Monitoring March 2024  (Broadway),5,CRINV0000651,HSL Compliance,28/03/2024,£62.40
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024 (Brian
  Walmsley)",6,CRINV0000651,HSL Compliance,28/03/2024,£74.40
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Bullough
  Park)",7,CRINV0000651,HSL Compliance,28/03/2024,£78.00
REGN - Regeneration & Housing,FAB - Facilities,HSL Water Compliance - Monthly Monitoring March 2024 (CVMU),8,CRINV0000651,HSL Compliance,28/03/2024,£50.40
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024 (Dill Hall
  Cem)",9,CRINV0000651,HSL Compliance,28/03/2024,£34.80
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024 (Gt Harwood
  Cem)",10,CRINV0000651,HSL Compliance,28/03/2024,£43.20
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Haworth Art
  Gallery)",11,CRINV0000651,HSL Compliance,28/03/2024,£54.00
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Haworth
  Stables)",12,CRINV0000651,HSL Compliance,28/03/2024,£51.60
REGN - Regeneration & Housing,FAB - Facilities,HSL Water Compliance - Monthly Monitoring March 2024  (Lowerfold),13,CRINV0000651,HSL Compliance,28/03/2024,£37.20
REGN - Regeneration & Housing,FAB - Facilities,HSL Water Compliance - Monthly Monitoring March 2024  (Memorial),14,CRINV0000651,HSL Compliance,28/03/2024,£50.40
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Mercer
  House)",15,CRINV0000651,HSL Compliance,28/03/2024,£33.60
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Mercer Park
  Bowls)",16,CRINV0000651,HSL Compliance,28/03/2024,£31.20
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Mercer
  Service Building)",17,CRINV0000651,HSL Compliance,28/03/2024,£33.60
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Milnshaw
  Bowls)",18,CRINV0000651,HSL Compliance,28/03/2024,£40.80
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Oakhill
  Bandstand)",19,CRINV0000651,HSL Compliance,28/03/2024,£34.80
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Oakhill
  Bowls)",20,CRINV0000651,HSL Compliance,28/03/2024,£37.20
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Oakhill
  Service Building)",21,CRINV0000651,HSL Compliance,28/03/2024,£37.20
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Oakhill
  Tennis)",22,CRINV0000651,HSL Compliance,28/03/2024,£39.60
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Parker
  Street)",23,CRINV0000651,HSL Compliance,28/03/2024,£33.60
REGN - Regeneration & Housing,FAB - Facilities,HSL Water Compliance - Monthly Monitoring March 2024  (Peel Park),24,CRINV0000651,HSL Compliance,28/03/2024,£37.20
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Peel Street
  Toilets)",25,CRINV0000651,HSL Compliance,28/03/2024,£51.60
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Rhyddings
  Park Bowls)",26,CRINV0000651,HSL Compliance,28/03/2024,£37.20
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024 (Rhyddings
  Coach House)",27,CRINV0000651,HSL Compliance,28/03/2024,£46.80
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Rhyddings
  Park Service Building)",28,CRINV0000651,HSL Compliance,28/03/2024,£37.20
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Scaitcliffe
  House)",29,CRINV0000651,HSL Compliance,28/03/2024,£76.80
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024  (Willows
  Lane Office)",30,CRINV0000651,HSL Compliance,28/03/2024,£50.40
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024 (Willows
  Lane Canteen)",31,CRINV0000651,HSL Compliance,28/03/2024,£45.60
REGN - Regeneration & Housing,FAB - Facilities,"HSL Water Compliance - Monthly Monitoring March 2024 (Willows
  Lane Stores)",32,CRINV0000651,HSL Compliance,28/03/2024,£37.20
