Department Area,Service Area,Description,Line,HBC Ref No.,Name:  ,Payment Date,Amount Paid
LEGL - Legal & Democratic,DAA - Democratic Services,Design and Artwork for Mayor`s Resolution for 2023/24 ,1,CRINV0001303,Brands Inside Out Limited,25/04/2024,£535.80
ENVS - Environmental Services,CAA - Environmental Maintenance,Fell & remove 2 ash trees,1,CRINV0001324,Mark Riding Tree Services,25/04/2024,"£2,340.00"
ENVS - Environmental Services,CAD - Town Centre & Markets,Annual Charges - 1.4.24 to 31.3.25,1,CRINV0001328,British Telecommunications,25/04/2024,"£13,418.45"
RESO - Resources,AAD - ICT,1 x I pad,1,CRINV0001334,Insight Direct (Uk) Ltd,25/04/2024,£530.54
RESO - Resources,AAD - ICT,1 x I Pad,2,CRINV0001334,Insight Direct (Uk) Ltd,25/04/2024,£530.53
RESO - Resources,AAD - ICT,1 x I Pad,3,CRINV0001334,Insight Direct (Uk) Ltd,25/04/2024,£530.53
RESO - Resources,AAD - ICT,1 x I Pad,4,CRINV0001334,Insight Direct (Uk) Ltd,25/04/2024,£530.53
ENVS - Environmental Services,CAF - CVMU,Vehicle Parts,1,CRINV0001379,Bucher Municipal Ltd,25/04/2024,£586.62
ENVS - Environmental Services,CAD - Town Centre & Markets,Ergonomic Chair,1,CRINV0001408,Bevlan Office Interiors Ltd,25/04/2024,£397.92
ENVS - Environmental Services,CAC - Parks & Cemeteries,Period: 04-Mar-24 to 03-Apr-24,1,CRINV0001412,Water Plus - 4082158354 Cemetery Gates & Conv,25/04/2024,£328.97
ENVS - Environmental Services,CAB - Other Environmental Services,Professional services - Acc Town Centre,1,CRINV0001416,Ma Cost Consulting Limited,25/04/2024,"£5,679.99"
ENVS - Environmental Services,CAB - Other Environmental Services,Professional services - Acc Town Centre,2,CRINV0001416,Ma Cost Consulting Limited,25/04/2024,"£5,680.00"
ENVS - Environmental Services,CAB - Other Environmental Services,Professional Services - Acc Town Centre,3,CRINV0001416,Ma Cost Consulting Limited,25/04/2024,"£5,680.01"
LEGL - Legal & Democratic,DAB - Human Resources,Connecting Cultures Festival,1,CRINV0001448,Architects of Air,25/04/2024,"£4,266.00"
LEGL - Legal & Democratic,DAB - Human Resources,Design work (part of 12 month contract starting 3/7/23),1,CRINV0001457,Brands Inside Out Limited,25/04/2024,£600.00
REGN - Regeneration & Housing,FAE - Property,Charges - 30.11.23 - 14.12.23,1,CRINV0001469,SSE - 8700292976 Hipping Vale Community Centre,25/04/2024,"£1,192.38"
RESO - Resources,AAB - Benefits & Customer Contact,April 2024,1,CRINV0001471,Ada Glossop Ltd,25/04/2024,"£1,340.00"
RESO - Resources,AAB - Benefits & Customer Contact,April 2024,1,CRINV0001472,Cheval Social Management,25/04/2024,£732.00
LEGL - Legal & Democratic,DAB - Human Resources,Job adverts - 20.03.24,1,CRINV0001473,Haymarket Media Group Ltd,25/04/2024,"£1,230.00"
REGN - Regeneration & Housing,FAC - Haworth Art Gallery,"Weddings  - April and May 2024, Rushton/Tickner, Hadgett / Fox, Scott / Ross",1,CRINV0001474,S.R.S. Catering Ltd,25/04/2024,"£6,300.00"
ENVS - Environmental Services,CAF - CVMU,Renewable Diesel HVO,1,CRINV0001506,Certas Energy,25/04/2024,"£7,585.51"
RESO - Resources,AAG - Management Resources,Cont use of facilities of Armed Forces Period 01/01/24 to 31/03/24,1,CRINV0000822,Hyndburn Leisure,30/04/2024,"£1,015.56"
RESO - Resources,AAG - Management Resources,Contributions to provisions of LP Inductions period 01/01/24 to 31/03/24,1,CRINV0000823,Hyndburn Leisure,30/04/2024,£414.00
RESO - Resources,AAG - Management Resources,Contributions towards reduced holiday swim period Feb 24 Half Term,1,CRINV0000824,Hyndburn Leisure,30/04/2024,£538.80
REGN - Regeneration & Housing,FAD - Housing Advice,Cold weather payment - March 24,1,CRINV0001101,Maundy Relief,30/04/2024,"£1,240.00"
ENVS - Environmental Services,CAF - CVMU,Active XLS,1,CRINV0001160,Hope & Brown Ltd,30/04/2024,£256.80
PLAN - Planning & Transportation,EAA - Building Control,Temp Staff W/c 5.4.24,1,CRINV0001189,BRG Interim Solutions,30/04/2024,"£1,867.10"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,3 x Zebra block,1,CRINV0001190,Kays Highways Ltd,30/04/2024,£780.00
PLAN - Planning & Transportation,EAD - Planning,Service charges: 03-Jan-24 to 02-Apr-24,1,CRINV0001191,Specialist Computer Centres PLC,30/04/2024,£74.58
PLAN - Planning & Transportation,EAD - Planning,Service charges: 03-Jan-24 to 02-Apr-24,2,CRINV0001191,Specialist Computer Centres PLC,30/04/2024,£148.80
PLAN - Planning & Transportation,EAD - Planning,Service charge: 03-Jan-24 to 02-Apr-24,3,CRINV0001191,Specialist Computer Centres PLC,30/04/2024,£18.60
PLAN - Planning & Transportation,EAD - Planning,Service charge: 03-Jan-24 to 02-Apr-24,4,CRINV0001191,Specialist Computer Centres PLC,30/04/2024,£37.20
PLAN - Planning & Transportation,EAD - Planning,Service charge: 03-Jan-24 to 02-Apr-24,5,CRINV0001191,Specialist Computer Centres PLC,30/04/2024,£18.60
PLAN - Planning & Transportation,EAD - Planning,Service charge: 03-Jan-24 to 02-Apr-24,6,CRINV0001191,Specialist Computer Centres PLC,30/04/2024,£18.60
PLAN - Planning & Transportation,EAD - Planning,Service charge: 03-Jan-24 to 02-Apr-24,7,CRINV0001191,Specialist Computer Centres PLC,30/04/2024,£37.20
PLAN - Planning & Transportation,EAD - Planning,Service charge: 03-Jan-24 to 02-Apr-24,8,CRINV0001191,Specialist Computer Centres PLC,30/04/2024,£148.80
PLAN - Planning & Transportation,EAD - Planning,Service charge: 03-Jan-24 to 02-Apr-24,9,CRINV0001191,Specialist Computer Centres PLC,30/04/2024,£93.00
PLAN - Planning & Transportation,EAD - Planning,Temp Staff W/E 7.4.24 ,1,CRINV0001192,Macdonald & Company,30/04/2024,"£1,459.60"
PLAN - Planning & Transportation,EAD - Planning,Temp Staff W/E 7.4.24 ,1,CRINV0001193,Macdonald & Company,30/04/2024,"£1,622.40"
ENVH - Environmental Health,BAB - Environmental Protection,Agency staff - w/e 07.04.24,1,CRINV0001233,Vivid Resourcing,30/04/2024,£739.93
ENVH - Environmental Health,BAB - Environmental Protection,Agency staff - w/e 07.04.24,1,CRINV0001234,Vivid Resourcing,30/04/2024,"£1,764.00"
ENVH - Environmental Health,BAA - Housing Standards,Temp Staff W/C 01-Apr-2024 ,1,CRINV0001262,G2 Recruitment Solutions,30/04/2024,"£1,715.00"
REGN - Regeneration & Housing,FAC - Haworth Art Gallery,Various purchases,1,CRINV0001292,Art Angels Publishing Ltd,30/04/2024,£366.62
LEGL - Legal & Democratic,DAG - Elections,Polling Station notices,1,CRINV0001294,Shaw & Sons Ltd,30/04/2024,£374.58
ENVS - Environmental Services,CAC - Parks & Cemeteries,Refurbished bench (Gatty Park) and any adjustments  ,1,CRINV0001301,Ark Plastics Ltd,30/04/2024,"£1,163.40"
ENVH - Environmental Health,BAA - Housing Standards,Annual subscription to the Noise App,1,CRINV0001307,R H Environmental Limited (RHE),30/04/2024,"£3,318.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,"Planter Beds at Orchard Street, G-H",1,CRINV0001321,Marchbridge Builders Ltd,30/04/2024,"£4,560.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Install 6 x RX Marker Posts,1,CRINV0001322,Marchbridge Builders Ltd,30/04/2024,£864.00
REGN - Regeneration & Housing,FAB - Facilities,Supply & Fit new battery- Oakhill,1,CRINV0001331,R J Lift Services Ltd,30/04/2024,£307.20
ENVS - Environmental Services,CAF - CVMU,"Bumper, Rivet etc",1,CRINV0001352,Dennis Eagle Limited,30/04/2024,£665.57
ENVS - Environmental Services,CAA - Environmental Maintenance,Valuation Fees - Feb 24,1,CRINV0001363,CBRE Ltd,30/04/2024,"£1,400.01"
ENVS - Environmental Services,CAA - Environmental Maintenance,Valuation Fees - Feb 24,2,CRINV0001363,CBRE Ltd,30/04/2024,"£1,400.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Valuation Fees - Feb 24,3,CRINV0001363,CBRE Ltd,30/04/2024,"£1,399.99"
ENVS - Environmental Services,CAA - Environmental Maintenance,Valuation Fees - Feb 24,4,CRINV0001363,CBRE Ltd,30/04/2024,"£1,026.94"
ENVS - Environmental Services,CAA - Environmental Maintenance,Consultancy - March 24,1,CRINV0001364,CBRE Ltd,30/04/2024,"£1,399.99"
ENVS - Environmental Services,CAA - Environmental Maintenance,Consultancy - March 24,2,CRINV0001364,CBRE Ltd,30/04/2024,"£1,400.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Consultancy - March 24,3,CRINV0001364,CBRE Ltd,30/04/2024,"£1,400.01"
ENVS - Environmental Services,CAF - CVMU,Supplementary Cleaning - CVMU,1,CRINV0001378,ServiceMaster Clean Contract Services AAA,30/04/2024,£967.44
ENVS - Environmental Services,CAB - Other Environmental Services,Hire of vehicle - 10.4.24,1,CRINV0001386,Stanley Brothers (Tippers) Ltd,30/04/2024,£648.00
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 189 ,1,CRINV0001406,A G S Heating & Plumbing Ltd,30/04/2024,"£2,380.00"
RESO - Resources,AAF - Finance,TIS Online - 1.4.24 to 31.3.25,1,CRINV0001415,CIPFA Business Limited,30/04/2024,"£2,130.00"
REGN - Regeneration & Housing,FAC - Haworth Art Gallery,Various Purchases for shop,1,CRINV0001456,Museums & Galleries,30/04/2024,£386.93
REGN - Regeneration & Housing,FAC - Haworth Art Gallery,Various Purchases - Gallery Shop,1,CRINV0001458,Hachette Uk Distribution Ltd,30/04/2024,£808.14
REGN - Regeneration & Housing,FAB - Facilities,Site 1 02/03/2024 - 31/03/2024 Haworth  Park,1,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£663.98
REGN - Regeneration & Housing,FAB - Facilities,"Site 2 02/03/2024 -
  31/03/2024 Crematorium Burnley Road",2,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,"£2,420.72"
REGN - Regeneration & Housing,FAB - Facilities,"Site 3 01/03/2024 -
  31/03/2024 Service Building Great Harwood Ceme",3,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£604.56
REGN - Regeneration & Housing,FAB - Facilities,"Site 4 01/03/2024 -
  31/03/2024 Memorial Park Church Lane",4,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£261.46
REGN - Regeneration & Housing,FAB - Facilities,"Site 5 02/03/2024 -
  31/03/2024 Foxhill Bank Pavillion",5,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£701.76
REGN - Regeneration & Housing,FAB - Facilities,"Site 6 01/03/2024 -
  31/03/2024 Free Gardeners Bowling Green",6,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£28.09
REGN - Regeneration & Housing,FAB - Facilities,"01/03/2024 -
  31/03/2024 HYNDBURN LEISURE CENTRE",7,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,"£68,818.11"
REGN - Regeneration & Housing,FAB - Facilities,"Site 7 01/03/2024 -
  31/03/2024 Peel Park Bowling Kiosk",8,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£44.94
REGN - Regeneration & Housing,FAB - Facilities,"Site 8 01/03/2024 -
  31/03/2024 Feeder Pillar Rear of Accrington To",9,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£55.26
REGN - Regeneration & Housing,FAB - Facilities,"Site 9 01/03/2024 -
  31/03/2024 Bowls House Rhyddings Park",10,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£252.95
REGN - Regeneration & Housing,FAB - Facilities,"Site 11 01/03/2024 -
  31/03/2024 20 Environmental Health Offices",11,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,"£43,873.38"
REGN - Regeneration & Housing,FAB - Facilities,"Site 12 02/03/2024 -
  01/04/2024 Mess Room Memorial Park",12,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£15.35
REGN - Regeneration & Housing,FAB - Facilities,"Site 13 02/03/2024 -
  31/03/2024 Elmfield Hall Flats - Communal Ligh",13,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£51.84
REGN - Regeneration & Housing,FAB - Facilities,"Site 14 02/03/2024 -
  31/03/2024 Bandstand Oakhill Park",14,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£44.07
REGN - Regeneration & Housing,FAB - Facilities,"Site 15 02/03/2024 -
  31/03/2024 Unit 15 The Market hall",15,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,"£1,076.76"
REGN - Regeneration & Housing,FAB - Facilities,"Site 16 01/01/2024 -
  31/03/2024 Floodlighting Mercer House",16,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£85.60
REGN - Regeneration & Housing,FAB - Facilities,"Site 17 01/03/2024 -
  31/03/2024 Oakhill Park Centre",17,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£217.18
REGN - Regeneration & Housing,FAB - Facilities,"Site 18 01/03/2024 -
  31/03/2024 5-6 Market Hall",18,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£606.08
REGN - Regeneration & Housing,FAB - Facilities,"Site 19 01/03/2024 -
  31/03/2024 Wilsons Playing Fields",19,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,"£4,003.33"
REGN - Regeneration & Housing,FAB - Facilities,"Site 20 02/03/2024 -
  31/03/2024 Dill Hall Cemetry",20,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£25.63
REGN - Regeneration & Housing,FAB - Facilities,"Site 21 02/03/2024 -
  31/03/2024 Haworth Art Gallery",21,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£926.25
REGN - Regeneration & Housing,FAB - Facilities,"Site 22 02/03/2024 -
  31/03/2024 Wilson Playing Fields",22,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,"£2,568.58"
REGN - Regeneration & Housing,FAB - Facilities,"Site 23 01/03/2024 -
  31/03/2024 Gatty Park Greenhouse Site",23,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£45.61
REGN - Regeneration & Housing,FAB - Facilities,"Site 24 01/03/2024 -
  31/03/2024 Willows Lane Depot",24,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,"£3,285.23"
REGN - Regeneration & Housing,FAB - Facilities,"01/03/2024 -
  31/03/2024 RANGER STREET DEPOT",25,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£190.87
REGN - Regeneration & Housing,FAB - Facilities,"Site 25 02/03/2024 -
  31/03/2024 Wall of Rememberence Burnley Rd",26,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£23.98
REGN - Regeneration & Housing,FAB - Facilities,"Site 26 01/03/2024 -
  31/03/2024 Bowl Houses Milnshaw Park",27,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£150.82
REGN - Regeneration & Housing,FAB - Facilities,"Site 27 01/03/2024 -
  31/03/2024 The Stable & Motor House",28,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£410.10
REGN - Regeneration & Housing,FAB - Facilities,"Site 28 02/03/2024 -
  31/03/2024 Cemetery Office Burnley Rd",29,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£459.87
REGN - Regeneration & Housing,FAB - Facilities,"Site 29 01/03/2024 -
  31/03/2024 South Service Yard Accrington Marke",30,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£72.12
REGN - Regeneration & Housing,FAB - Facilities,"Site 30 01/03/2024 -
  31/03/2024 Park Pavilion Lowerfold Road",31,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£55.61
REGN - Regeneration & Housing,FAB - Facilities,"Site 31 02/03/2024 -
  31/03/2024 Street Lighting Feeder Pillar Clock",32,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£47.46
REGN - Regeneration & Housing,FAB - Facilities,"Site 32
  02/03/2024 - 31/03/2024 Bullough Park Pavilion",33,CRINV0001475,EDF Energy - 9044031649 Consolidated Invoice,30/04/2024,£882.47
PLAN - Planning & Transportation,EAA - Building Control,Agency Staff ,1,CRINV0001496,Matchtech Group (UK) Limited,30/04/2024,"£1,116.00"
PLAN - Planning & Transportation,EAD - Planning,Planning Refund,1,CRINV0001527,Portal Plan Quest Ltd,30/04/2024,£462.00
PLAN - Planning & Transportation,EAD - Planning,Planning Refund,1,CRINV0001529,Portal Plan Quest Ltd,30/04/2024,£462.00
PLAN - Planning & Transportation,EAD - Planning,Planning Refund,1,CRINV0001538,Portal Plan Quest Ltd,30/04/2024,£462.00
REGN - Regeneration & Housing,FAD - Housing Advice,Accommodation 16/04/24 -- 29/04/24 ,1,CRINV0001554,Hotel 99,30/04/2024,"£1,495.00"
LEGL - Legal & Democratic,DAB - Human Resources,Bollywood Dance Entertainment 16.6.24,1,CRINV0001573,Ri Ris Dance Academy,30/04/2024,£400.00
REGN - Regeneration & Housing,FAF - Strategic Housing,Professional fees - Feb 24,1,CRINV0001580,Avison Young (Uk) Ltd,30/04/2024,"£4,824.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Professional fees - March 24,1,CRINV0001581,Avison Young (Uk) Ltd,30/04/2024,"£35,810.40"
REGN - Regeneration & Housing,FAF - Strategic Housing,Work undertaken up to March 24,1,CRINV0001583,Arcadis Consulting (Uk) Ltd,30/04/2024,"£72,000.00"
RESO - Resources,AAB - Benefits & Customer Contact,Temp staff w/e 14.4.24 - SM,1,CRINV0001584,Eden Brown Limited,30/04/2024,"£1,212.12"
RESO - Resources,AAB - Benefits & Customer Contact,NEC DM Upgrade,1,CRINV0001588,Nec Software Solutions Uk Ltd,30/04/2024,"£7,800.00"
RESO - Resources,AAB - Benefits & Customer Contact,NEC DM Upgrade,2,CRINV0001588,Nec Software Solutions Uk Ltd,30/04/2024,"£3,120.00"
RESO - Resources,AAB - Benefits & Customer Contact,NEC DM Upgrade,3,CRINV0001588,Nec Software Solutions Uk Ltd,30/04/2024,"£3,120.00"
RESO - Resources,AAB - Benefits & Customer Contact,NEC DM Upgrade,4,CRINV0001588,Nec Software Solutions Uk Ltd,30/04/2024,"£1,920.00"
LEGL - Legal & Democratic,DAB - Human Resources,Marketing workshops,1,CRINV0001607,whY us? Marketing,30/04/2024,£576.00
LEGL - Legal & Democratic,DAB - Human Resources,Fairy tale production - 16.6.24,1,CRINV0001608,Just Imagine Events Ltd,30/04/2024,£960.00
