Disabled Facilities General,Contractor Other,DISABLED FACILITIES GRANT,B000024611/61963,Smart Building Solutions Blackburn Ltd,15/02/2024,960.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burton Chambers  - Luf,Consultants Fees,VALUATION FEES ACCRINGTON ACRE,B000024611/66574,Cbre Ltd,15/02/2024,"1,166.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Chambers - Luf,Consultants Fees,VALUATION FEES ACCRINGTON ACRE,B000024611/66574,Cbre Ltd,15/02/2024,"1,166.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Hall - Luf,Consultants Fees,VALUATION FEES ACCRINGTON ACRE,B000024611/66574,Cbre Ltd,15/02/2024,"1,166.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Hall - Luf,Miscellaneous,RELOCATION COSTS FROM MARKET HALL,B000024611/69001,Accrington Stanley Supporter Society Ltd,15/02/2024,400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affordable Warmth Intervention,Contractor Other,AFFORDABLE WARMTH GRANT,B000024612/62221,Rhea Projects,15/02/2024,"1,849.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affordable Warmth Intervention,Contractor Other,AFFORDABLE WARMTH GRANT,B000024612/62221,Rhea Projects,15/02/2024,"2,068.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Property,Electricity,ELECTRICITY 12 BROADWAY - PERIOD 01.01.2024 - 31.01.24,B000024612/65135,E-On Next Energy Ltd,15/02/2024,486.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Property,Electricity,ELECTRICITY 12 BROADWAY PERIOD 06.12.23 - 31.12.2023,B000024612/65135,E-On Next Energy Ltd,15/02/2024,443.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Benefit Administration,Office Consumables,PHOTO COPIER CHARGES,B000024564/62209,Rigby Capital Ltd,20/02/2024,393.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development Control B.U.,Agency Staff,TEMP STAFF W/C 15.1.24 ,B000024581/58852,Oyster Partnership,20/02/2024,463.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hmo,Agency Staff,TEMP STAFF W/C 15.1.24,B000024581/58852,Oyster Partnership,20/02/2024,"1,105.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hmo,Agency Staff,TEMP STAFF W/C 15.1.24 ,B000024581/58852,Oyster Partnership,20/02/2024,"1,196.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Standards,Agency Staff,TEMP STAFF W/C 15.1.24,B000024581/58852,Oyster Partnership,20/02/2024,707.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Licensing,Licensing New Burdens Grant,UPDATES TO PAYMENT SYSTEM,B000024581/67715,Victoria Solutions Ltd,20/02/2024,450.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building Control B.U.,Agency Staff,TEMP STAFF W/C 15.1.24,B000024581/68845,Brg Interim Solutions Limited,20/02/2024,970.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Protection,Agency Staff,TEMP STAFF W/E 21.1.24 ,B000024583/61860,Vivid Resourcing,20/02/2024,"1,850.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Protection,Agency Staff,TEMP STAFF W/E 21.1.254 ,B000024583/61860,Vivid Resourcing,20/02/2024,529.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Resources,Health Screening,F4 JOBS X 10 INDEPENDENT PENSION SIGNATORY,B000024586/44366,People Asset Management,20/02/2024,104.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Services,Health Screening,F4 JOBS X 10 INDEPENDENT PENSION SIGNATORY,B000024586/44366,People Asset Management,20/02/2024,147.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registration Of Electors,Document Management,WEEKLY PRINT RUN,B000024586/62168,Civica Election Services,20/02/2024,870.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Protection,Air Quality Review,NO2 TUBES & ANALYSIS,B000024587/35839,Gradko International Ltd,20/02/2024,740.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswaldtwistle Civic Theatre,Asset Maint R&M,OSW CIVIC THEATRE - FULL CONDITION SURVEY AND REPORT,B000024587/39718,Glovers Project Services Ltd,20/02/2024,"3,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswaldtwistle Civic Theatre,Asset Maint R&M,OSW CIVIC THEATRE - BUILDING CLEARANCE,B000024587/48843,Clearway Env Services (Uk) Ltd,20/02/2024,"10,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Maintenance,Work Done Dlo-Highways,JET GULLIES TO PARK ENTRANCE 4/5/8 & 11 JANUARY - CUT LANE RISHTON,B000024587/54512,Clear A Drain Ltd,20/02/2024,600.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhyddings Cafe,Asset Maint R&M,RHYDDINGS PARK COACH HOUSE - CALL OUT - HEATING,B000024587/59248,Lancashire Gas Services,20/02/2024,397.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burton Chambers  - Luf,Legal Fees,LEGAL FEES - CPO'S,B000024587/66553,Womble Bond Dickinson,20/02/2024,"2,635.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Chambers - Luf,Legal Fees,LEGAL FEES - CPO'S,B000024587/66553,Womble Bond Dickinson,20/02/2024,"2,635.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Services,Agency Staff,AGENCY STAFF W/C 22.1.24,B000024591/61971,Rapid Recruit Ltd,20/02/2024,"1,162.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipping Charges,Hired Vehicle,TIPPING COSTS,B000024591/9294,Stanley Brothers (Tippers) Ltd,20/02/2024,540.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Resources,First Aid Courses,FAW - 10 RENEWAL +FORESTRY MODULE - TRAINING,B000024592/37618,Abc North West Ltd,20/02/2024,"1,003.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Resources,Training Expenses,TAXI LICENSING TRAINING,B000024592/54674,The Institute Of Licensing,20/02/2024,247.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development Control B.U.,Agency Staff,AGENCY STAFF W/C 22-01-2024 ,B000024592/58852,Oyster Partnership,20/02/2024,463.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allotments,General Repair & Maint Bldgs,URGENT REMOVAL OF WASTE - PEEL PARK ALLOTMENTS,B000024592/59338,Waste Busters Waste Removal,20/02/2024,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building Control B.U.,Agency Staff, AGENCY STAFF W/C 22.01.2024,B000024592/68845,Brg Interim Solutions Limited,20/02/2024,"1,469.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,RAM BRUSH KIT,B000024593/1164,Dennis Eagle Limited,20/02/2024,"1,157.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,ABS SENSOR,B000024593/36492,Chorley Nissan,20/02/2024,217.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Depot,BENCH REMOVAL,B000024593/39746,Assured Automobile Assessors Ltd,20/02/2024,240.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pest Control,Baits & Poisons,PESTICIDE JAR,B000024594/2419,Killgerm Chemicals Ltd,20/02/2024,25.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pest Control,Baits & Poisons,BRODIKIL WHOLE WHEAT 10KG,B000024594/2419,Killgerm Chemicals Ltd,20/02/2024,220.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Playground Repairs,DELIVERY,B000024594/24552,Play & Leisure Ltd,20/02/2024,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Playground Repairs,PARTS FOR SEE-SAW,B000024594/24552,Play & Leisure Ltd,20/02/2024,272.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Street Cleansing,Mech Sweeper Brushes,HD POLY/WIRE BRUSHES FOR BUCHER 202,B000024594/54115,Probrush,20/02/2024,"2,721.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Street Cleansing,Mech Sweeper Brushes,WIRE BRUSH FOR SCAREB MAGNUM,B000024594/54115,Probrush,20/02/2024,612.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Playground Repairs,PLAYGROUND SPARES ,B000024594/57284,Online Playgrounds,20/02/2024,"1,679.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Food & Safety,Gpp + Ordnance Survey Sheets,GGP LICENSE,B000024595/1639,Ggp Systems Ltd,20/02/2024,"1,593.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrington Crematorium,Repair & Maint Cremator,SERVICE AGREEMENT YRS 23,B000024595/28418,Facultatieve Technologies,20/02/2024,"11,073.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrington Crematorium,Mercury Abatement,BURDEN SHARING COSTS,B000024595/40624,Burnley Borough Council,20/02/2024,"17,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,FIT RELAYS,B000024596/8014,Terberg Matec Uk,20/02/2024,"4,573.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,SENSOR SONIC START,B000024596/8014,Terberg Matec Uk,20/02/2024,398.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Asset Maint R&M,OAKHILL PARK - RESET STONES ON STONE PILLARS,B000024597/14998,Sterling Construction (Services) Ltd,20/02/2024,480.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaitcliffe House,Asset Maint R&M,SUPPLY AND INSTALL 1NO BI-PART AUTOMATIC SLIDE OPERATOR KIT ,B000024597/37111,Automatic Door Company,20/02/2024,"4,825.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hmo,Agency Staff,TEMP STAFF - W.C 22.01.24 ,B000024597/58852,Oyster Partnership,20/02/2024,"1,131.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hmo,Agency Staff,TEMP STAFF - W/C 22.01.24,B000024597/58852,Oyster Partnership,20/02/2024,"1,388.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Standards,Agency Staff,TEMP STAFF - W/C 22.01.24,B000024597/58852,Oyster Partnership,20/02/2024,947.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Protection,Agency Staff,TEMP STAFF - W/C 28.01.24 ,B000024597/61860,Vivid Resourcing,20/02/2024,944.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Protection,Agency Staff,TEMP STAFF -  W/E 28.01.24 ,B000024597/61860,Vivid Resourcing,20/02/2024,"1,850.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markets - Operations,Asset Maint R&M,HBC CALL OUTS - JANUARY 2024,B000024597/64522,R J Lift Services Ltd,20/02/2024,266.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haworth Art Gallery,Advertising General,DIRECTORY TO ADVERTISE WEDDINGS,B000024597/69025,Hitched Ltd,20/02/2024,989.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Benefit Administration,Computer Rental & Maint,PHOTOCOPIER CHARGES,B000024601/60165,Specialist Computer Centres Plc,20/02/2024,332.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Protection,Agency Staff,TEMP STAFF - W/E 04.02.24 ,B000024601/61860,Vivid Resourcing,20/02/2024,"1,850.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Protection,Agency Staff,TEMP STAFF - W/E 04.02.24 ,B000024601/61860,Vivid Resourcing,20/02/2024,862.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrington Crematorium,Asset Maint R&M,WATER SYSTEM COMPLIANCE  -MONTHLY MONITORING FOR JAN 2024,B000024601/68680,H S L Compliance,20/02/2024,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Town Hall,Asset Maint R&M,WATER SYSTEM COMPLIANCE  -MONTHLY MONITORING FOR JAN 2024,B000024601/68680,H S L Compliance,20/02/2024,52.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Property,Asset Maint R&M,WATER SYSTEM COMPLIANCE  -MONTHLY MONITORING FOR JAN 2024,B000024601/68680,H S L Compliance,20/02/2024,71.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haworth Art Gallery,Asset Maint R&M,WATER SYSTEM COMPLIANCE  -MONTHLY MONITORING FOR JAN 2024,B000024601/68680,H S L Compliance,20/02/2024,88.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyndburn Cemeteries,Asset Maint R&M,WATER SYSTEM COMPLIANCE  -MONTHLY MONITORING FOR JAN 2024,B000024601/68680,H S L Compliance,20/02/2024,136.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leisure In Hyndburn,Lih R&M,WATER SYSTEM COMPLIANCE  -MONTHLY MONITORING FOR JAN 2024,B000024601/68680,H S L Compliance,20/02/2024,83.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library St Depot,Asset Maint R&M,WATER SYSTEM COMPLIANCE  -MONTHLY MONITORING FOR JAN 2024,B000024601/68680,H S L Compliance,20/02/2024,42.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markets - Operations,Asset Maint R&M,WATER SYSTEM COMPLIANCE  -MONTHLY MONITORING FOR JAN 2024,B000024601/68680,H S L Compliance,20/02/2024,78.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Asset Maint R&M,WATER SYSTEM COMPLIANCE  -MONTHLY MONITORING FOR JAN 2024,B000024601/68680,H S L Compliance,20/02/2024,313.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhyddings Cafe,Asset Maint R&M,WATER SYSTEM COMPLIANCE  -MONTHLY MONITORING FOR JAN 2024,B000024601/68680,H S L Compliance,20/02/2024,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaitcliffe House,Asset Maint R&M,WATER SYSTEM COMPLIANCE  -MONTHLY MONITORING FOR JAN 2024,B000024601/68680,H S L Compliance,20/02/2024,64.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Asset Maint R&M,WATER SYSTEM COMPLIANCE  -MONTHLY MONITORING FOR JAN 2024,B000024601/68680,H S L Compliance,20/02/2024,111.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development Control B.U.,Agency Staff,TEMP STAFF WC 29.01.24,B000024605/58852,Oyster Partnership,20/02/2024,463.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hmo,Agency Staff,TEMP STAFF WC 29.01.24,B000024605/58852,Oyster Partnership,20/02/2024,"1,105.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hmo,Agency Staff,TEMP STAFF WC 29.01.24 ,B000024605/58852,Oyster Partnership,20/02/2024,"1,942.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Standards,Agency Staff,TEMP STAFF WC 29.01.24,B000024605/58852,Oyster Partnership,20/02/2024,729.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building Control B.U.,Agency Staff,TEMP STAFF WC 29.01.24,B000024605/68845,Brg Interim Solutions Limited,20/02/2024,968.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswaldtwistle Civic Theatre,Electricity,OSW CIVIC JAN 24 ELECTRIC,B000024605/68891,Corona Energy,20/02/2024,"1,145.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukspf - Regeneration,Marketing/Promotion,WEB SUPPORT - JAN 24,B000024606/66163,Media Village,20/02/2024,240.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Protection,Fees-Analysts & Consultants,CONSULTANCY - JAN 24,B000024606/68863,Han Tucker Associates,20/02/2024,272.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dangerous Structiues,General Repair & Maint Bldgs,EMERGENCY WORKS,B000024606/69009,Ventbrook Ltd,20/02/2024,620.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Infrastructure,Forestry Commission Works,76M OF POST AND RAIL FENCE DOUBLE RAIL,B000024607/14998,Sterling Construction (Services) Ltd,20/02/2024,"2,036.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Services,Printer/ Copier Rental & Maint,TONER CARTRIDGES ,B000024607/67720,Document Logic,20/02/2024,225.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wi-Fi Upgrade,Equipment,WORK CARRIED OUT AT SCAITCLIFFE HOUSE,B000024607/7968,T I S Ltd,20/02/2024,630.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Investigation,Work Done Dlo-Highways,"DRAINAGE WORKS AT EDGE END, GT HARWOOD",B000024611/38733,Marchbridge Builders Ltd,20/02/2024,"5,622.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Street Parking,General Repair & Maint Bldgs,PATCHING TO WELLINGTON ST CAR PARK,B000024611/38733,Marchbridge Builders Ltd,20/02/2024,894.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Hall - Luf,Miscellaneous,1 DESIGN SUPPORT ATS BROADWAY FLAGS,B000024611/66163,Media Village,20/02/2024,600.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Advice,Interpreter,TELEPHONE INTERPRETER SERVICES JAN 24,B000024611/68812,Clear Voice,20/02/2024,315.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer Park Bowls Pavilion,Contractor Other,MERCER PARK SERVICE BUILDING - INSTALLATION OF NEW ROOF,B000024612/45450,Mercers Builders Ltd,20/02/2024,"9,200.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Benefit Administration,Training Expenses,IRRV  SUBS,B000024612/52997,Irrv,20/02/2024,185.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local Taxation,Training Expenses,IRRV SSUBS,B000024612/52997,Irrv,20/02/2024,185.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Benefit Administration,Billing,ANNUAL BILLING STATIONARY 2024,B000024612/57679,Critiqom,20/02/2024,384.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local Taxation,Billing,ANNUAL BILLING STATIONARY 2024,B000024612/57679,Critiqom,20/02/2024,384.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affordable Warmth Intervention,Contractor Other,AFFORDABLE WARMTH GRANT,B000024612/62221,Rhea Projects,20/02/2024,"2,068.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,REPAIR VEHICLE,B000024615/2682,Lynch Truck Services,20/02/2024,"2,391.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Equipmnt Repair & Maint,SERVICE AND REPAIRS,B000024615/68556,Rob Mercer,20/02/2024,"1,444.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Equipmnt Repair & Maint,SERVICE AND REPAIRS,B000024615/68556,Rob Mercer,20/02/2024,615.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Water Charges,WATER CHARGES CVMU 2.1.24-1.2.24,B000024615/8325,Water Plus Ltd,20/02/2024,386.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Stock Issues,CONSUMABLES,B000024616/28065,Wurth Uk Ltd,20/02/2024,286.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,TYRES,B000024616/29877,Rossendale Vulcanising (Sales Ltd),20/02/2024,"5,117.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
