Department Area,Service Area,Description,Line,HBC Ref No.,Name:  ,Payment Date,Amount Paid
RESO - Resources,AAF - Finance,July Land Registry Fee,164,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,165,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,166,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,167,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,168,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,169,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,170,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,171,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,172,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,173,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,174,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,175,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,176,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,177,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,178,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,179,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,180,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,181,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,182,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,183,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,184,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,185,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,186,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,187,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,188,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,189,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,190,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,191,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,192,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,193,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,194,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,195,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,196,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,197,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,198,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,199,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,200,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,201,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,202,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,203,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,204,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,205,CRINV0003998,HM Land Registry,15/08/24,12.00
RESO - Resources,AAF - Finance,July Land Registry Fee,206,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,207,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,208,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,209,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,210,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,211,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,212,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,213,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,214,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,215,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,216,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,217,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,218,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,219,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,220,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,221,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,222,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,223,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,224,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,225,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,226,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,227,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,228,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,229,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,230,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,231,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,232,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,233,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,234,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,235,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,236,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,237,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,238,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,239,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,240,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,241,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,242,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,243,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,244,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,245,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,246,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,247,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,248,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,249,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,250,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,251,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,252,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,253,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,254,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,255,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,256,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,257,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,258,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,259,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,260,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,261,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,262,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,263,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,264,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,265,CRINV0003998,HM Land Registry,15/08/24,6.00
ENVS - Environmental Services,CAA - Environmental Maintenance,Professional Services - NLHF Development stage,1,CRINV0004174,Perfect Circle JV Ltd,15/08/24,"19,641.60"
ENVS - Environmental Services,CAA - Environmental Maintenance,Professional Services - Acc Town Centre Masterplan Framework,1,CRINV0004175,Perfect Circle JV Ltd,15/08/24,"68,771.83"
RESO - Resources,AAB - Benefits & Customer Contact,Agency staff - w/e 28.07.24,1,CRINV0004198,Eden Brown Limited,15/08/24,"1,212.12"
REGN - Regeneration & Housing,FAE - Property,Electricity Invoice Period 10/07/2024 - 31/07/2024,1,CRINV0004238,E-On Next Energy - A-FD2B3937 Kiosk 18 Accrington,15/08/24,447.91
ENVS - Environmental Services,CAA - Environmental Maintenance,Charges - 01.07.24 - 31.07.24,1,CRINV0004239,Smartest Energy - 100011736903 77-79 Blackburn Rd,15/08/24,970.49
RESO - Resources,AAD - ICT,Charges - 19.7.24 to 18.8.24,1,CRINV0004275,EE Limited,15/08/24,"3,263.51"
RESO - Resources,AAD - ICT,Charges: 19.7.24 to 18.8.24,2,CRINV0004275,EE Limited,15/08/24,0.42
RESO - Resources,AAB - Benefits & Customer Contact,Rent - August 21,1,CRINV0004293,Ada Glossop Ltd,15/08/24,"1,000.00"
RESO - Resources,AAG - Management Resources,Wilson Field Leisure Centre Contractor Fees,1,CRINV0004303,Alliance Leisure Services Limited,15/08/24,"735,555.56"
RESO - Resources,AAG - Management Resources,Wilson Field Leisure Centre PM Fees,2,CRINV0004303,Alliance Leisure Services Limited,15/08/24,"5,228.57"
RESO - Resources,AAG - Management Resources,Wilson Field Leisure Centre ALS Fee,3,CRINV0004303,Alliance Leisure Services Limited,15/08/24,"5,400.00"
RESO - Resources,AAG - Management Resources,Wilson Field Leisure Centre - Catering - OBL,4,CRINV0004303,Alliance Leisure Services Limited,15/08/24,"81,534.60"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Grass cutting of highway verges,1,CRINV0004337,Grounds Gardens & Trees Ltd,15/08/24,"21,631.34"
LEGL - Legal & Democratic,DAB - Human Resources,HMRC - July 24 Tax,1,CRINV0004341,HM Revenue & Customs (Direct Debit),15/08/24,"99,719.16"
LEGL - Legal & Democratic,DAB - Human Resources,HMRC July 24 Student Loans,2,CRINV0004341,HM Revenue & Customs (Direct Debit),15/08/24,"1,512.00"
LEGL - Legal & Democratic,DAB - Human Resources,HMRC Apprenticeship Levy July 24,3,CRINV0004341,HM Revenue & Customs (Direct Debit),15/08/24,"2,545.00"
LEGL - Legal & Democratic,DAB - Human Resources,HMRC NI July 24,4,CRINV0004341,HM Revenue & Customs (Direct Debit),15/08/24,"105,788.27"
LEGL - Legal & Democratic,DAB - Human Resources,Election - HMRC July 24 Tax,5,CRINV0004341,HM Revenue & Customs (Direct Debit),15/08/24,"5,731.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Acc Cem Phase 2 works,1,CRINV0004348,Ross Lee Construction Ltd,15/08/24,"1,056.00"
RESO - Resources,AAD - ICT,l 4X Black Laserjet Toner Cartridge ,1,CRPOI0003960,Document Logic,15/08/24,292.21
RESO - Resources,AAD - ICT,31 x Dual Monitor Arms with clamp ,1,CRPOI0004272,Ikonic Technology Limited,15/08/24,"1,302.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,"Fell 20 of the worst Ash trees 
Leaving stumps cut down to ground level
Alan Ramsbottom Way, Gt Harwood, BB6 7UR",1,CRPOI0004328,Northern Forestry & Arb,15/08/24,900.00
PLAN - Planning & Transportation,EAD - Planning,Temp Staff W/C 15/07/2024,1,CRINV0003844,Vivid Resourcing,20/08/24,"2,160.00"
PLAN - Planning & Transportation,EAD - Planning,Agency costs w/c 15.07.2024,1,CRINV0003847,Oyster Partnership,20/08/24,"2,439.83"
REGN - Regeneration & Housing,FAB - Facilities,CVMU Fire Alarm relay and maintenance,1,CRINV0003848,Full Circuit Fire & Security Ltd,20/08/24,371.96
ENVH - Environmental Health,BAB - Environmental Protection,Agency staff - w/e 21.07.24 ,1,CRINV0003871,Vivid Resourcing,20/08/24,831.60
ENVH - Environmental Health,BAB - Environmental Protection,Agency staff - w/e 21.07.204 ,1,CRINV0003872,Vivid Resourcing,20/08/24,"2,070.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Cremation Forms Apr/May/Jun 2024,1,CRINV0003873,Peel House Medical Practice,20/08/24,"5,382.00"
ENVH - Environmental Health,BAA - Housing Standards,Temp staff w/e 15.7.24,1,CRINV0003893,Oyster Partnership,20/08/24,"1,603.68"
ENVH - Environmental Health,BAA - Housing Standards,Agency Costs W/C 15.06.2024,1,CRINV0003895,G2 Recruitment Solutions,20/08/24,"2,000.68"
RESO - Resources,AAB - Benefits & Customer Contact,Professional charges,1,CRINV0003922,Greenhalgh Kerr,20/08/24,"6,556.26"
RESO - Resources,AAB - Benefits & Customer Contact,Professional charges,2,CRINV0003922,Greenhalgh Kerr,20/08/24,29.00
REGN - Regeneration & Housing,FAB - Facilities,Isolate heating system and drain down,1,CRINV0003942,Lancashire Gas Services,20/08/24,"3,036.59"
REGN - Regeneration & Housing,FAB - Facilities,Air Con works,1,CRINV0004020,Airco,20/08/24,628.01
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0004056,Pirtek Preston 2004 Ltd,20/08/24,285.67
ENVS - Environmental Services,CAE - Waste Services,Agency staff - w/e 28.07.24,1,CRINV0004099,Rapid Recruitment Ltd,20/08/24,"2,335.36"
ENVS - Environmental Services,CAF - CVMU,Car parts,1,CRINV0004114,Dennis Eagle Limited,20/08/24,481.37
RESO - Resources,AAB - Benefits & Customer Contact,Professional Charges,1,CRINV0004143,Greenhalgh Kerr,20/08/24,"5,864.00"
RESO - Resources,AAB - Benefits & Customer Contact,Professional charges,2,CRINV0004143,Greenhalgh Kerr,20/08/24,10.80
ENVS - Environmental Services,CAA - Environmental Maintenance,Provision of legal services - Accrington Acre Project,1,CRINV0004173,Womble Bond Dickinson (Uk) LLP,20/08/24,"5,040.19"
ENVS - Environmental Services,CAA - Environmental Maintenance,Provision of legal services - Accrington Acre Project,2,CRINV0004173,Womble Bond Dickinson (Uk) LLP,20/08/24,"5,040.20"
ENVS - Environmental Services,CAA - Environmental Maintenance,Provision of legal services - Accrington Acre Project,3,CRINV0004173,Womble Bond Dickinson (Uk) LLP,20/08/24,"5,040.21"
LEGL - Legal & Democratic,DAG - Elections,Lighting for ballot count,1,CRINV0004211,Pilkington Bros (Church) Ltd,20/08/24,540.00
LEGL - Legal & Democratic,DAG - Elections,Room hire 04.07.24,1,CRINV0004216,Community Solutions North West Ltd,20/08/24,516.00
ENVS - Environmental Services,CAC - Parks & Cemeteries,Agency staff - w/c 15.07.24,1,CRINV0004311,Proman Supply Chain Ltd,20/08/24,"2,299.67"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Temp Staff w/c 22.07.24.  ,1,CRINV0004322,Proman Supply Chain Ltd,20/08/24,"2,140.20"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Temp Staff w/c 15.07.24 S.S   ,1,CRINV0004327,Proman Supply Chain Ltd,20/08/24,"1,249.46"
RESO - Resources,AAB - Benefits & Customer Contact,Agency staff - w/e 04.08.24 ,1,CRINV0004332,Eden Brown Limited,20/08/24,"1,212.12"
ENVS - Environmental Services,CAE - Waste Services,Professional fees,1,CRINV0004350,Protector Insurance,20/08/24,480.00
ENVS - Environmental Services,CAE - Waste Services,Temp Staff w/e 07.07.24 ,1,CRINV0004352,Rapid Recruitment Ltd,20/08/24,"2,610.10"
REGN - Regeneration & Housing,FAF - Strategic Housing,Full clean of a property,1,CRINV0004376,JPS Property Services Limited,20/08/24,"1,200.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Full clean of property,1,CRINV0004377,JPS Property Services Limited,20/08/24,780.00
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0004382,Artisan Windows,20/08/24,"5,055.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0004383,A G S Heating & Plumbing Ltd,20/08/24,"4,950.00"
PLAN - Planning & Transportation,EAA - Building Control,Agency staff - w/e 09.08.24,1,CRINV0004392,Deekay Tech Recruitment Ltd,20/08/24,"1,134.18"
RESO - Resources,AAA - Assurance,Auditing projects,1,CRPOI0003232,Chartered Inst Of Internal Auditors,20/08/24,"1,302.00"
RESO - Resources,AAA - Assurance,"Auditing projects, project management and project risk ",2,CRPOI0003232,Chartered Inst Of Internal Auditors,20/08/24,"3,084.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,1 X Tube Clamp incl. Screw and Nut,1,CRPOI0003904,Russell Leisure Limited,20/08/24,120.00
ENVS - Environmental Services,CAC - Parks & Cemeteries,1 X EU Processing Fee,2,CRPOI0003904,Russell Leisure Limited,20/08/24,144.00
ENVS - Environmental Services,CAC - Parks & Cemeteries,Delivery,3,CRPOI0003904,Russell Leisure Limited,20/08/24,54.60
ENVS - Environmental Services,CAC - Parks & Cemeteries,Pro Roller Heavy Duty Rear Roller Mower,1,CRPOI0003911,Gibsons Garden Machinery Ltd,20/08/24,"1,897.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,20 X 50/50 Rootzone ,1,CRPOI0004001,Agrovista Uk Limited,20/08/24,"1,133.81"
LEGL - Legal & Democratic,DAA - Democratic Services,Councillors Business Cards,1,CRPOI0004108,The Small Sign Company,20/08/24,756.00
ENVS - Environmental Services,CAE - Waste Services,50 X Wire Brushes for Scarab Merlin Road Sweeper ,1,CRPOI0004361,Probrush,20/08/24,"3,192.00"
ENVS - Environmental Services,CAE - Waste Services,"12,000 X Pink Colour Enforcement Sacks 
Made to 940 X 1550 X 250 gauge 
To be printed a per sample supplied",1,CRPOI0004368,Durasak Limited,20/08/24,"5,040.00"
ENVS - Environmental Services,CAE - Waste Services,Blue 2.8mm Poly & 3.3mm Wire 3 ROW ,1,CRPOI0004369,Probrush,20/08/24,"2,471.87"
ENVS - Environmental Services,CAE - Waste Services,Carriage Costs,2,CRPOI0004369,Probrush,20/08/24,41.15
REGN - Regeneration & Housing,FAB - Facilities,Portable appliance testing - Willows Lane,1,CRINV0003957,BES Group Electrical Limited,22/08/24,397.21
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0004037,Dennis Eagle Limited,22/08/24,433.18
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0004039,Dennis Eagle Limited,22/08/24,412.87
ENVS - Environmental Services,CAF - CVMU,Vehicles steam cleaned - 01.07.24,1,CRINV0004042,Keep Em Clean,22/08/24,262.50
ENVS - Environmental Services,CAF - CVMU,Vehicles steam cleaned - 08.07.24,1,CRINV0004044,Keep Em Clean,22/08/24,262.50
ENVS - Environmental Services,CAF - CVMU,Vehicles steam cleaned - 15.07.24,1,CRINV0004045,Keep Em Clean,22/08/24,262.50
ENVS - Environmental Services,CAF - CVMU,Steam cleaning of vehicles - 29.07.24,1,CRINV0004046,Keep Em Clean,22/08/24,262.50
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0004057,Pirtek Preston 2004 Ltd,22/08/24,265.00
ENVS - Environmental Services,CAF - CVMU,Vehicle cleaning,1,CRINV0004120,Keep Em Clean,22/08/24,262.50
RESO - Resources,AAB - Benefits & Customer Contact,Fees,1,CRINV0004142,Marston (Holdings) Ltd,22/08/24,"2,530.97"
RESO - Resources,AAF - Finance,External Audit 21-22 of Hyndburn Borough Council,1,CRINV0004172,Forvis Mazars LLP,22/08/24,"46,960.80"
LEGL - Legal & Democratic,DAB - Human Resources,2 x Community Heritage Workshops,1,CRINV0004243,Young Identity,22/08/24,"1,520.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,50% deposit for rescheduled extra works,1,CRINV0004393,Thomas Roofs,22/08/24,"3,137.50"
REGN - Regeneration & Housing,FAF - Strategic Housing,Huncoat Garden Village,1,CRINV0004396,Arcadis Consulting (Uk) Ltd,22/08/24,"57,420.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Period: 26.3.24 to 25.7.24,1,CRINV0004447,Water Plus - 4083296151 Market Hall,22/08/24,"3,002.37"
RESO - Resources,AAG - Management Resources,Car rental renewal,1,CRINV0004464,Lex Autolease Ltd,22/08/24,"6,297.84"
REGN - Regeneration & Housing,FAB - Facilities,Disabled Facilities Grant ,1,CRINV0004477,Greenwood Plumbers,22/08/24,"4,150.00"
RESO - Resources,AAF - Finance,Transaction Fees,1,CRINV0004485,Allpay Ltd,22/08/24,"1,402.86"
RESO - Resources,AAF - Finance,G4S - Usage Charge 01.07.2024 - 31.07.2024,1,CRINV0004494,G4S Cash Solutions (UK) Limited,22/08/24,601.10
RESO - Resources,AAF - Finance,LCC Ctax Precept August 24,1,CRINV0004495,Lancashire County Council (Direct Debit Payments),22/08/24,"3,652,944.00"
RESO - Resources,AAF - Finance,LCC Ctax Deficit 23/24,2,CRINV0004495,Lancashire County Council (Direct Debit Payments),22/08/24,"106,396.00-"
RESO - Resources,AAF - Finance,LCC NDR Precept August 24,3,CRINV0004495,Lancashire County Council (Direct Debit Payments),22/08/24,"211,187.00"
RESO - Resources,AAF - Finance,LCC NDR Surplus 23/24,4,CRINV0004495,Lancashire County Council (Direct Debit Payments),22/08/24,"15,923.00"
RESO - Resources,AAF - Finance,Fire Ctax Precept August 24,5,CRINV0004495,Lancashire County Council (Direct Debit Payments),22/08/24,"187,211.00"
RESO - Resources,AAF - Finance,Fire Ctax Deficit 23/24,6,CRINV0004495,Lancashire County Council (Direct Debit Payments),22/08/24,"5,559.00-"
RESO - Resources,AAF - Finance,Fire NDR Precept August 24,7,CRINV0004495,Lancashire County Council (Direct Debit Payments),22/08/24,"23,465.00"
RESO - Resources,AAF - Finance,Fire NDR Surplus 23/24,8,CRINV0004495,Lancashire County Council (Direct Debit Payments),22/08/24,"1,769.00"
RESO - Resources,AAF - Finance,Police Ctax Precept August24,9,CRINV0004495,Lancashire County Council (Direct Debit Payments),22/08/24,"581,982.00"
RESO - Resources,AAF - Finance,Police Ctax Deficit 23/24,10,CRINV0004495,Lancashire County Council (Direct Debit Payments),22/08/24,"16,989.00-"
RESO - Resources,AAF - Finance,Direct Debit ,1,CRINV0004496,Lloyds Bank Cardnet,22/08/24,"2,919.93"
ENVS - Environmental Services,CAA - Environmental Maintenance,Charges: May-July 24,1,CRINV0004505,Aecom Limited,22/08/24,"42,669.74"
ENVS - Environmental Services,CAA - Environmental Maintenance,Charges: May-July 24,2,CRINV0004505,Aecom Limited,22/08/24,"42,669.74"
ENVS - Environmental Services,CAA - Environmental Maintenance,Charges: May-July 24,3,CRINV0004505,Aecom Limited,22/08/24,"42,669.75"
REGN - Regeneration & Housing,FAB - Facilities,Lightning protection and repairs at Hyndburn Leisure,1,CRPOI0003958,Premier Technical Services Group,22/08/24,496.02
ENVS - Environmental Services,CAC - Parks & Cemeteries, Stihl Batteries ,1,CRPOI0004004,Balmers Garden Machinery,22/08/24,"3,192.00"
ENVS - Environmental Services,CAF - CVMU,Box spliter & Cable,1,CRINV0003720,Terberg Matec Uk,29/08/24,385.07
ENVS - Environmental Services,CAF - CVMU,Sensor mini & sensor sonic,1,CRINV0003721,Terberg Matec Uk,29/08/24,531.46
ENVS - Environmental Services,CAF - CVMU,Parts and materials,1,CRINV0003839,Terberg Matec Uk,29/08/24,555.33
ENVH - Environmental Health,BAB - Environmental Protection,Agency staff - w/e 28.07.24,1,CRINV0003972,Vivid Resourcing,29/08/24,"1,110.00"
ENVH - Environmental Health,BAA - Housing Standards,Agency Costs W/C 15th July 2024,1,CRINV0003980,Oyster Partnership,29/08/24,"1,326.00"
ENVH - Environmental Health,BAA - Housing Standards,Agency Costs W/C 22/07/24 ,1,CRINV0003981,Oyster Partnership,29/08/24,"1,606.80"
ENVH - Environmental Health,BAA - Housing Standards,Agency costs w/c 22/07/24 ,1,CRINV0003982,Oyster Partnership,29/08/24,"1,905.07"
ENVH - Environmental Health,BAA - Housing Standards,Agency Costs w/c 22/07/24 ,1,CRINV0003983,Oyster Partnership,29/08/24,825.12
RESO - Resources,AAB - Benefits & Customer Contact,Printer charges,1,CRINV0003989,Rigby Capital Ltd,29/08/24,471.86
ENVS - Environmental Services,CAC - Parks & Cemeteries,Webcasts/slideshows/music,1,CRINV0004006,Obitus (Vivedia Ltd),29/08/24,"1,768.80"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Webcasts/music/photos,1,CRINV0004007,Obitus (Vivedia Ltd),29/08/24,"1,467.60"
PLAN - Planning & Transportation,EAD - Planning,Agency Costs W/E 28/07/2024 ,1,CRINV0004033,Vivid Resourcing,29/08/24,"1,524.00"
