,,,,,,
Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment Date,Net Amount (£)
Registration Of Electors,Canvass,CF- ANNUAL CANVASS 23,B000024378/62168,Civica Election Services,31/10/23,"4,983.10"
Parks & Open Spaces,Grass Cutting Contract,GRASS CUTTING CONTRACT,B000024379/57700,Master Ground Services,31/10/23,"30,000.00"
Willows Lane Depot,Service Training Expenses,WAMITAB TRAINING,B000024379/61661,Environmental Leadership Ltd,31/10/23,513.75
Tipping Charges,Hired Vehicle,WASTE TRANSFERRED FROM WILLOWS LANE DEPOT,B000024379/9294,Stanley Brothers (Tippers) Ltd,31/10/23,540.00
Refuse Collection,Cpc Driver Training,CS03545-SERVICE-DCPC REG - ACCRINGTON,B000024382/19112,Specialist Training Consultancy Ltd,31/10/23,26.25
Refuse Collection,Cpc Driver Training,CS03545-SERVICE-PROFESSIONAL DRIVER KNOWLEDGE 10.10.23,B000024382/19112,Specialist Training Consultancy Ltd,31/10/23,228.75
Pest Control,Baits & Poisons,CS03563-SERVICE-CEMENT290ML - CEMENT REPAIR EXPRESS,B000024382/2419,Killgerm Chemicals Ltd,31/10/23,134.64
Pest Control,Baits & Poisons,CS03563-SERVICE-SAKBRODGEL10 - SAKARAT BRODI GEL 300G (10 PK),B000024382/2419,Killgerm Chemicals Ltd,31/10/23,106.20
Hyndburn Cemeteries,Materials-Direct,CS03562-SERVICE-E36 PADLOCKS,B000024382/41229,Powell Hardware Ltd,31/10/23,270.72
Pest Control,Baits & Poisons,CS03564-SERVICE-ROTECH VENTMESH AIR BRICK COVER - MED BLACK,B000024382/60960,1env,31/10/23,59.40
Pest Control,Baits & Poisons,CS03564-SERVICE-ROTECH VENTMESH AIR BRICK COVER - MED GREY,B000024382/60960,1env,31/10/23,59.40
Pest Control,Baits & Poisons,CS03564-SERVICE-ROTECH VENTMESH AIR BRICK COVER - MED WHITE,B000024382/60960,1env,31/10/23,59.40
Pest Control,Baits & Poisons,CS03564-SERVICE-ROTECH VENTMESH AIR BRICK COVER - SMALL BLACK,B000024382/60960,1env,31/10/23,44.10
Pest Control,Baits & Poisons,CS03564-SERVICE-ROTECH VENTMESH AIR BRICK COVER - SMALL GREY,B000024382/60960,1env,31/10/23,44.10
Cvmu,Materials-Direct,LAMP BULB BEARINGS,B000024383/2521,Lancashire Leyland Daf Ltd,31/10/23,269.42
Cvmu,Materials-Direct,PARTS,B000024383/2521,Lancashire Leyland Daf Ltd,31/10/23,"1,827.08"
Cvmu,Materials-Direct,TAIL LIFT ATTENDED,B000024383/62002,Tail Lift Uk,31/10/23,673.42
Mot General,Training Expenses,AUDIT MOT,B000024383/67926,Stephen W Wood,31/10/23,325.00
Human Resources,Training Expenses,INTRODUCTION TO ROAD TRANSPORT TRAINING,B000024384/19112,Specialist Training Consultancy Ltd,31/10/23,990.00
Human Resources,Training Expenses,STUDENT NOTES,B000024384/19112,Specialist Training Consultancy Ltd,31/10/23,20.00
Land At Nook Lane,Environmental Works,TREATMENT OF JAPANESE KNOTWEED AT BURY MEADOWS,B000024384/30834,Lancashire Wildlife Trust,31/10/23,520.00
Human Resources,Publications & Periodicals,SOFTWARE SUBSCRIPTION PERIOD 19-11-2023 - 18-11-2024,B000024384/59281,Indicator - Fl Memo Ltd,31/10/23,820.00
Hag Restoration & Lighting,Contractor Other,BLINDS FOR EXHIBITION ROOMS,B000024384/60748,Blind Solutions,31/10/23,837.68
Haworth Art Gallery,New Equipment,BLINDS FOR EXHIBITION ROOMS,B000024384/60748,Blind Solutions,31/10/23,262.32
Development Control B.U.,Agency Staff,AGENCY STAFF PERIOD END 18-06-23,B000024384/66417,Carrington West Limited,31/10/23,"1,306.88"
Development Control B.U.,Agency Staff,AGENCY STAFF PERIOD END 21-MAY-2023,B000024384/66417,Carrington West Limited,31/10/23,"1,306.88"
Development Control B.U.,Agency Staff,AGENCY STAFF PERIOD END 28-05-23,B000024384/66417,Carrington West Limited,31/10/23,"1,306.88"
Development Control B.U.,Agency Staff,AGENCY STAFF PERIOD ENDING 04-06-2023,B000024384/66417,Carrington West Limited,31/10/23,"1,045.50"
Dfg Affordable Warmth Grant,Contractor Other,AWG 139,B000024384/68216,Scl Building Services Limited,31/10/23,730.15
Environmental Protection,Nightime Noise Initiative,B W D NIGHT TIME NOISE SERVICE CONTRIBUTION 23/24,B000024385/552,Blackburn With Darwen Borough Council,31/10/23,"5,154.04"
Accountancy,Agency Staff,TEMP STAFF - W/C 02/10/23,B000024390/58852,Oyster Partnership,31/10/23,"3,550.00"
Accountancy,Agency Staff,TEMP STAFF - W/C 09/10/23,B000024390/58852,Oyster Partnership,31/10/23,"3,550.00"
Accountancy,Agency Staff,TEMP STAFF - 24/9 & 01/10,B000024390/61860,Vivid Resourcing,31/10/23,"2,655.00"
Environmental Protection,Agency Staff,TEMP STAFF -W/E 08/10 & 15/10,B000024390/61860,Vivid Resourcing,31/10/23,"3,701.00"
Environmental Protection,Agency Staff,TEMP STAFF - W/E 8/10 & 15/10,B000024390/61860,Vivid Resourcing,31/10/23,"1,885.27"
Development Control B.U.,Advertising General,"PRESS NOTICE - 13.10.23 - 11/23/0392 - 0377, 0231",B000024390/68101,People Scout Limited,31/10/23,249.48
Building Control B.U.,Agency Staff,TEMP STAFF - W/C 09.10.23,B000024390/68845,Brg Interim Solutions Limited,31/10/23,"1,003.49"
Markets - Staffing,Security Services,SECURITY - 01.09.23 - 30.09.23,B000024392/68655,Pristine Security Services Ltd,31/10/23,572.76
Waste Services,Cpc Driver Training,WAMITAB COURSE FEE'S,B000024393/61661,Environmental Leadership Ltd,31/10/23,621.00
Waste Services,Cpc Driver Training,DRIVER LGV TRAINING,B000024393/66445,Trs Training Limited,31/10/23,"1,042.08"
Cvmu,Materials-Stock Issues,WORKSHOP ITEMS,B000024394/28065,Wurth Uk Ltd,31/10/23,454.18
Cvmu,Materials-Direct,WINDSCREEN,B000024394/38986,Lancashire Windscreens Limited,31/10/23,354.31
Cvmu,Materials-Direct,STEAM CLEAN X 2,B000024394/58642,Keep Em Clean,31/10/23,"1,015.00"
Cvmu,Protective Clothing,JAMALS OVERALLS,B000024394/7417,Texicare Ltd,31/10/23,486.00
Cvmu,Protective Clothing,OVERALLS,B000024394/7417,Texicare Ltd,31/10/23,486.00
Cvmu,Materials-Direct,SWEEPER PARTS,B000024394/7688,Aebi Schmidt Uk Ltd,31/10/23,682.32
Cvmu,Materials-Direct,ENGINEER VISIT,B000024394/9544,Calibration & Consultancy Services Uk Limited,31/10/23,440.00
Building Control B.U.,Agency Staff,TEMP STAFF - W.C 09.10.23,B000024395/58852,Oyster Partnership,31/10/23,929.25
Development Control B.U.,Agency Staff,TEMP STAFF - W/C 09.10.23,B000024395/58852,Oyster Partnership,31/10/23,463.20
Hmo,Agency Staff,TEMP STAFF - W/C 09.10.23,B000024395/58852,Oyster Partnership,31/10/23,"1,246.44"
Housing Standards,Agency Staff,TEMP STAFF - W/C 09.10.23,B000024395/58852,Oyster Partnership,31/10/23,772.65
Ukspf - Regeneration,Marketing/Promotion,BANNER LAUNCH EVENT,B000024395/66163,Media Village,31/10/23,"3,500.00"
Christmas Decs & Amenity Costs,Work Done Dlo-Highways,HYNDBURN LEISURE CENTRE - FIND FAULT ON CABLE NETWORK AND REPAIR. FIT MARKER POLE ON CABLE,B000024398/27030,Lighting And Building Services Ltd,31/10/23,795.00
Osw War Memorial Ph2,Contractor Other,OSWALDTWISTLE WAR MEMORIAL - SUPPLY AND FIT FEEDER PILLAR FOR NEW LIGHTING.,B000024398/27030,Lighting And Building Services Ltd,31/10/23,"1,250.00"
Rishton War Memorial,Contractor Other,RISHTON WAR MEMORIAL - SUPPLY AND FIT FEEDER PILLAR FOR NEW LIGHTING.,B000024398/27030,Lighting And Building Services Ltd,31/10/23,"1,250.00"
Hyndburn Cemeteries,Private Contractors Work,VARIOUS WORKS - ACC CEMETERY - JOB REFERENCE - 1751/ACB,B000024398/52330,John Wade Groundworks Ltd,31/10/23,"7,120.00"
Ukspf - Regeneration,Marketing/Promotion,BANNER LAUNCH EVENT,B000024398/66163,Media Village,31/10/23,"1,440.00"
Hyndburn Cemeteries,General Grounds Maintenance,CORCUS PLANTING,B000024404/2674,Lubbe & Sons (Bulbs) Ltd,31/10/23,"4,320.00"
Hyndburn Cemeteries,Materials-Direct,SOLUBLE OIL - HYDRAULICS,B000024404/27901,Teleshore (Uk) Ltd,31/10/23,263.00
Accrington Crematorium,Repair & Maint Cremator,SERVICE CHARGE - CREMATORS,B000024404/28418,Facultatieve Technologies,31/10/23,"9,535.96"
Hyndburn Cemeteries,New Seats,MEMORIAL BENCH,B000024404/54326,Ark Plastics Ltd,31/10/23,345.00
Accrington Crematorium,Visual Tributes,MAESTRO REMOTE,B000024404/55609,Obitus (Vivedia Ltd),31/10/23,226.17
Hyndburn Cemeteries,Materials-Direct,AS ABOVE,B000024404/68873,David Austin Roses Ltd,31/10/23,3.95
Hyndburn Cemeteries,Materials-Direct,GOR - ROSES/ROSE BEDS,B000024404/68873,David Austin Roses Ltd,31/10/23,"1,374.00"
Cemetery Welfare & Depot Fac,Contractor Other,SERVICE BUILDING FURNITURE,B000024404/9535,Bevlan Office Interiors Ltd,31/10/23,"4,984.85"
Computer Services,Telephones,WNU010  01.10.23 - 31.10.23,B000024409/46800,Cloudcoco Limited,31/10/23,"1,233.46"
Accountancy,New Equipment,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,24.41
Accrington Town Centre,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,27.96
Administration Services,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,8.99
Allotments,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,17.98
Computer Services,Disaster Planning,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,20.00
Computer Services,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,56.31
Computer Services,Telephones,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,160.00
Corp & Dem Core,Marketing Communications,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,10.00
Corporate Property Bus Unit,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,41.94
Coviid 19,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,41.94
Cvmu,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,20.00
Development,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,69.90
Development Control B.U.,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,125.82
Dog Warden,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,14.83
Enforcement,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,50.93
Environmental Protection,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,73.90
Executive Director (Env),Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,73.98
Executive Director (Legal Dem),Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,23.98
Facilities Team,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,41.94
Facilities Team,New Equipment,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,20.00
Graphics & Communications,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,28.81
Haworth Art Gallery,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,41.94
Health Food & Safety,Civica Mobile Working,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,40.00
Health Food & Safety,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,87.88
Health Officers,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,22.97
Hmo,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,27.96
Housing Advice,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,69.90
Housing Benefit Administration,Bpr/Contact Centre,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,20.00
Housing Standards,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,50.93
Human Resources,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,67.86
Human Resources,New Equipment,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,10.00
Internal Audit,Office Consumables,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,26.97
Legal Services,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,35.96
Licensing,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,27.96
Licensing,New Equipment,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,10.00
Licensing,Office Consumables,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,29.73
Local Taxation,Bpr/Contact Centre,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,8.99
Management Business Unit,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,23.98
Managing Director,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,73.98
Markets - Staffing,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,22.97
Member Services,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,22.64
Member Services,Office Consumables,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,10.00
Parks & Open Spaces,Materials-Direct,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,74.82
Parks & Open Spaces,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,10.00
Pest Control,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,41.94
Policy And Performance Review,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,22.97
Policy And Performance Review,Telephones,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,10.00
Proposed Selec Licensing 2017,Mobiles,,B000024409/55296,Ee Limited,31/10/23,28.99
Recycling Collection,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,85.78
Refuse/Cleansing Admin Staff,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,23.98
Refuse Collection,Computer Rental & Maint,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,180.00
Strategic Housing Department,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,64.85
Waste Services,Mobiles,A/C 75782744  19.10.23 - 18.11.23,B000024409/55296,Ee Limited,31/10/23,180.81
Building Control B.U.,Agency Staff,STAFF WE 22.10.23,B000024409/67448,Macdonald & Company,31/10/23,"1,352.00"
Development Control B.U.,Agency Staff,STAFF WE 22.10.23,B000024409/67448,Macdonald & Company,31/10/23,"1,469.17"
Ukspf - Regeneration,Marketing/Promotion,STATION AD POINT,B000024409/68885,Atlas (Uk) Ltd,31/10/23,"1,125.00"
Corporate Property,Water Charges,WATER. ARTHUR WILSON CENTRE MAY 21 - AUG 22,B000024409/8325,Water Plus Ltd,31/10/23,200.27
Housing Benefit Administration,Training Expenses,SUSB AND TRAINING,B000024413/48066,La Directories Limited,31/10/23,"1,285.00"
Mayoralty,Remembrance Sunday Expenses,15 X POPPY WREATHS,B000024413/64542,Rbl Poppy Appeal,31/10/23,300.00
Market Chambers - Luf,Consultants Fees,VALUATION FEES SEP 23,B000024413/66574,Cbre Ltd,31/10/23,"3,500.00"
Dfg Affordable Warmth Grant,Contractor Other,AWG 146,B000024414/35745,Ags Heating & Plumbing Ltd,31/10/23,"4,080.00"
Corporate Property Bus Unit,Agency Staff,TEMP STAFF - P/E 03.09.23,B000024414/61657,G2 Recruitment Solutions,31/10/23,729.00
Burton Chambers  - Luf,Consultants Fees,BURTON CHAMBERS - STAGE 1,B000024414/66574,Cbre Ltd,31/10/23,"10,420.00"
Dfg Affordable Warmth Grant,Contractor Other,AWG 145,B000024414/68294,Artisan Windows,31/10/23,"2,870.00"
Disabled Facilities General,Contractor Other,DT02416-SERVICE-DFG 11265,B000024415/1072,D J Lingard & Associates,31/10/23,360.00
Computer Services,Rental & Maint Software Misc,AT03131-SERVICE-QUOTE 1748996 - ARCSERVE UDP + 1Y MAINTENANCE,B000024415/36434,Bytes Software Services Ltd,31/10/23,260.12
Conference Room It Upgrade,Equipment,AT03118-SERVICE-RELOCATION OF POWER AND DATA - 2 ROOMS,B000024415/7968,T I S Ltd,31/10/23,625.00
Conference Room It Upgrade,Equipment,AT03119-SERVICE-INSTALLATION OF HDMI LEADS- BOARDROOM,B000024415/7968,T I S Ltd,31/10/23,980.00
Corporate Property Bus Unit,Agency Staff,TEMP STAFF W/E 30.7.23,B000024416/61657,G2 Recruitment Solutions,31/10/23,"1,215.00"
,,,,,,
