Department Area,Service Area,Description,Line,HBC Ref No.,Name:  ,Payment Date,Amount Paid
LEGL - Legal & Democratic,DAG - Elections,Hire of building for Elections,1,CRINV0003555,Scaitcliffe Community Centre,16/07/2024,250.00
LEGL - Legal & Democratic,DAG - Elections,Hire of land for elections,1,CRINV0003557,St Marys Rc Primary School,16/07/2024,400.00
ENVS - Environmental Services,CAA - Environmental Maintenance,LFR Secretary contribution,1,CRINV0003560,Lancashire Police Authority,16/07/2024,"1,074.00"
LEGL - Legal & Democratic,DAG - Elections,Poll Cards,1,CRINV0003581,Civica Election Services,16/07/2024,"5,714.40"
LEGL - Legal & Democratic,DAG - Elections,Poll Cards,2,CRINV0003581,Civica Election Services,16/07/2024,"33,402.00"
LEGL - Legal & Democratic,DAG - Elections,Poll Cards,1,CRINV0003582,Civica Election Services,16/07/2024,"1,486.93"
LEGL - Legal & Democratic,DAG - Elections,Poll Cards,2,CRINV0003582,Civica Election Services,16/07/2024,"4,715.62"
LEGL - Legal & Democratic,DAG - Elections,Presiding Officers stationery,1,CRINV0003583,Shaw & Sons Ltd,16/07/2024,"2,167.86"
LEGL - Legal & Democratic,DAG - Elections,Polling station staff training,1,CRINV0003584,Assoc. Of Electoral Administrators,16/07/2024,718.68
LEGL - Legal & Democratic,DAG - Elections,Polling station staff training,2,CRINV0003584,Assoc. Of Electoral Administrators,16/07/2024,"1,095.12"
ENVS - Environmental Services,CAB - Other Environmental Services,Chameleon Qualis White ,1,CRPOI0002942,Killgerm Chemicals Ltd,16/07/2024,243.00
ENVS - Environmental Services,CAB - Other Environmental Services,Qualis Sticky Boards ,2,CRPOI0002942,Killgerm Chemicals Ltd,16/07/2024,34.78
ENVS - Environmental Services,CAC - Parks & Cemeteries,Paint one bench ,1,CRPOI0003042,Pilkington Bros (Church) Ltd,16/07/2024,360.00
PLAN - Planning & Transportation,EAB - Engineers & Transportation,Foxhill Bank wall repairs,1,CRCIS0002579,Uk Restoration Services,18/07/2024,"13,609.60"
RESO - Resources,AAG - Management Resources,LS Consultancy Apr - Jun 24,1,CRINV0003037,Hyndburn Leisure,18/07/2024,"8,844.00"
ENVH - Environmental Health,BAB - Environmental Protection,Temp Staff 23.06.24.,1,CRINV0003061,Vivid Resourcing,18/07/2024,382.73
ENVH - Environmental Health,BAB - Environmental Protection,Temp Staff. 23.06.24. ,1,CRINV0003062,Vivid Resourcing,18/07/2024,"2,220.00"
ENVS - Environmental Services,CAF - CVMU,plastic strips/ cartons,1,CRINV0003063,Wasteparts Uk Ltd,18/07/2024,436.56
LEGL - Legal & Democratic,DAB - Human Resources,General design work,1,CRINV0003087,Brands Inside Out Limited,18/07/2024,600.00
ENVH - Environmental Health,BAA - Housing Standards,Agency Staff. w/c 17.06.24 ,1,CRINV0003095,Oyster Partnership,18/07/2024,"1,248.00"
ENVH - Environmental Health,BAA - Housing Standards,Agency staff. w/c 17.06.24 ,1,CRINV0003096,Oyster Partnership,18/07/2024,893.70
ENVH - Environmental Health,BAA - Housing Standards,Temp Staff. 23..06.24 ,1,CRINV0003097,G2 Recruitment Solutions,18/07/2024,"1,931.80"
LEGL - Legal & Democratic,DAA - Democratic Services,Afternoon tea 29.06.24 x 35,1,CRINV0003235,Pr events Ltd,18/07/2024,"3,790.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Great Harwood Memorial,2,CRINV0003294,Stone Central,18/07/2024,819.00
REGN - Regeneration & Housing,FAB - Facilities,External bib tap to chapel,1,CRINV0003425,Pilkington Bros (Church) Ltd,18/07/2024,906.00
PLAN - Planning & Transportation,EAD - Planning,Agency Costs  W/E 07/07/2024,1,CRINV0003464,Macdonald & Company,18/07/2024,"1,644.10"
REGN - Regeneration & Housing,FAF - Strategic Housing,Night Shelter Service at Charity Premises 01/04/24 to 31/10/24,1,CRINV0003488,Maundy Relief,18/07/2024,"7,500.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0003606,Paul Holt Joinery,18/07/2024,610.00
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0003616,Rhea Projects,18/07/2024,"7,000.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Acc Market Consultation Workshop,1,CRINV0003619,Perfect Circle JV Ltd,18/07/2024,"7,305.41"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0003623,Rhea Projects,18/07/2024,"2,874.47"
LEGL - Legal & Democratic,DAG - Elections,Election forms,1,CRINV0003670,Civica Election Services,18/07/2024,535.82
REGN - Regeneration & Housing,FAB - Facilities,Electricity- Cemetery Office,1,CRINV0003679,EDF - 7165810468 Acc Cemetery Office Site 28,18/07/2024,734.08
REGN - Regeneration & Housing,FAB - Facilities,Electricity- Cemetery Office,2,CRINV0003679,EDF - 7165810468 Acc Cemetery Office Site 28,18/07/2024,49.33
REGN - Regeneration & Housing,FAB - Facilities,Electricity- Wilsons Playing Fields,1,CRINV0003682,EDF - 5266496511 Wilsons Site 19,18/07/2024,"1,796.23"
REGN - Regeneration & Housing,FAB - Facilities,Electricity- Wilsons Playing Fields,2,CRINV0003682,EDF - 5266496511 Wilsons Site 19,18/07/2024,68.10
ENVS - Environmental Services,CAA - Environmental Maintenance,Consultancy Fees - Market Hall stage 2,1,CRINV0003690,CBRE Ltd,18/07/2024,"12,750.00"
ENVS - Environmental Services,CAB - Other Environmental Services,Fees - June 24,1,CRINV0003691,Ma Cost Consulting Limited,18/07/2024,"4,569.99"
ENVS - Environmental Services,CAB - Other Environmental Services,Fees - June 24,2,CRINV0003691,Ma Cost Consulting Limited,18/07/2024,"4,569.99"
ENVS - Environmental Services,CAB - Other Environmental Services,Fees - June 24,3,CRINV0003691,Ma Cost Consulting Limited,18/07/2024,"4,570.02"
ENVS - Environmental Services,CAB - Other Environmental Services,60 X Trappit Fly Bag Fly Killer Trap ,1,CRPOI0003580,Pestfix,18/07/2024,277.20
ENVS - Environmental Services,CAB - Other Environmental Services,To provide two Highway weed control treatments ,1,CRPOI0003627,RM Services Ltd,18/07/2024,"27,152.40"
REGN - Regeneration & Housing,FAB - Facilities,Alarm Response x 3,1,CRINV0002927,Keyplus Security Ltd,23/07/2024,341.00
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0003081,Trade Windows (Preston) Limited,23/07/2024,"1,794.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Job Advert,1,CRINV0003105,Working Planet Limited,23/07/2024,298.80
ENVS - Environmental Services,CAD - Town Centre & Markets,Final 50% instalment towards Eco Fest 2024,1,CRINV0003163,The Prospects Foundation,23/07/2024,"3,500.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Music and photographs for funerals. Acc Crematorium,1,CRINV0003193,Obitus (Vivedia Ltd),23/07/2024,"1,720.80"
LEGL - Legal & Democratic,DAB - Human Resources,Recruitment,1,CRINV0003198,Pam Wellbeing Ltd,23/07/2024,257.04
LEGL - Legal & Democratic,DAB - Human Resources,Medical and Driving Tests ,1,CRINV0003203,Ben Shaw Training Limited,23/07/2024,"1,735.00"
LEGL - Legal & Democratic,DAB - Human Resources,Medical & Driving Test ,2,CRINV0003203,Ben Shaw Training Limited,23/07/2024,360.00
REGN - Regeneration & Housing,FAD - Housing Advice,Accomodation ,1,CRINV0003205,Molesworth Hotel,23/07/2024,"3,697.20"
REGN - Regeneration & Housing,FAD - Housing Advice,Accomodation ,1,CRINV0003206,Molesworth Hotel,23/07/2024,"5,328.00"
RESO - Resources,AAB - Benefits & Customer Contact,Vat on fees collected,1,CRINV0003217,Marston (Holdings) Ltd,23/07/2024,"1,516.25"
RESO - Resources,AAB - Benefits & Customer Contact,Vat on fees,1,CRINV0003218,Marston (Holdings) Ltd,23/07/2024,"2,422.69"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,Works to Foxhill Bank Wall,1,CRINV0003223,Uk Restoration Services,23/07/2024,"22,665.97"
RESO - Resources,AAB - Benefits & Customer Contact,Enforcement agent,1,CRINV0003224,Marston (Holdings) Ltd,23/07/2024,379.52
RESO - Resources,AAB - Benefits & Customer Contact,Cleaning broadway Jun 24,1,CRINV0003239,Hyndburn Leisure,23/07/2024,"1,813.60"
ENVS - Environmental Services,CAC - Parks & Cemeteries,monthly doc charges,1,CRINV0003252,Minster Cleaning Services,23/07/2024,"1,478.22"
ENVS - Environmental Services,CAF - CVMU,Vehicle Parts/Goods,1,CRINV0003269,Gunn Jcb Ltd,23/07/2024,"1,887.66"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Parks Time sheet w/e 23/06/24 ,1,CRINV0003282,Proman Supply Chain Ltd,23/07/2024,"2,278.55"
ENVS - Environmental Services,CAF - CVMU,CVMU Supplementary Cleaning,1,CRINV0003283,ServiceMaster Clean Contract Services AAA,23/07/2024,967.44
ENVS - Environmental Services,CAC - Parks & Cemeteries,Temp Staff w/e 23/06/24 ,1,CRINV0003284,Proman Supply Chain Ltd,23/07/2024,"1,093.28"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Great Harwood Memorial Park Project,1,CRINV0003292,The Prospects Foundation,23/07/2024,"4,281.25"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Great Harwood Memorial,1,CRINV0003293,Stone Central,23/07/2024,994.50
ENVS - Environmental Services,CAE - Waste Services,Vehicle Hire - 01.06.24 - 01.07.24,1,CRINV0003302,Leeds Commercial Vehicle Hire,23/07/2024,"1,848.00"
ENVS - Environmental Services,CAD - Town Centre & Markets,Eco Fest - Traffic Management,1,CRINV0003303,Kays Highways Ltd,23/07/2024,702.10
ENVS - Environmental Services,CAC - Parks & Cemeteries,Cleaning - Rhyddings - July 24,1,CRINV0003306,ServiceMaster Clean Contract Services AAA,23/07/2024,652.99
ENVS - Environmental Services,CAC - Parks & Cemeteries,Cleaning - Wilsons - July 24,1,CRINV0003307,ServiceMaster Clean Contract Services AAA,23/07/2024,725.57
ENVS - Environmental Services,CAC - Parks & Cemeteries,Weekly clean Whiteash changing rooms - July 24,1,CRINV0003308,ServiceMaster Clean Contract Services AAA,23/07/2024,265.86
ENVS - Environmental Services,CAC - Parks & Cemeteries,1 Inseego Fleet,1,CRINV0003311,Inseego UK Ltd,23/07/2024,288.00
REGN - Regeneration & Housing,FAC - Haworth Art Gallery,HAG - Weddings June 2024 x 4,1,CRINV0003316,S.R.S. Catering Ltd,23/07/2024,"8,400.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Operator Appointment for Burtons Chambers,1,CRINV0003323,Womble Bond Dickinson (Uk) LLP,23/07/2024,"1,025.28"
REGN - Regeneration & Housing,FAC - Haworth Art Gallery,Various craft supplies,1,CRINV0003331,"Town Mills Craft Centre ltd, T/A House of Marbles",23/07/2024,375.12
RESO - Resources,AAB - Benefits & Customer Contact,Recharge of Utility Costs - Broadway 1st-30th June 24,1,CRINV0003336,Hyndburn Leisure,23/07/2024,"1,824.23"
RESO - Resources,AAB - Benefits & Customer Contact,Recharge of Utility Costs - Broadway Offices - 1st-30th June 24,2,CRINV0003336,Hyndburn Leisure,23/07/2024,58.33
ENVS - Environmental Services,CAE - Waste Services,Refuse Collecting Team Sheet w/e 30/06/24,1,CRINV0003344,Rapid Recruitment Ltd,23/07/2024,"2,693.64"
REGN - Regeneration & Housing,FAB - Facilities,Oakhill - July 25,1,CRINV0003399,ServiceMaster Clean Contract Services AAA,23/07/2024,368.52
PLAN - Planning & Transportation,EAC - Green Infrastructure,Treat Giant Hogweed,1,CRINV0003407,Lancashire Wildlife Trust,23/07/2024,300.00
PLAN - Planning & Transportation,EAC - Green Infrastructure,Treat Giant Hogweed,2,CRINV0003407,Lancashire Wildlife Trust,23/07/2024,300.00
REGN - Regeneration & Housing,FAB - Facilities,Works to damaged wall at Rhyddings park,1,CRINV0003447,Sterling Construction (Services) Ltd,23/07/2024,"3,000.00"
REGN - Regeneration & Housing,FAB - Facilities,Roof Repairs at the Broadway Offices,1,CRINV0003449,Pilkington Bros (Church) Ltd,23/07/2024,"1,803.72"
REGN - Regeneration & Housing,FAB - Facilities,PPM - AC Service and maintenance,1,CRINV0003452,Affordable Bar & Catering Equipment Direct,23/07/2024,"2,544.00"
REGN - Regeneration & Housing,FAB - Facilities,PPM - AC Service and maintenance,2,CRINV0003452,Affordable Bar & Catering Equipment Direct,23/07/2024,504.00
REGN - Regeneration & Housing,FAB - Facilities,PPM - AC Service and maintenance,3,CRINV0003452,Affordable Bar & Catering Equipment Direct,23/07/2024,108.00
REGN - Regeneration & Housing,FAB - Facilities,PPM - AC Service and maintenance,4,CRINV0003452,Affordable Bar & Catering Equipment Direct,23/07/2024,432.00
REGN - Regeneration & Housing,FAF - Strategic Housing,Navigator Service provision 01/04/22 - 31/03/25,1,CRINV0003487,Maundy Relief,23/07/2024,"15,500.00"
ENVS - Environmental Services,CAE - Waste Services,General Waste Disposal,1,CRINV0003553,Suez Recycling And Recovery Uk Ltd,23/07/2024,"2,889.46"
ENVS - Environmental Services,CAE - Waste Services,General Waste Disposal,2,CRINV0003553,Suez Recycling And Recovery Uk Ltd,23/07/2024,"11,251.84"
LEGL - Legal & Democratic,DAI - Land Charges,"3rd 4th quart, car allowance public transport.",1,CRINV0003607,Pendle Borough Council,23/07/2024,"17,713.96"
RESO - Resources,AAB - Benefits & Customer Contact,Staff W/E 30.06.24 ,1,CRINV0003640,Eden Brown Limited,23/07/2024,950.04
PLAN - Planning & Transportation,EAD - Planning,Frontier Park- perusing papers and advising in conference,1,CRINV0003688,Mr Martin Carter (Kings Chambers),23/07/2024,"3,000.00"
ENVS - Environmental Services,CAB - Other Environmental Services,Period: 26.4.24 to 25.5.24,1,CRINV0003697,Water Plus - 4082169237 Towns Yard & Plumber,23/07/2024,264.54
ENVS - Environmental Services,CAB - Other Environmental Services,Period: 26.5.24 to 25.6.24,1,CRINV0003698,Water Plus - 4082169237 Towns Yard & Plumber,23/07/2024,326.06
ENVS - Environmental Services,CAB - Other Environmental Services,Kennelling costs - June 24,1,CRINV0003699,Aspen Valley Boarding Kennels & Cattery,23/07/2024,"2,625.40"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 18.06.24 - 15.07.24,1,CRINV0003733,EDF Energy - 9044031649 Consolidated Invoice,23/07/2024,218.44
REGN - Regeneration & Housing,FAB - Facilities,Charges - 18.06.24 - 15.07.24,2,CRINV0003733,EDF Energy - 9044031649 Consolidated Invoice,23/07/2024,"1,156.51"
REGN - Regeneration & Housing,FAB - Facilities,Memorial Park - Late Payment Fee,3,CRINV0003733,EDF Energy - 9044031649 Consolidated Invoice,23/07/2024,46.87
REGN - Regeneration & Housing,FAB - Facilities,HAG - Late Payment Fee,4,CRINV0003733,EDF Energy - 9044031649 Consolidated Invoice,23/07/2024,71.88
ENVS - Environmental Services,CAF - CVMU,Breakdown call outs,1,CRINV0003746,Rossendale Vulcanising (Sales Ltd),23/07/2024,"4,088.40"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 02.06.24 - 01.07.24,1,CRINV0003758,EDF - 5570732843 Wilsons Playing Fields Site 22,23/07/2024,"2,337.96"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 02.06.24 - 01.07.24,2,CRINV0003758,EDF - 5570732843 Wilsons Playing Fields Site 22,23/07/2024,65.18
REGN - Regeneration & Housing,FAB - Facilities,Charges - 02.06.24 - 01.07.24,1,CRINV0003759,"EDF - 9660616401 Bullough Park Pavilion, Site32",23/07/2024,598.96
REGN - Regeneration & Housing,FAB - Facilities,Charges - 02.06.24 - 01.07.24,2,CRINV0003759,"EDF - 9660616401 Bullough Park Pavilion, Site32",23/07/2024,49.67
REGN - Regeneration & Housing,FAB - Facilities,Grant payment,1,CRINV0003794,P A Cookson Ltd,23/07/2024,540.00
REGN - Regeneration & Housing,FAB - Facilities,Water Hygiene Risk Assessment,1,CRINV0003802,HSL Compliance,23/07/2024,420.00
RESO - Resources,AAD - ICT,39 X Thinkpad 16`` Backpack,1,CRPOI0003246,Ikonic Technology Limited,23/07/2024,"2,059.20"
ENVS - Environmental Services,CAD - Town Centre & Markets,"GOAD Category Report 2017
GOAD Category Report 2018
GOAD Category Report 2021",1,CRPOI0003554,EXPERIAN MARKETING SERVICES,23/07/2024,540.00
RESO - Resources,AAD - ICT,"1 x HP 305X Toner Cartridge 
1 x HP 305A LaserJet Toner Cartridge Cyan CE411A Code: 561660 at £103.99
1 x HP 305A LaserJet Toner Cartridge Yellow CE412A Code: 561700 at £103.99
1 x HP 305A LaserJet Toner Car",1,CRPOI0003761,Document Logic,23/07/2024,487.17
RESO - Resources,AAF - Finance,BRR & RSG June 24,1,CRINV0003046,"(DD) Department of Levelling Up, Housing & Comm...",25/07/2024,"181,589.00-"
RESO - Resources,AAF - Finance,BRR & RSG Central Share June 24,2,CRINV0003046,"(DD) Department of Levelling Up, Housing & Comm...",25/07/2024,"1,055,937.00"
RESO - Resources,AAF - Finance,BRR & RSG Top Up June 24,3,CRINV0003046,"(DD) Department of Levelling Up, Housing & Comm...",25/07/2024,"1,174.00-"
RESO - Resources,AAF - Finance,BRR & RSG TR Payments June 24,4,CRINV0003046,"(DD) Department of Levelling Up, Housing & Comm...",25/07/2024,"89,661.00-"
RESO - Resources,AAF - Finance,BRR & RSG Surplus for 22-23 June 24,5,CRINV0003046,"(DD) Department of Levelling Up, Housing & Comm...",25/07/2024,"171,207.00-"
RESO - Resources,AAF - Finance,BRR & RSG Surplus for 23-24 June 24,6,CRINV0003046,"(DD) Department of Levelling Up, Housing & Comm...",25/07/2024,"250,820.00"
REGN - Regeneration & Housing,FAA - Economic Development,Emergency repair Grant fees. June 2024,1,CRINV0003199,Hyndburn Homewise Society Limited,25/07/2024,"3,647.09"
REGN - Regeneration & Housing,FAA - Economic Development,Grant Home Improvement Agency. Apr-Jun 24,1,CRINV0003200,Hyndburn Homewise Society Limited,25/07/2024,"6,233.13"
REGN - Regeneration & Housing,FAA - Economic Development,Grant Home Imp Agency Serv Jul - Sep 24,1,CRINV0003201,Hyndburn Homewise Society Limited,25/07/2024,"6,233.13"
REGN - Regeneration & Housing,FAA - Economic Development,AWG Apr-Jun 24,1,CRINV0003202,Hyndburn Homewise Society Limited,25/07/2024,"6,956.33"
PLAN - Planning & Transportation,EAD - Planning,Temp staff. wc 24.06.24 .,1,CRINV0003236,Oyster Partnership,25/07/2024,"2,337.23"
ENVH - Environmental Health,BAA - Housing Standards,Staff w/c 24.06.24,1,CRINV0003253,Oyster Partnership,25/07/2024,856.98
ENVS - Environmental Services,CAF - CVMU,"Pivot Pi, Bearings, Pump Washer etc",1,CRINV0003376,Gunn Jcb Ltd,25/07/2024,398.02
ENVS - Environmental Services,CAF - CVMU,Non Marking White,1,CRINV0003377,Bucher Municipal Ltd,25/07/2024,311.33
REGN - Regeneration & Housing,FAB - Facilities,Disabled Facilities Grant,1,CRINV0003462,Jcm Steel Fabrications Ltd,25/07/2024,"1,995.00"
RESO - Resources,AAD - ICT,annual licence and maintenance fees 01/07/24 - 30/06/25,1,CRINV0003489,Victoria Solutions Ltd,25/07/2024,"8,025.60"
LEGL - Legal & Democratic,DAG - Elections,UKPGE 24 Hire of building,1,CRINV0003511,St Augustines Church,25/07/2024,250.00
ENVS - Environmental Services,CAB - Other Environmental Services,hire of 8 wheeler,1,CRINV0003549,Stanley Brothers (Tippers) Ltd,25/07/2024,648.00
RESO - Resources,AAF - Finance,G4S Service Charges,1,CRINV0003594,G4S Cash Solutions (UK) Limited,25/07/2024,655.62
RESO - Resources,AAG - Management Resources,Hyndburn 3G Pitch,1,CRINV0003666,Alliance Leisure Services Limited,25/07/2024,"8,552.23"
RESO - Resources,AAG - Management Resources,Hyndburn 3G Pitch,2,CRINV0003666,Alliance Leisure Services Limited,25/07/2024,721.68
LEGL - Legal & Democratic,DAA - Democratic Services,Refreshments for Mayor Making,1,CRINV0003676,Hyndburn Leisure,25/07/2024,797.00
RESO - Resources,AAF - Finance,June Land Registry Fee,1,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,2,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,3,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,4,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,5,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,6,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,7,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,8,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,9,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,10,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,11,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,12,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,13,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,14,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,15,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,16,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,17,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,18,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,19,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,20,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,21,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,22,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,23,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,24,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,25,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,26,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,27,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,28,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,29,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,30,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,31,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,32,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,33,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,34,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,35,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,36,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,37,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,38,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,39,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,40,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,41,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,42,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,43,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,44,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,45,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,46,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,47,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,48,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,49,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,50,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,51,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,52,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,53,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,54,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,55,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,56,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,57,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,58,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,59,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,60,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,61,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,62,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,63,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,64,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,65,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,66,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,67,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,68,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,69,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,70,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,71,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,72,CRINV0003692,HM Land Registry,25/07/2024,3.00
