Department Area,,Service Area,,Description,,,Line,,HBC Ref No.,,Name:  ,,,Payment Date,,Amount Paid
ENVS - Environmental Services,,CAF - CVMU,,parts,,,1,,CRINV0015502,,Dennis Eagle Limited,,,18/12/2025,,337.44
RESO - Resources,,AAH - Facilities,,alarm response,,,1,,CRINV0015504,,Keyplus Security Ltd,,,18/12/2025,,353.60
RESO - Resources,,AAH - Facilities,,Alarm response,,,1,,CRINV0015509,,Keyplus Security Ltd,,,18/12/2025,,530.40
LEGL - Legal & Democratic,,DAB - Human Resources,,Acc Market Project Management Support,,,1,,CRINV0015512,,Fellstone Heritage & Community Projects,,,18/12/2025,,"3,952.50"
LEGL - Legal & Democratic,,DAB - Human Resources,,Professional fees,,,1,,CRINV0015514,,Buttress Architects Limited,,,18/12/2025,,"10,633.80"
ENVS - Environmental Services,,CAF - CVMU,,JCB Loadall,,,1,,CRINV0015515,,Monks Contractors Limited,,,18/12/2025,,"6,648.00"
REGN - Regeneration & Housing,,FAD - Housing Advice,,Temp Staff 07.12.25 ,,,1,,CRINV0015518,,Vivid Resourcing,,,18/12/2025,,"1,710.00"
ENVH - Environmental Health,,BAB - Environmental Protection,,Temp Staff 07.12.25  ,,,1,,CRINV0015519,,Vivid Resourcing,,,18/12/2025,,486.67
ENVS - Environmental Services,,CAF - CVMU,,Parts and materials,,,1,,CRINV0015520,,Terberg Matec Uk,,,18/12/2025,,"2,360.81"
REGN - Regeneration & Housing,,FAF - Strategic Housing,,"Huncoat Lane, Acc",,,1,,CRINV0015525,,Eric Wright Civil Engineering Ltd,,,18/12/2025,,504.96
PLAN - Planning & Transportation,,EAB - Engineers & Transportation,,Reglaze Bus Shelters,,,1,,CRINV0015526,,Victoria Glass Joinery & Plumbing Ltd,,,18/12/2025,,458.45
PLAN - Planning & Transportation,,EAB - Engineers & Transportation,,Nameplates,,,1,,CRINV0015551,,Marchbridge Builders Ltd,,,18/12/2025,,"2,101.80"
REGN - Regeneration & Housing,,FAC - Haworth Art Gallery,,items for sale,,,1,,CRINV0015555,,Namaste-UK Ltd,,,18/12/2025,,255.66
RESO - Resources,,AAB - Benefits & Customer Contact,,Temp Staff 30.11.25 ,,,1,,CRINV0015558,,Venn Group Limited,,,18/12/2025,,"1,278.28"
LEGL - Legal & Democratic,,DAD - Management Legal & Dem,,Searches Nov 25,,,1,,CRINV0015562,,Lancashire County Council,,,18/12/2025,,871.20
PLAN - Planning & Transportation,,EAB - Engineers & Transportation,,Trial holes,,,1,,CRINV0015565,,Sterling Construction (Services) Ltd,,,18/12/2025,,492.00
REGN - Regeneration & Housing,,FAD - Housing Advice,,Tel Interpreting Services - Nov 25,,,1,,CRINV0015579,,Clear Voice,,,18/12/2025,,381.82
RESO - Resources,,AAF - Finance,,Nov 25,,,1,,CRINV0015585,,Lloyds Bank Cardnet,,,18/12/2025,,"2,751.33"
ENVS - Environmental Services,,CAE - Waste Services,,Waste,,,1,,CRINV0015590,,Suez Recycling And Recovery Uk Ltd,,,18/12/2025,,"2,569.42"
ENVS - Environmental Services,,CAE - Waste Services,,Waste,,,2,,CRINV0015590,,Suez Recycling And Recovery Uk Ltd,,,18/12/2025,,"11,816.73"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Claning Whiteash changing rooms,,,1,,CRINV0015592,,ServiceMaster Clean Contract Services AAA,,,18/12/2025,,294.18
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Cleaning Rhyddings Park,,,1,,CRINV0015593,,ServiceMaster Clean Contract Services AAA,,,18/12/2025,,722.53
ENVS - Environmental Services,,CAF - CVMU,,Vehicle parts,,,1,,CRINV0015599,,Dennis Eagle Limited,,,18/12/2025,,"2,348.45"
ENVS - Environmental Services,,CAF - CVMU,,Tacho Head & Speed  sender,,,1,,CRINV0015606,,Lynch Truck Services,,,18/12/2025,,"1,282.14"
RESO - Resources,,AAF - Finance,,Charges - 1.10.25 to 31.10.25,,,1,,CRINV0015623,,G4S Cash Solutions (UK) Limited,,,18/12/2025,,313.20
RESO - Resources,,AAF - Finance,,HMRC Nov 25 Tax,,,1,,CRINV0015640,,HM Revenue & Customs (Direct Debit),,,18/12/2025,,"106,043.27"
RESO - Resources,,AAF - Finance,,HMRC Nov 25 Student Loans,,,2,,CRINV0015640,,HM Revenue & Customs (Direct Debit),,,18/12/2025,,"2,974.00"
RESO - Resources,,AAF - Finance,,HMRC Apprenticeship Levy Nov 25,,,3,,CRINV0015640,,HM Revenue & Customs (Direct Debit),,,18/12/2025,,"2,984.00"
RESO - Resources,,AAF - Finance,,HMRC NI Nov 25,,,4,,CRINV0015640,,HM Revenue & Customs (Direct Debit),,,18/12/2025,,"144,855.54"
RESO - Resources,,AAF - Finance,,Maternity Pay Nov 25,,,5,,CRINV0015640,,HM Revenue & Customs (Direct Debit),,,18/12/2025,,688.83-
RESO - Resources,,AAG - Management Resources,,Cabinet Action Fund Grant - CAF59,,,1,,CRINV0015642,,The Emily Davison Centre,,,18/12/2025,,"5,000.00"
RESO - Resources,,AAF - Finance,,Cleaning Scaitcliffe,,,1,,CRINV0015666,,ServiceMaster Clean Contract Services AAA,,,18/12/2025,,"1,221.12"
RESO - Resources,,AAB - Benefits & Customer Contact,,Temp Staff 07.12.25,,,1,,CRINV0015667,,Eden Brown Limited,,,18/12/2025,,"1,154.80"
RESO - Resources,,AAB - Benefits & Customer Contact,,Whinney Hill 06.11.25,,,1,,CRINV0015681,,Cheval Social Management,,,18/12/2025,,969.24
ENVS - Environmental Services,,CAD - Town Centre & Markets,,Twilight - December 2025,,,1,,CRINV0015682,,Kate Johnson on behalf of KSE Events,,,18/12/2025,,"1,500.00"
ENVS - Environmental Services,,CAD - Town Centre & Markets,,Great Harwood Christmas Event,,,1,,CRINV0015683,,Scott Dawson Advertising Ltd,,,18/12/2025,,"12,000.00"
RESO - Resources,,AAH - Facilities,,Oakhill Service Building Consolidated Invoice 18.11.25 ? 15.12.25,,,1,,CRINV0015685,,EDF Energy - 9044031649 Consolidated Invoice,,,18/12/2025,,305.16
RESO - Resources,,AAH - Facilities,,Wall of Remembrance Consolidated Invoice 18.11.25 ? 15.12.25,,,2,,CRINV0015685,,EDF Energy - 9044031649 Consolidated Invoice,,,18/12/2025,,16.46
RESO - Resources,,AAH - Facilities,,Gas various sites 31.10.25 ? 30.11.25,,,1,,CRINV0015686,,SEFE Energy - 10174064 Consolidated,,,18/12/2025,,14.77
RESO - Resources,,AAH - Facilities,,Gas various sites 31.10.25 ? 30.11.25,,,2,,CRINV0015686,,SEFE Energy - 10174064 Consolidated,,,18/12/2025,,14.70
RESO - Resources,,AAH - Facilities,,Gas various sites 31.10.25 ? 30.11.25,,,3,,CRINV0015686,,SEFE Energy - 10174064 Consolidated,,,18/12/2025,,"1,068.70"
RESO - Resources,,AAH - Facilities,,Gas various sites 31.10.25 ? 30.11.25,,,4,,CRINV0015686,,SEFE Energy - 10174064 Consolidated,,,18/12/2025,,"1,864.88"
RESO - Resources,,AAH - Facilities,,Gas various sites 31.10.25 ? 30.11.25,,,5,,CRINV0015686,,SEFE Energy - 10174064 Consolidated,,,18/12/2025,,"1,049.00"
RESO - Resources,,AAH - Facilities,,Gas various sites 31.10.25 ? 30.11.25,,,6,,CRINV0015686,,SEFE Energy - 10174064 Consolidated,,,18/12/2025,,"6,494.93"
RESO - Resources,,AAH - Facilities,,Gas various sites 31.10.25 ? 30.11.25,,,7,,CRINV0015686,,SEFE Energy - 10174064 Consolidated,,,18/12/2025,,115.14
RESO - Resources,,AAH - Facilities,,Gas various sites 31.10.25 ? 30.11.25,,,8,,CRINV0015686,,SEFE Energy - 10174064 Consolidated,,,18/12/2025,,"2,687.54"
RESO - Resources,,AAH - Facilities,,Gas various sites 31.10.25 ? 30.11.25,,,9,,CRINV0015686,,SEFE Energy - 10174064 Consolidated,,,18/12/2025,,97.04
RESO - Resources,,AAH - Facilities,,Gas various sites 31.10.25 ? 30.11.25,,,10,,CRINV0015686,,SEFE Energy - 10174064 Consolidated,,,18/12/2025,,865.15
RESO - Resources,,AAH - Facilities,,Gas various sites 31.10.25 ? 30.11.25,,,11,,CRINV0015686,,SEFE Energy - 10174064 Consolidated,,,18/12/2025,,"2,870.95"
RESO - Resources,,AAH - Facilities,,Gas various sites 31.10.25 ? 30.11.25,,,12,,CRINV0015686,,SEFE Energy - 10174064 Consolidated,,,18/12/2025,,"1,021.23"
RESO - Resources,,AAH - Facilities,,Gas various sites 31.10.25 ? 30.11.25,,,13,,CRINV0015686,,SEFE Energy - 10174064 Consolidated,,,18/12/2025,,478.43
ENVS - Environmental Services,,CAF - CVMU,,Agency Costs IN P/E 14/12/2025,,,1,,CRINV0015691,,Autotech Recruit,,,18/12/2025,,"1,026.60"
ENVS - Environmental Services,,CAF - CVMU,,Vehicle parts/goods,,,1,,CRINV0015692,,Wurth Uk Ltd,,,18/12/2025,,262.93
ENVH - Environmental Health,,BAB - Environmental Protection,,Agency staff - w/e 07.12.25 ,,,1,,CRINV0015710,,Vivid Resourcing,,,18/12/2025,,486.67
LEGL - Legal & Democratic,,DAB - Human Resources,,Exhibition Design Services Accrington Market Chambers,,,1,,CRINV0015711,,Redman Partnership LLP,,,18/12/2025,,"13,005.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015715,,Brave Church,,,18/12/2025,,"3,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015719,,Aawaz,,,18/12/2025,,"3,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015721,,Community Solutions North West Ltd,,,18/12/2025,,"3,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015722,,Maundy Relief,,,18/12/2025,,"3,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Affordable Food Scheme,,,1,,CRINV0015723,,Maundy Relief,,,18/12/2025,,"25,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015724,,Union Road Community Church,,,18/12/2025,,"3,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015726,,Lancashire Women,,,18/12/2025,,"3,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015727,,One Church Lancashire,,,18/12/2025,,"3,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015728,,Citizens Advice East Lancashire,,,18/12/2025,,"3,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015729,,Carers Link Lancashire,,,18/12/2025,,"3,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015730,,Our Food Bank,,,18/12/2025,,"3,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015731,,The Emily Davison Centre,,,18/12/2025,,"2,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015732,,Harv Domestic Abuse Team,,,18/12/2025,,"2,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015733,,Harv Housing Cic,,,18/12/2025,,"2,000.00"
ENVS - Environmental Services,,CAE - Waste Services,,Agency staff - w/e 07.12.25 ,,,1,,CRINV0015743,,Rapid Recruitment Ltd,,,18/12/2025,,"1,571.76"
LEGL - Legal & Democratic,,DAH - Licencing,,DBS Update Service - 1 year,,,1,,CRINV0015751,,Personnel Checks,,,18/12/2025,,144.00
LEGL - Legal & Democratic,,DAH - Licencing,,Chexx DVLA Check,,,2,,CRINV0015751,,Personnel Checks,,,18/12/2025,,150.00
REGN - Regeneration & Housing,,FAF - Strategic Housing,,Affordable Warmth Grant,,,1,,CRINV0015753,,JPS Property Services Limited,,,18/12/2025,,900.00
RESO - Resources,,AAH - Facilities,,Fire alarm activation investigations and maintenance.,,,1,,CRINV0015759,,Full Circuit Fire & Security Ltd,,,18/12/2025,,290.34
RESO - Resources,,AAB - Benefits & Customer Contact,,Household Support Fund Award,,,1,,CRINV0015762,,Accrington Christians Together Food Pantry,,,18/12/2025,,"3,000.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Agency Costs T/S End 30/11/2025,,,1,,CRINV0015764,,Eden Brown Limited,,,18/12/2025,,"1,212.12"
REGN - Regeneration & Housing,,FAF - Strategic Housing,,RIBA 4 Fees for Sept (in part) and October,,,1,,CRINV0015769,,Arcadis Consulting (Uk) Ltd,,,18/12/2025,,"42,000.00"
REGN - Regeneration & Housing,,FAF - Strategic Housing,,Huncoat Garden Village Costs,,,1,,CRINV0015770,,Avison Young (Uk) Ltd,,,18/12/2025,,"13,612.20"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,300 X FLOWERING RED CYCLAMEN,,,1,,CRPOI0014573,,E N Coxhead Limited,,,18/12/2025,,312.00
RESO - Resources,,AAH - Facilities,,"Callouts, breakdowns, make safe, small general repairs, helpdesk repairs QTR 3",,,1,,CRPOI0015175,,Pilkington Bros (Church) Ltd,,,18/12/2025,,412.96
RESO - Resources,,AAH - Facilities,,"Callouts, breakdowns, make safe, small general repairs, helpdesk repairs QTR 3",,,1,,CRPOI0015182,,Pilkington Bros (Church) Ltd,,,18/12/2025,,264.97
LEGL - Legal & Democratic,,DAH - Licencing,,Temp Staff W/C 23.11.25,,,1,,CRPOI0015184,,G2 Recruitment Solutions,,,18/12/2025,,"1,737.60"
RESO - Resources,,AAD - ICT,,6 x Proximity Mullion HID reader for use with NET2 ,,,1,,CRPOI0015198,,Auto Time Systems Northern,,,18/12/2025,,"1,684.20"
LEGL - Legal & Democratic,,DAB - Human Resources,,LLG Training,,,1,,CRPOI0015226,,Lawyers In Local Government (LLG),,,18/12/2025,,252.00
ENVS - Environmental Services,,CAF - CVMU,,1 High back ergonomic task chair ,,,1,,CRPOI0015240,,Elgra Furniture Consultants Ltd,,,18/12/2025,,349.20
PLAN - Planning & Transportation,,EAD - Planning,,Press Notices,,,1,,CRPOI0015245,,People Scout Limited,,,18/12/2025,,314.93
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,10 X Pairs of ear defenders ,,,1,,CRPOI0015255,,"Bubbles, Brushes & Wiper Co Ltd",,,18/12/2025,,239.64
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,10 X Beany hats ,,,2,,CRPOI0015255,,"Bubbles, Brushes & Wiper Co Ltd",,,18/12/2025,,35.40
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,5 X Boxes of green paper towels ,,,3,,CRPOI0015255,,"Bubbles, Brushes & Wiper Co Ltd",,,18/12/2025,,104.94
ENVS - Environmental Services,,CAE - Waste Services,,1 Box X  Banded Ear Plugs ,,,1,,CRPOI0015256,,"Bubbles, Brushes & Wiper Co Ltd",,,18/12/2025,,76.32
ENVS - Environmental Services,,CAE - Waste Services,,1 X Ladies Regatta Fleece ,,,2,,CRPOI0015256,,"Bubbles, Brushes & Wiper Co Ltd",,,18/12/2025,,19.14
ENVS - Environmental Services,,CAE - Waste Services,,1 X Ladies Regatta Fleece ,,,3,,CRPOI0015256,,"Bubbles, Brushes & Wiper Co Ltd",,,18/12/2025,,19.14
ENVS - Environmental Services,,CAE - Waste Services,,6 XPortwest Hi Vis Polo Size M ,,,4,,CRPOI0015256,,"Bubbles, Brushes & Wiper Co Ltd",,,18/12/2025,,71.93
ENVS - Environmental Services,,CAE - Waste Services,,3 X  Sioen Monoray Hi Vis Waterproof Jacket Size XL ,,,5,,CRPOI0015256,,"Bubbles, Brushes & Wiper Co Ltd",,,18/12/2025,,131.98
ENVS - Environmental Services,,CAE - Waste Services,,6 X  Supertouch Sweatshirt Orange/Navy Size M ,,,6,,CRPOI0015256,,"Bubbles, Brushes & Wiper Co Ltd",,,18/12/2025,,93.52
ENVS - Environmental Services,,CAE - Waste Services,,24 X 600ml De-Icer ,,,7,,CRPOI0015256,,"Bubbles, Brushes & Wiper Co Ltd",,,18/12/2025,,57.31
ENVS - Environmental Services,,CAE - Waste Services,,1 x Driver CPC Course Regulatory Compliance and Drug & Alcohol Awarness Course ,,,1,,CRPOI0015290,,Specialist Training Consultancy Ltd,,,18/12/2025,,785.40
ENVS - Environmental Services,,CAE - Waste Services,,20 x Candidates DCPC Reg Fee,,,2,,CRPOI0015290,,Specialist Training Consultancy Ltd,,,18/12/2025,,175.00
REGN - Regeneration & Housing,,FAD - Housing Advice,,Refuge and asylum drop in Nov and Dec 25,,,1,,CRPOI0015292,,Maundy Relief,,,18/12/2025,,"2,657.00"
RESO - Resources,,AAF - Finance,,Temp Staff W/C 30.11.25,,,1,,CRPOI0015298,,G2 Recruitment Solutions,,,18/12/2025,,"5,850.00"
REGN - Regeneration & Housing,,FAA - Economic Development,,Delivery of Linkedin Workshop 4th Dec,,,1,,CRPOI0015340,,Biz Women Ltd,,,18/12/2025,,600.00
RESO - Resources,,AAH - Facilities,,PPM - Domestic water system compliance April 2025 - March 2026,,,1,,CRPOI0015360,,HSL Compliance,,,18/12/2025,,"1,090.14"
RESO - Resources,,AAH - Facilities,,PPM - Annual Service - Portable Fire Fighting Equipment (Fire Extinguishers and Fire Blankets),,,1,,CRPOI0015403,,Pennine Fire & Safety Limited,,,18/12/2025,,"2,777.28"
RESO - Resources,,AAF - Finance,,LG Improve Resilience Benchmarking Service annual fee,,,1,,CRPOI0015405,,LocalGov Improve Ltd,,,18/12/2025,,"8,394.00"
ENVS - Environmental Services,,CAE - Waste Services,,"Supply 1 x 25 yard skip 
Saturday 29th November 2025 08.30am - 10.30am",,,1,,CRPOI0015415,,Stanley Brothers (Tippers) Ltd,,,18/12/2025,,570.00
PLAN - Planning & Transportation,,EAD - Planning,,"Hyndburn M3 to ASSURE 
It has been agreed that the Original Contract shall be amended as follows:
£5,000 (excluding VAT) to be invoiced monthly in arrears of delivery.
All days must be utilized within 12 months of the effective date of this CCN001. If",,,1,,CRPOI0015436,,Nec Software Solutions Uk Ltd,,,18/12/2025,,"2,100.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,"12 X AB4 1/50 Padlock KA 20 

Carriage Charge £6",,,1,,CRPOI0015440,,Powell Hardware Ltd,,,18/12/2025,,250.13
RESO - Resources,,AAH - Facilities,,"Callouts, breakdowns, make safe, small general repairs, helpdesk repairs QTR 3",,,1,,CRPOI0015474,,Pilkington Bros (Church) Ltd,,,18/12/2025,,"1,712.95"
RESO - Resources,,AAH - Facilities,,"Callouts, breakdowns, make safe, small general repairs, helpdesk repairs QTR 3",,,1,,CRPOI0015475,,Pilkington Bros (Church) Ltd,,,18/12/2025,,"2,555.21"
ENVS - Environmental Services,,CAE - Waste Services,,500 CARTONS X  - 7L Natural T-Shirt Food Waste Liners ,,,1,,CRPOI0015505,,Cromwell Polythene Ltd,,,18/12/2025,,"11,107.20"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,300 X 60ltr bags of well-rotted farm manure ,,,1,,CRPOI0015549,,Origin Amenity Solutions,,,18/12/2025,,"1,476.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,300 X 60ltr bags of well-rotted farm manure ,,,2,,CRPOI0015549,,Origin Amenity Solutions,,,18/12/2025,,360.00
RESO - Resources,,AAH - Facilities,,PPM - Inspection and service HF200 gas suppression system and control panel,,,1,,CRPOI0015572,,Protec Fire Detection Plc,,,18/12/2025,,"1,161.62"
RESO - Resources,,AAH - Facilities,,PPM - Inspection and service HF200 gas suppression system and control panel,,,1,,CRPOI0015573,,Protec Fire Detection Plc,,,18/12/2025,,580.81
RESO - Resources,,AAH - Facilities,,PPM - Inspection and service HF200 gas suppression system and control panel,,,1,,CRPOI0015574,,Protec Fire Detection Plc,,,18/12/2025,,400.31
LEGL - Legal & Democratic,,DAA - Democratic Services,,Remembrance Sunday band service,,,1,,CRPOI0015581,,Stacksteads Band,,,18/12/2025,,320.00
ENVH - Environmental Health,,BAC - Food & Safety,,Calibration of reference probe thermometer and 2 x test caps including shipping,,,1,,CRPOI0015598,,Fluke Uk Limited,,,18/12/2025,,320.40
RESO - Resources,,AAH - Facilities,," CCTV upgrade
Eight IP cameras, a robust Network Video Recorder (NVR), and all necessary components for a complete installation.",,,1,,CRPOI0015689,,Full Circuit Fire & Security Ltd,,,18/12/2025,,"1,248.74"
RESO - Resources,,AAH - Facilities,,Haworth Art Gallery - CCTV upgrade,,,1,,CRPOI0015690,,Full Circuit Fire & Security Ltd,,,18/12/2025,,"2,216.15"
PLAN - Planning & Transportation,,EAC - Green Infrastructure,,Phase 2 works at Bullough ParkInfrastructure and planting ,,,1,,CRPOI0015773,,Landscape Engineering Ltd,,,18/12/2025,,"35,490.78"
